_id,dob,gender,language,registration_date,primary_use,registration_referring_url,flag_optin_email_marketing,country_code,country_name
4202275,4/18/1955,F,French         ,3/6/2013,business       ,wiki.retail.com                                  ,1,ZW,Zimbabwe                                     
4228283,5/14/1955,F,Spanish        ,3/6/2013,business       ,wiki.retail.com                                  ,1,LK,Sri Lanka                                    
4230398,8/6/1954,M,English        ,3/11/2013,business       ,support.retail.com                               ,1,CA,Canada                                       
4233665,9/1/1959,F,English        ,3/5/2013,personel       ,wiki.retail.com                                  ,0,EG,Egypt                                        
4235286,10/2/1955,F,French         ,3/6/2013,business       ,info.retail.com                            ,1,BG,Bulgaria                                     
4238836,10/22/1955,M,English        ,3/8/2013,business       ,info.retail.com                            ,1,NL,Netherlands                                  
4241998,2/12/1960,F,English        ,3/6/2013,personel       ,www.retail.com                                   ,0,IQ,Iraq                                         
4245367,6/12/1954,M,French         ,3/10/2013,business       ,info.retail.com                            ,1,AR,Argentina                                    
4255830,4/19/1953,F,Spanish        ,3/8/2013,personel       ,wiki.retail.com                                  ,0,ID,Indonesia                                    
4270011,10/1/1950,M,French         ,3/6/2013,personel       ,info.retail.com                            ,0,NZ,New Zealand                                  
4281562,12/1/1950,M,English        ,3/9/2013,personel       ,wiki.retail.com                                  ,0,CN,China                                        
4310657,8/15/1952,F,English        ,3/8/2013,business       ,www.retail.com                                   ,1,RW,Rwanda                                       
4325459,12/29/1952,F,Spanish        ,3/9/2013,business       ,partner.retail.com                                  ,1,UG,Uganda                                       
4335379,8/9/1952,F,Spanish        ,3/9/2013,personel       ,wiki.retail.com                                  ,0,KW,Kuwait                                       
4343898,12/20/1953,F,Spanish        ,3/6/2013,personel       ,info.retail.com                            ,0,HR,Croatia                                      
4350089,8/18/1956,F,French         ,3/8/2013,business       ,info.retail.com                            ,1,BG,Bulgaria                                     
4354628,11/23/1953,F,Spanish        ,3/7/2013,business       ,partner.retail.com                                  ,1,EC,Ecuador                                      
4358781,11/23/1960,F,English        ,3/7/2013,business       ,wiki.retail.com                                  ,1,IO,British Indian Ocean Territory               
4369802,10/23/1953,F,French         ,3/9/2013,personel       ,wiki.retail.com                                  ,0,LV,Latvia                                       
4377364,10/6/1957,M,English        ,3/6/2013,business       ,info.retail.com                            ,1,NL,Netherlands                                  
4378647,2/13/1956,F,French         ,3/7/2013,business       ,support.retail.com                               ,1,HK,Hong Kong                                    
4382615,10/24/1959,M,French         ,3/6/2013,business       ,support.retail.com                               ,1,BR,Brazil                                       
4383915,9/2/1950,M,English        ,3/7/2013,business       ,info.retail.com                            ,1,NL,Netherlands                                  
4385073,3/25/1951,M,English        ,3/11/2013,personel       ,wiki.retail.com                                  ,0,PT,Portugal                                     
4388143,9/6/1951,F,English        ,3/10/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
4394971,2/14/1951,F,English        ,3/9/2013,personel       ,www.retail.com                                   ,0,ID,Indonesia                                    
4400216,6/1/1953,F,English        ,3/11/2013,personel       ,wiki.retail.com                                  ,0,BF,Burkina Faso                                 
4413136,9/5/1956,M,English        ,3/11/2013,personel       ,wiki.retail.com                                  ,0,HR,Croatia                                      
4413378,1/2/1952,F,French         ,3/5/2013,personel       ,partner.retail.com                                  ,0,TT,Trinidad and Tobago                          
4425773,2/26/1956,F,Spanish        ,3/9/2013,personel       ,wiki.retail.com                                  ,0,AX,?land Islands                                
4444485,7/27/1955,F,English        ,3/7/2013,business       ,www.retail.com                                   ,1,US,United States                                
4446143,12/4/1956,F,Spanish        ,3/6/2013,business       ,partner.retail.com                                  ,1,EC,Ecuador                                      
4447545,5/11/1955,F,English        ,3/7/2013,business       ,wiki.retail.com                                  ,1,NL,Netherlands                                  
4449951,11/13/1960,F,English        ,3/6/2013,business       ,support.retail.com                               ,1,AX,?land Islands                                
4454346,8/16/1951,M,English        ,3/6/2013,personel       ,wiki.retail.com                                  ,0,CN,China                                        
4495730,1/26/1958,M,French         ,3/5/2013,personel       ,partner.retail.com                                  ,0,MC,Monaco                                       
4503476,11/24/1958,F,French         ,3/7/2013,business       ,info.retail.com                            ,1,BG,Bulgaria                                     
4516153,9/24/1954,M,English        ,3/6/2013,business       ,wiki.retail.com                                  ,1,UY,Uruguay                                      
4518312,7/15/1957,F,Spanish        ,3/7/2013,personel       ,wiki.retail.com                                  ,0,AX,?land Islands                                
4538826,5/23/1958,F,English        ,3/5/2013,business       ,partner.retail.com                                  ,1,CR,Costa Rica                                   
4541132,10/5/1951,M,Spanish        ,3/11/2013,business       ,support.retail.com                               ,1,GR,Greece                                       
4543159,10/10/1950,F,French         ,3/11/2013,business       ,www.retail.com                                   ,1,TV,Tuvalu                                       
4543994,6/7/1953,F,French         ,3/7/2013,personel       ,www.retail.com                                   ,0,LT,Lithuania                                    
4555221,9/13/1956,F,French         ,3/10/2013,business       ,info.retail.com                            ,1,BG,Bulgaria                                     
4560572,6/22/1960,M,Spanish        ,3/9/2013,business       ,www.retail.com                                   ,1,KP,"Korea, Democratic People's Republic of       "
4561050,6/16/1953,M,French         ,3/11/2013,personel       ,wiki.retail.com                                  ,0,LY,Libya                                        
4563468,6/25/1957,F,English        ,3/10/2013,business       ,partner.retail.com                                  ,1,BB,Barbados                                     
4566429,3/6/1956,M,English        ,3/10/2013,business       ,info.retail.com                            ,1,NL,Netherlands                                  
4567615,10/12/1953,M,Spanish        ,3/7/2013,business       ,info.retail.com                            ,1,GR,Greece                                       
4583449,12/5/1956,F,French         ,3/7/2013,business       ,www.retail.com                                   ,1,LV,Latvia                                       
4585887,4/13/1960,F,French         ,3/10/2013,personel       ,partner.retail.com                                  ,0,AT,Austria                                      
4587447,9/25/1958,F,Spanish        ,3/10/2013,personel       ,www.retail.com                                   ,0,ID,Indonesia                                    
4596621,9/25/1954,M,English        ,3/6/2013,business       ,www.retail.com                                   ,1,NA,Namibia                                      
4601303,12/9/1957,M,Spanish        ,3/5/2013,personel       ,www.retail.com                                   ,0,PL,Poland                                       
4614077,4/30/1950,M,English        ,3/9/2013,personel       ,www.retail.com                                   ,0,MA,Morocco                                      
4622136,6/14/1954,F,English        ,3/6/2013,personel       ,partner.retail.com                                  ,0,SA,Saudi Arabia                                 
4643327,9/13/1957,F,Spanish        ,3/5/2013,personel       ,info.retail.com                            ,0,SE,Sweden                                       
4645697,9/18/1955,M,English        ,3/10/2013,personel       ,support.retail.com                               ,0,AU,Australia                                    
4660875,11/16/1958,F,English        ,3/10/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
4661827,1/31/1951,F,French         ,3/7/2013,personel       ,partner.retail.com                                  ,0,LY,Libya                                        
4662096,8/28/1950,F,French         ,3/10/2013,business       ,support.retail.com                               ,1,RU,Russian Federation                           
4665975,9/22/1955,F,French         ,3/5/2013,business       ,wiki.retail.com                                  ,1,BG,Bulgaria                                     
4689911,10/16/1951,F,Spanish        ,3/7/2013,personel       ,partner.retail.com                                  ,0,SA,Saudi Arabia                                 
4695959,2/19/1954,F,English        ,3/6/2013,personel       ,support.retail.com                               ,0,LB,Lebanon                                      
4696967,4/26/1959,M,Spanish        ,3/10/2013,personel       ,partner.retail.com                                  ,0,MZ,Mozambique                                   
4710305,9/19/1959,M,English        ,3/9/2013,business       ,support.retail.com                               ,1,DZ,Algeria                                      
4711371,11/10/1954,F,French         ,3/8/2013,personel       ,support.retail.com                               ,0,PA,Panama                                       
4718536,6/18/1960,M,Spanish        ,3/9/2013,business       ,info.retail.com                            ,1,GR,Greece                                       
4724871,12/16/1955,F,French         ,3/5/2013,business       ,www.retail.com                                   ,1,LV,Latvia                                       
4731370,3/24/1952,F,English        ,3/6/2013,personel       ,www.retail.com                                   ,0,ID,Indonesia                                    
4734747,7/29/1955,F,French         ,3/5/2013,personel       ,partner.retail.com                                  ,0,PT,Portugal                                     
4735060,5/13/1957,M,Spanish        ,3/7/2013,business       ,support.retail.com                               ,1,ZM,Zambia                                       
4739155,11/16/1951,F,French         ,3/9/2013,business       ,wiki.retail.com                                  ,1,IS,Iceland                                      
4748388,7/11/1956,M,Spanish        ,3/8/2013,business       ,partner.retail.com                                  ,1,MY,Malaysia                                     
4753277,9/14/1957,M,French         ,3/7/2013,business       ,info.retail.com                            ,1,AR,Argentina                                    
4758474,6/7/1954,F,English        ,3/7/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
4761282,6/26/1953,F,English        ,3/7/2013,personel       ,wiki.retail.com                                  ,0,IO,British Indian Ocean Territory               
4761612,1/7/1960,F,Spanish        ,3/10/2013,business       ,www.retail.com                                   ,1,EC,Ecuador                                      
4761865,9/2/1950,M,French         ,3/10/2013,business       ,www.retail.com                                   ,1,MX,Mexico                                       
4778803,11/27/1957,F,English        ,3/7/2013,personel       ,www.retail.com                                   ,0,BA,Bosnia and Herzegovina                       
4783104,12/23/1957,F,Spanish        ,3/11/2013,personel       ,www.retail.com                                   ,0,AW,Aruba                                        
4792879,10/12/1956,F,English        ,3/6/2013,personel       ,partner.retail.com                                  ,0,LT,Lithuania                                    
4794904,10/28/1959,F,English        ,3/9/2013,personel       ,www.retail.com                                   ,0,LT,Lithuania                                    
4803555,3/16/1955,M,French         ,3/9/2013,business       ,support.retail.com                               ,1,KI,Kiribati                                     
4805778,7/21/1953,F,French         ,3/7/2013,business       ,www.retail.com                                   ,1,LV,Latvia                                       
4810458,2/18/1952,F,English        ,3/9/2013,personel       ,www.retail.com                                   ,0,BG,Bulgaria                                     
4833661,10/7/1960,F,French         ,3/10/2013,personel       ,wiki.retail.com                                  ,0,KH,Cambodia                                     
4845316,10/23/1957,M,French         ,3/11/2013,personel       ,partner.retail.com                                  ,0,KP,"Korea, Democratic People's Republic of       "
4849803,2/27/1951,F,English        ,3/6/2013,business       ,www.retail.com                                   ,1,CN,China                                        
4870096,11/17/1957,F,French         ,3/10/2013,business       ,wiki.retail.com                                  ,1,ES,Spain                                        
4881055,5/5/1956,F,French         ,3/7/2013,personel       ,support.retail.com                               ,0,LT,Lithuania                                    
4890031,8/29/1960,M,English        ,3/5/2013,personel       ,www.retail.com                                   ,0,TZ,"Tanzania, United Republic of                 "
4893896,3/4/1952,F,French         ,3/5/2013,personel       ,www.retail.com                                   ,0,ES,Spain                                        
4895535,8/17/1960,F,English        ,3/5/2013,business       ,info.retail.com                            ,1,BA,Bosnia and Herzegovina                       
4898697,4/5/1950,F,Spanish        ,3/7/2013,personel       ,partner.retail.com                                  ,0,AS,American Samoa                               
4900224,11/14/1950,F,French         ,3/7/2013,personel       ,support.retail.com                               ,0,KI,Kiribati                                     
4905792,5/25/1953,F,French         ,3/6/2013,business       ,wiki.retail.com                                  ,1,ES,Spain                                        
4906905,7/31/1956,F,English        ,3/8/2013,personel       ,info.retail.com                            ,0,IQ,Iraq                                         
4917127,8/13/1950,F,Spanish        ,3/9/2013,business       ,www.retail.com                                   ,1,ET,Ethiopia                                     
4922864,11/1/1956,F,Spanish        ,3/11/2013,business       ,partner.retail.com                                  ,1,EC,Ecuador                                      
4924981,8/17/1953,M,French         ,3/9/2013,personel       ,info.retail.com                            ,0,CR,Costa Rica                                   
4933573,9/4/1953,F,French         ,3/7/2013,business       ,www.retail.com                                   ,1,BA,Bosnia and Herzegovina                       
4937669,11/12/1959,F,English        ,3/11/2013,personel       ,support.retail.com                               ,0,SA,Saudi Arabia                                 
4939533,8/25/1955,F,French         ,3/8/2013,personel       ,support.retail.com                               ,0,GB,United Kingdom                               
4940038,10/27/1956,F,Spanish        ,3/9/2013,personel       ,info.retail.com                            ,0,LT,Lithuania                                    
4949099,5/22/1950,F,Spanish        ,3/10/2013,business       ,support.retail.com                               ,1,UY,Uruguay                                      
4970556,6/23/1957,F,Spanish        ,3/8/2013,business       ,wiki.retail.com                                  ,1,CH,Switzerland                                  
4979866,8/7/1951,F,French         ,3/8/2013,business       ,partner.retail.com                                  ,1,LV,Latvia                                       
4982154,1/19/1955,F,English        ,3/8/2013,personel       ,wiki.retail.com                                  ,0,BF,Burkina Faso                                 
4983449,8/17/1959,F,Spanish        ,3/8/2013,business       ,www.retail.com                                   ,1,KH,Cambodia                                     
5001684,4/25/1959,F,French         ,3/10/2013,business       ,support.retail.com                               ,1,KH,Cambodia                                     
5011998,3/13/1956,M,French         ,3/8/2013,personel       ,www.retail.com                                   ,0,AW,Aruba                                        
5021370,12/9/1955,F,French         ,3/11/2013,business       ,support.retail.com                               ,1,LK,Sri Lanka                                    
5073881,8/1/1956,M,Spanish        ,3/8/2013,personel       ,www.retail.com                                   ,0,AS,American Samoa                               
5093247,8/10/1954,F,English        ,3/6/2013,personel       ,wiki.retail.com                                  ,0,IS,Iceland                                      
5093380,6/3/1955,F,Spanish        ,3/10/2013,personel       ,wiki.retail.com                                  ,0,HT,Haiti                                        
5094475,8/30/1954,F,French         ,3/11/2013,personel       ,wiki.retail.com                                  ,0,BE,Belgium                                      
5097938,12/3/1951,M,French         ,3/7/2013,personel       ,www.retail.com                                   ,0,UG,Uganda                                       
5110269,7/25/1953,F,Spanish        ,3/8/2013,business       ,wiki.retail.com                                  ,1,BB,Barbados                                     
5111982,11/10/1955,F,French         ,3/8/2013,business       ,www.retail.com                                   ,1,CU,Cuba                                         
5127615,9/19/1958,F,English        ,3/5/2013,personel       ,www.retail.com                                   ,0,TZ,"Tanzania, United Republic of                 "
5129886,12/24/1952,F,French         ,3/7/2013,business       ,wiki.retail.com                                  ,1,PT,Portugal                                     
5132524,10/14/1950,F,Spanish        ,3/5/2013,business       ,partner.retail.com                                  ,1,IR,"Iran, Islamic Republic of                    "
5139293,10/26/1958,F,French         ,3/9/2013,personel       ,wiki.retail.com                                  ,0,PE,Peru                                         
5139999,12/10/1959,F,Spanish        ,3/10/2013,personel       ,wiki.retail.com                                  ,0,SG,Singapore                                    
5159132,9/23/1958,F,Spanish        ,3/7/2013,personel       ,www.retail.com                                   ,0,ZA,South Africa                                 
5169663,8/4/1956,F,French         ,3/8/2013,personel       ,partner.retail.com                                  ,0,ID,Indonesia                                    
5171229,2/17/1958,F,Spanish        ,3/9/2013,personel       ,www.retail.com                                   ,0,TV,Tuvalu                                       
5172252,9/11/1951,F,Spanish        ,3/9/2013,personel       ,www.retail.com                                   ,0,IQ,Iraq                                         
5173933,1/9/1951,M,English        ,3/8/2013,business       ,support.retail.com                               ,1,GB,United Kingdom                               
5179847,2/4/1959,F,English        ,3/10/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
5198129,1/27/1953,F,French         ,3/6/2013,business       ,info.retail.com                            ,1,IQ,Iraq                                         
5201140,7/16/1953,F,English        ,3/8/2013,business       ,partner.retail.com                                  ,1,AT,Austria                                      
5204553,6/9/1952,M,English        ,3/8/2013,personel       ,showcase.retail.com                                  ,0,HT,Haiti                                        
5209242,5/25/1952,F,English        ,3/8/2013,personel       ,info.retail.com                            ,0,KH,Cambodia                                     
5210263,11/1/1950,F,English        ,3/11/2013,business       ,wiki.retail.com                                  ,1,NL,Netherlands                                  
5218909,8/22/1950,F,French         ,3/8/2013,business       ,wiki.retail.com                                  ,1,ZW,Zimbabwe                                     
5223721,4/13/1957,F,French         ,3/7/2013,personel       ,wiki.retail.com                                  ,0,RU,Russian Federation                           
5227901,9/29/1957,F,English        ,3/5/2013,personel       ,www.retail.com                                   ,0,BG,Bulgaria                                     
5241848,9/13/1950,F,Spanish        ,3/11/2013,business       ,wiki.retail.com                                  ,1,GB,United Kingdom                               
5248000,7/13/1959,F,English        ,3/10/2013,business       ,wiki.retail.com                                  ,1,HT,Haiti                                        
5251291,1/30/1957,M,English        ,3/5/2013,business       ,info.retail.com                            ,1,AG,Antigua and Barbuda                          
5265166,2/24/1960,F,English        ,3/11/2013,personel       ,support.retail.com                               ,0,IT,Italy                                        
5268324,5/12/1957,M,French         ,3/6/2013,personel       ,wiki.retail.com                                  ,0,AE,United Arab Emirates                         
5276215,7/8/1953,M,French         ,3/8/2013,business       ,partner.retail.com                                  ,1,AG,Antigua and Barbuda                          
5287146,1/9/1960,F,Spanish        ,3/7/2013,business       ,support.retail.com                               ,1,IO,British Indian Ocean Territory               
5302945,9/30/1957,F,French         ,3/11/2013,personel       ,support.retail.com                               ,0,BB,Barbados                                     
5306621,2/16/1956,F,Spanish        ,3/11/2013,business       ,partner.retail.com                                  ,1,EC,Ecuador                                      
5308950,3/30/1960,F,Spanish        ,3/5/2013,personel       ,support.retail.com                               ,0,HU,Hungary                                      
5319631,12/23/1955,F,Spanish        ,3/9/2013,business       ,support.retail.com                               ,1,EE,Estonia                                      
5340043,12/21/1951,F,French         ,3/9/2013,personel       ,support.retail.com                               ,0,KI,Kiribati                                     
5340375,7/27/1957,F,French         ,3/5/2013,business       ,wiki.retail.com                                  ,1,MA,Morocco                                      
5340878,1/3/1955,F,French         ,3/8/2013,business       ,wiki.retail.com                                  ,1,RW,Rwanda                                       
5349536,4/21/1960,F,English        ,3/7/2013,business       ,info.retail.com                            ,1,BA,Bosnia and Herzegovina                       
5349753,10/13/1951,F,English        ,3/11/2013,personel       ,info.retail.com                            ,0,DO,Dominican Republic                           
5352184,10/30/1950,M,French         ,3/9/2013,business       ,support.retail.com                               ,1,LK,Sri Lanka                                    
5355801,7/21/1953,M,French         ,3/7/2013,business       ,www.retail.com                                   ,1,KP,"Korea, Democratic People's Republic of       "
5356516,6/23/1953,F,French         ,3/6/2013,personel       ,partner.retail.com                                  ,0,PL,Poland                                       
5360060,5/20/1956,F,French         ,3/10/2013,personel       ,wiki.retail.com                                  ,0,BE,Belgium                                      
5362429,3/8/1950,F,French         ,3/7/2013,personel       ,support.retail.com                               ,0,JP,Japan                                        
5373070,1/14/1957,F,Spanish        ,3/7/2013,personel       ,support.retail.com                               ,0,HU,Hungary                                      
5376130,3/10/1953,F,Spanish        ,3/8/2013,personel       ,www.retail.com                                   ,0,LK,Sri Lanka                                    
5384578,4/8/1950,F,French         ,3/10/2013,business       ,support.retail.com                               ,1,GB,United Kingdom                               
5394912,11/3/1954,F,French         ,3/10/2013,business       ,support.retail.com                               ,1,CH,Switzerland                                  
5413427,2/22/1953,F,French         ,3/10/2013,business       ,support.retail.com                               ,1,CM,Cameroon                                     
5416747,4/23/1952,F,French         ,3/6/2013,personel       ,www.retail.com                                   ,0,AF,Afghanistan                                  
5417496,6/7/1959,F,French         ,3/10/2013,personel       ,www.retail.com                                   ,0,BR,Brazil                                       
5431487,1/24/1955,M,Spanish        ,3/7/2013,business       ,wiki.retail.com                                  ,1,UG,Uganda                                       
5433336,11/17/1955,M,English        ,3/9/2013,personel       ,support.retail.com                               ,0,SG,Singapore                                    
5438577,7/18/1957,F,French         ,3/6/2013,personel       ,www.retail.com                                   ,0,HU,Hungary                                      
5445467,12/3/1959,F,Spanish        ,3/8/2013,business       ,www.retail.com                                   ,1,DE,Germany                                      
5455559,5/17/1950,M,Spanish        ,3/5/2013,personel       ,partner.retail.com                                  ,0,MZ,Mozambique                                   
5463157,1/24/1951,F,Spanish        ,3/7/2013,business       ,partner.retail.com                                  ,1,UG,Uganda                                       
5473009,9/1/1959,M,French         ,3/5/2013,personel       ,partner.retail.com                                  ,0,MZ,Mozambique                                   
5487813,10/17/1960,F,Spanish        ,3/5/2013,personel       ,info.retail.com                            ,0,EE,Estonia                                      
5497527,10/14/1952,F,French         ,3/9/2013,business       ,showcase.retail.com                                  ,1,CH,Switzerland                                  
5505219,6/10/1952,F,English        ,3/11/2013,business       ,partner.retail.com                                  ,1,EE,Estonia                                      
5533271,10/18/1956,F,English        ,3/11/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
5555007,5/15/1956,F,English        ,3/5/2013,business       ,wiki.retail.com                                  ,1,PL,Poland                                       
5568906,1/27/1952,F,Spanish        ,3/6/2013,business       ,support.retail.com                               ,1,UG,Uganda                                       
5575301,1/27/1958,M,Spanish        ,3/8/2013,business       ,partner.retail.com                                  ,1,MY,Malaysia                                     
5583723,12/19/1955,M,French         ,3/10/2013,business       ,www.retail.com                                   ,1,HT,Haiti                                        
5591396,4/29/1958,F,French         ,3/8/2013,business       ,support.retail.com                               ,1,RU,Russian Federation                           
5608691,3/29/1951,M,English        ,3/6/2013,personel       ,wiki.retail.com                                  ,0,EC,Ecuador                                      
5614480,4/28/1959,M,Spanish        ,3/5/2013,business       ,support.retail.com                               ,1,UG,Uganda                                       
5614484,6/29/1959,M,Spanish        ,3/9/2013,personel       ,support.retail.com                               ,0,AR,Argentina                                    
5617588,4/2/1951,F,French         ,3/6/2013,personel       ,wiki.retail.com                                  ,0,SB,Solomon Islands                              
5620626,10/31/1955,M,Spanish        ,3/7/2013,personel       ,www.retail.com                                   ,0,CU,Cuba                                         
5623170,6/29/1954,F,French         ,3/9/2013,personel       ,www.retail.com                                   ,0,LT,Lithuania                                    
5624759,1/15/1951,M,English        ,3/6/2013,business       ,wiki.retail.com                                  ,1,UY,Uruguay                                      
5629300,1/25/1958,F,French         ,3/8/2013,personel       ,partner.retail.com                                  ,0,ID,Indonesia                                    
5636276,7/21/1950,F,English        ,3/6/2013,personel       ,wiki.retail.com                                  ,0,SB,Solomon Islands                              
5642260,6/8/1953,F,French         ,3/7/2013,business       ,wiki.retail.com                                  ,1,ZM,Zambia                                       
5648780,7/14/1958,F,French         ,3/6/2013,personel       ,partner.retail.com                                  ,0,NA,Namibia                                      
5663590,10/15/1951,F,Spanish        ,3/10/2013,business       ,wiki.retail.com                                  ,1,CA,Canada                                       
5670056,11/6/1950,F,Spanish        ,3/8/2013,personel       ,support.retail.com                               ,0,HR,Croatia                                      
5680585,10/8/1957,M,English        ,3/9/2013,personel       ,wiki.retail.com                                  ,0,AG,Antigua and Barbuda                          
5681824,9/18/1960,F,English        ,3/9/2013,personel       ,partner.retail.com                                  ,0,KI,Kiribati                                     
5695124,8/7/1952,M,Spanish        ,3/11/2013,business       ,support.retail.com                               ,1,TR,Turkey                                       
5702722,9/5/1951,F,English        ,3/9/2013,business       ,www.retail.com                                   ,1,IL,Israel                                       
5703011,9/26/1954,M,French         ,3/7/2013,business       ,wiki.retail.com                                  ,1,BR,Brazil                                       
5711594,2/23/1955,F,French         ,3/5/2013,business       ,wiki.retail.com                                  ,1,ES,Spain                                        
5723133,9/18/1954,F,Spanish        ,3/6/2013,personel       ,www.retail.com                                   ,0,MY,Malaysia                                     
5734346,11/8/1955,F,French         ,3/11/2013,personel       ,wiki.retail.com                                  ,0,SB,Solomon Islands                              
5737765,6/1/1960,M,Spanish        ,3/8/2013,personel       ,showcase.retail.com                                  ,0,HR,Croatia                                      
5751175,1/4/1960,F,Spanish        ,3/11/2013,personel       ,info.retail.com                            ,0,SA,Saudi Arabia                                 
5759407,9/5/1951,F,Spanish        ,3/9/2013,personel       ,wiki.retail.com                                  ,0,HT,Haiti                                        
5766512,3/18/1960,F,English        ,3/11/2013,business       ,wiki.retail.com                                  ,1,GB,United Kingdom                               
5766532,3/17/1950,M,Spanish        ,3/10/2013,personel       ,support.retail.com                               ,0,SB,Solomon Islands                              
5772313,6/25/1958,F,French         ,3/5/2013,business       ,support.retail.com                               ,1,FR,France                                       
5775717,1/7/1957,M,English        ,3/10/2013,personel       ,support.retail.com                               ,0,RU,Russian Federation                           
5779163,10/12/1955,F,English        ,3/5/2013,business       ,support.retail.com                               ,1,IR,"Iran, Islamic Republic of                    "
5785224,4/8/1951,F,Spanish        ,3/10/2013,business       ,www.retail.com                                   ,1,CM,Cameroon                                     
5786628,11/6/1952,F,French         ,3/9/2013,personel       ,partner.retail.com                                  ,0,IQ,Iraq                                         
5793844,11/21/1957,F,Spanish        ,3/5/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
5794873,1/20/1953,F,French         ,3/6/2013,personel       ,www.retail.com                                   ,0,LT,Lithuania                                    
5798354,11/6/1959,F,Spanish        ,3/5/2013,personel       ,wiki.retail.com                                  ,0,ID,Indonesia                                    
5798859,11/25/1960,F,Spanish        ,3/7/2013,personel       ,www.retail.com                                   ,0,MY,Malaysia                                     
5800754,12/13/1959,M,French         ,3/6/2013,personel       ,support.retail.com                               ,0,KR,"Korea, Republic of                           "
5812964,11/15/1952,F,French         ,3/10/2013,personel       ,partner.retail.com                                  ,0,AT,Austria                                      
5815972,7/8/1952,M,English        ,3/8/2013,business       ,www.retail.com                                   ,1,GB,United Kingdom                               
5822843,11/20/1956,F,English        ,3/9/2013,business       ,www.retail.com                                   ,1,MC,Monaco                                       
5837158,7/21/1956,M,English        ,3/11/2013,business       ,wiki.retail.com                                  ,1,UY,Uruguay                                      
5861498,4/14/1958,F,Spanish        ,3/11/2013,business       ,www.retail.com                                   ,1,PE,Peru                                         
5879126,12/10/1957,M,Spanish        ,3/10/2013,personel       ,partner.retail.com                                  ,0,UA,Ukraine                                      
5881004,11/24/1954,F,Spanish        ,3/6/2013,business       ,wiki.retail.com                                  ,1,GB,United Kingdom                               
5889196,10/14/1956,F,Spanish        ,3/10/2013,personel       ,partner.retail.com                                  ,0,SA,Saudi Arabia                                 
5890883,5/26/1956,F,French         ,3/5/2013,personel       ,wiki.retail.com                                  ,0,SB,Solomon Islands                              
5917098,10/26/1956,F,French         ,3/7/2013,personel       ,www.retail.com                                   ,0,LT,Lithuania                                    
5918680,9/15/1956,M,French         ,3/9/2013,business       ,wiki.retail.com                                  ,1,DE,Germany                                      
5941396,2/24/1957,F,English        ,3/6/2013,business       ,wiki.retail.com                                  ,1,IO,British Indian Ocean Territory               
5953069,8/27/1958,F,English        ,3/8/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
5975945,9/2/1953,M,French         ,3/8/2013,personel       ,www.retail.com                                   ,0,PL,Poland                                       
5990315,9/1/1954,M,English        ,3/9/2013,business       ,wiki.retail.com                                  ,1,MA,Morocco                                      
5997328,9/25/1954,F,French         ,3/11/2013,business       ,www.retail.com                                   ,1,NZ,New Zealand                                  
6001453,12/21/1955,F,Spanish        ,3/11/2013,business       ,partner.retail.com                                  ,1,TV,Tuvalu                                       
6018858,3/14/1959,F,Spanish        ,3/11/2013,personel       ,wiki.retail.com                                  ,0,KW,Kuwait                                       
6018984,7/4/1958,F,Spanish        ,3/7/2013,business       ,wiki.retail.com                                  ,1,GB,United Kingdom                               
6026746,2/5/1951,F,English        ,3/11/2013,business       ,wiki.retail.com                                  ,1,AT,Austria                                      
6050437,4/20/1951,F,French         ,3/6/2013,business       ,www.retail.com                                   ,1,AT,Austria                                      
6056334,8/1/1953,F,English        ,3/10/2013,personel       ,wiki.retail.com                                  ,0,ES,Spain                                        
6057060,2/14/1959,F,Spanish        ,3/10/2013,business       ,info.retail.com                            ,1,IR,"Iran, Islamic Republic of                    "
6067165,7/20/1952,M,English        ,3/7/2013,business       ,www.retail.com                                   ,1,CA,Canada                                       
6069311,6/28/1954,M,English        ,3/9/2013,personel       ,partner.retail.com                                  ,0,SB,Solomon Islands                              
6073504,3/31/1953,M,English        ,3/10/2013,business       ,www.retail.com                                   ,1,BG,Bulgaria                                     
6074086,12/21/1952,M,English        ,3/9/2013,personel       ,info.retail.com                            ,0,DZ,Algeria                                      
6076393,7/16/1950,F,French         ,3/7/2013,personel       ,www.retail.com                                   ,0,LY,Libya                                        
6083028,1/21/1957,F,French         ,3/6/2013,personel       ,support.retail.com                               ,0,PA,Panama                                       
6086651,5/7/1956,M,Spanish        ,3/10/2013,business       ,partner.retail.com                                  ,1,PK,Pakistan                                     
6129481,3/14/1951,M,English        ,3/8/2013,business       ,www.retail.com                                   ,1,GR,Greece                                       
6130024,11/20/1958,F,French         ,3/10/2013,personel       ,support.retail.com                               ,0,PA,Panama                                       
6155747,9/30/1958,F,French         ,3/10/2013,business       ,support.retail.com                               ,1,HK,Hong Kong                                    
6185366,6/5/1960,F,English        ,3/7/2013,business       ,www.retail.com                                   ,1,CM,Cameroon                                     
