@relation NewRelation
@attribute Class numeric
@attribute 'Component #' numeric
@attribute Support numeric
@attribute Measure numeric
@attribute Prior_Measure numeric
@attribute Measure_Desc {F_Vx,F_Vy,F_Vz,Missing,NF_Ax,NF_Ay,NF_Az,NF_Vx,NF_Vy,NF_Vz}
@attribute RPM numeric
@data
1,31,2,1.2,1.4,F_Vy,3000
1,43,1,1.1,1.4,F_Vy,3000
1,52,4,1.2,1.4,F_Vx,3000
2,6,3,4.5,1.4,NF_Vx,1500
2,7,2,2.4,1.4,NF_Vz,1500
2,14,2,4.5,1.4,NF_Vx,1500
2,13,3,10.5,1.4,NF_Vy,1500
2,3,1,3.2,1.4,NF_Vy,1500
2,50,3,1.5,1.4,F_Vx,1500
2,13,4,15.5,1.4,NF_Vx,1500
2,4,2,1.6,1.4,NF_Vy,1000
2,18,1,1.9,1.4,NF_Vx,1500
5,8,2,4.4,1.4,F_Vx,3000
2,2,1,1.9,1.4,NF_Vx,1500
2,34,3,0.8,1.3,F_Vx,1500
2,9,1,4,1.3,NF_Vy,1000
2,18,4,8.1,1.3,NF_Vy,1500
2,19,4,2.2,1.3,NF_Vx,1500
2,17,4,2.1,1.3,NF_Vx,1500
1,17,4,1.8,1.3,NF_Vx,1500
2,3,2,2.5,1.3,NF_Vz,1500
2,11,4,4.5,1.3,NF_Vx,1500
2,23,4,2,1.3,F_Vz,1500
2,23,2,1,1.3,F_Vx,3000
2,12,4,2.9,1.3,NF_Vx,1500
2,14,4,31,1.3,NF_Vy,1500
2,15,1,1.9,1.3,NF_Vy,1500
1,4,2,4.8,1.2,NF_Vy,3000
1,21,1,2,1.2,F_Vy,3000
1,52,2,5.4,1.2,F_Vx,3000
2,9,3,12,1.2,NF_Vy,1500
2,3,2,0.8,1.2,NF_Vx,1500
2,3,2,1.6,1.2,NF_Vx,1000
2,13,2,1.1,1.2,NF_Vz,1500
2,17,4,5.2,1.2,NF_Vx,1500
2,57,3,1.5,1.2,F_Vx,1500
2,8,4,3.8,1.2,NF_Vy,1500
3,11,3,2.2,1.2,NF_Vz,3000
3,3,2,1.8,1.2,NF_Vz,3000
3,7,3,3.5,1.2,NF_Vz,3000
1,11,3,9,1.2,NF_Vz,3000
1,19,4,7,1.2,NF_Vy,3000
5,7,3,3.4,1.2,NF_Vz,3000
1,34,3,2.5,1.2,F_Vx,3000
1,36,3,0.6,1.2,F_Vz,3000
1,32,3,1.9,1.2,F_Vx,3000
1,33,3,0.3,1.2,F_Vz,3000
1,28,3,1.4,1.2,F_Vx,3000
1,29,3,1.6,1.2,F_Vz,3000
1,12,1,1.4,1.2,F_Vx,3000
1,50,3,4,1.2,F_Vx,1500
2,2,3,5.4,1.2,NF_Vx,1500
2,10,4,3.8,1.2,NF_Vx,1500
2,33,3,1.4,1.2,F_Vy,1500
2,10,4,6.5,1.2,NF_Vx,1500
2,15,2,3,1.2,NF_Vz,1500
2,3,1,1.2,1.2,NF_Vy,3000
2,7,3,2.1,1.2,NF_Vy,3000
2,12,1,1.4,1.2,NF_Vx,1500
2,14,4,3.5,1.2,NF_Vy,1500
2,40,2,1.2,1.2,F_Vy,1500
2,18,4,13,1.1,NF_Vy,1500
2,18,4,7,1.1,NF_Vy,1500
2,9,4,3.6,1.1,NF_Vz,1500
2,55,2,0.9,1.1,F_Vy,1500
2,14,2,1.1,1.1,NF_Vy,1500
3,6,1,2.4,1.1,NF_Vx,3000
3,49,4,4,1.1,F_Vx,3000
3,23,2,2.8,1.1,F_Vy,3000
3,20,2,1.6,1.1,F_Vx,3000
1,41,3,8.5,1.1,F_Vz,3000
1,8,2,3.2,1.1,NF_Vy,3000
1,8,2,6.2,1.1,NF_Vy,3000
1,4,2,3.8,1.1,NF_Vy,3000
1,22,4,5.8,1.1,F_Vx,3000
1,12,1,3.2,1.1,NF_Vx,1500
1,22,3,1.2,1.1,F_Vy,1500
2,17,1,1.7,1.1,NF_Vy,1500
2,19,2,1,1.1,F_Vx,1500
2,13,2,3.8,1.1,NF_Vz,1500
2,18,4,13,1.1,NF_Vy,1500
2,8,2,3.1,1.1,NF_Vy,1000
2,8,2,1.2,1.1,NF_Vy,1500
2,29,1,0.8,1.1,F_Vx,1500
2,8,1,4,1.1,NF_Vx,1000
3,10,3,2.7,1.1,NF_Vy,3000
3,15,1,4.6,1.1,NF_Vy,3000
5,6,2,19.5,1.1,NF_Vy,3000
1,50,1,2.8,1.1,F_Vx,3000
1,27,1,0.8,1.1,F_Vx,3000
1,30,2,1.1,1.1,F_Vx,3000
2,31,4,0.7,1.1,F_Vx,1500
1,22,3,12,1,F_Vx,1000
2,3,1,2.9,1,NF_Vy,1500
2,6,2,2.4,1,NF_Vx,1500
2,30,3,1.6,1,F_Vy,1500
2,9,3,3.8,1,NF_Vy,1500
2,31,1,3.8,1,F_Vy,1500
2,39,4,2.2,1,F_Vy,1500
2,26,2,0.4,1,F_Vx,1500
1,55,4,6,1,F_Vy,3000
5,26,4,1,1,F_Vy,3000
5,27,3,1.4,1,F_Vx,3000
5,31,4,2,1,F_Vy,3000
1,30,1,2.2,1,F_Vx,3000
1,11,3,3.6,1,NF_Vz,3000
1,3,2,7.5,1,NF_Vx,1000
1,29,4,4.3,1,F_Vy,3000
1,71,3,0.9,1,F_Vx,3000
1,42,1,0.9,1,F_Vx,3000
2,2,1,4.1,1,NF_Vx,1500
2,3,2,1.8,1,NF_Vx,1500
2,39,2,0.9,1,F_Vx,1500
2,51,3,1.3,1,F_Vy,1500
1,7,2,9,0.9,NF_Vz,1000
2,5,2,4.3,0.9,NF_Vz,1000
2,44,1,0.7,0.9,F_Vy,1500
3,5,2,3.7,0.9,NF_Vz,3000
3,9,3,2.6,0.9,NF_Vx,3000
3,68,2,0.9,0.9,F_Vy,3000
3,17,1,0.9,0.9,F_Vx,3000
5,9,2,19.5,0.9,F_Vy,3000
1,14,2,11,0.9,F_Vx,3000
1,5,2,2,0.9,NF_Vz,1500
1,5,2,1.1,0.9,NF_Vz,3000
1,44,3,3.2,0.9,F_Vx,3000
2,10,4,16,0.9,NF_Vx,3000
2,3,1,4.1,0.9,NF_Vy,1500
2,7,2,1.4,0.9,NF_Vx,1500
2,17,4,3.5,0.9,NF_Vx,1500
2,4,2,1.6,0.9,NF_Vy,1500
2,16,4,4.1,0.9,NF_Vx,1000
2,13,4,4.5,0.9,NF_Vx,1500
2,2,1,3,0.9,NF_Vx,1500
2,2,1,1.6,0.9,NF_Vx,1500
2,8,3,1.9,0.9,NF_Vx,1500
2,13,1,0.6,0.9,NF_Vy,1500
2,53,2,0.7,0.9,F_Vy,1500
2,28,3,3.2,0.9,F_Vx,1500
3,25,2,0.9,0.9,F_Vx,3000
3,34,2,2,0.9,F_Vx,3000
3,36,3,0.8,0.9,F_Vz,3000
3,42,3,1.6,0.9,F_Vx,3000
1,30,2,4.8,0.9,F_Vy,3000
5,23,3,2.8,0.9,F_Vy,3000
5,24,3,2.8,0.9,F_Vz,3000
1,7,1,11,0.9,NF_Vy,3000
1,50,3,1.9,0.9,F_Vy,3000
2,2,2,1.3,0.9,NF_Vx,1500
2,7,3,22.5,0.9,NF_Vy,3000
2,11,4,2.9,0.9,NF_Vz,1500
2,11,2,2.5,0.9,NF_Vx,1500
2,17,1,0.7,0.9,NF_Vy,1500
2,38,3,1.1,0.9,F_Vy,1500
2,16,3,0.7,0.9,F_Vx,3000
2,7,2,3.1,0.9,NF_Vx,1000
2,7,2,1.2,0.9,NF_Vx,1500
2,29,3,4.5,0.8,F_Vy,1500
1,28,1,0.8,0.8,F_Vx,3000
1,39,3,1.4,0.8,F_Vy,3000
2,16,1,1.9,0.8,NF_Vx,1500
2,34,2,0.8,0.8,F_Vz,3000
1,3,3,11,0.8,NF_Vz,1000
2,19,4,6.5,0.8,NF_Vz,1500
2,49,2,1,0.8,F_Vy,1500
2,49,3,1.3,0.8,F_Vy,1500
2,26,3,0.8,0.8,F_Vy,1500
2,9,4,1.9,0.8,NF_Vz,1500
2,29,3,0.6,0.8,F_Vx,1500
2,30,3,0.3,0.8,F_Vy,1500
3,46,4,0.8,0.8,F_Vz,3000
3,12,1,1.2,0.8,F_Vx,3000
3,22,2,0.9,0.8,F_Vx,3000
1,20,1,0.9,0.8,F_Vx,3000
1,15,2,1.3,0.8,F_Vx,3000
1,34,2,2,0.8,F_Vx,1500
1,35,2,2,0.8,F_Vy,1500
1,49,3,2,0.8,F_Vx,3000
2,7,3,4.5,0.8,NF_Vy,1500
2,16,1,1.6,0.8,NF_Vx,1500
2,31,2,0.5,0.8,F_Vz,3000
2,2,1,2.7,0.8,NF_Vx,1000
2,13,3,9.5,0.8,NF_Vy,1000
2,17,4,5.5,0.8,NF_Vy,1000
2,15,4,1.9,0.8,NF_Vz,1500
2,27,3,0.5,0.8,F_Vx,1500
2,8,2,1.2,0.8,NF_Vy,1500
2,15,4,1.8,0.8,NF_Vz,1500
2,31,3,0.3,0.8,F_Vy,1500
2,11,3,4.8,0.8,NF_Vz,1500
1,6,2,13,0.8,NF_Vx,1000
2,25,2,0.2,0.8,F_Vy,1500
3,69,2,1.2,0.8,F_Vz,3000
1,32,2,0.7,0.8,F_Vx,3000
1,18,2,3.5,0.8,F_Vx,3000
1,9,1,3.4,0.8,NF_Vy,1000
1,59,2,1.1,0.8,F_Vz,3000
1,24,4,0.4,0.8,F_Vy,3000
2,6,2,1.7,0.8,NF_Vx,1500
2,9,2,1.8,0.8,NF_Vz,1500
2,17,4,4.5,0.8,NF_Vx,1500
2,37,4,1.1,0.7,F_Vz,1500
2,4,2,0.7,0.7,NF_Vy,1500
2,12,1,0.7,0.7,NF_Vx,1500
2,17,4,2.2,0.7,NF_Vx,1500
2,12,3,0.9,0.7,NF_Vx,1000
2,45,1,0.5,0.7,F_Vx,1500
2,48,2,0.9,0.7,F_Vx,1500
2,54,2,0.5,0.7,F_Vz,1500
2,21,4,1.4,0.7,NF_Vz,1500
2,27,4,0.4,0.7,F_Vy,1500
2,19,4,1.1,0.7,NF_Vz,1500
2,7,4,2,0.7,NF_Vx,1500
3,44,3,0.8,0.7,F_Vz,3000
3,26,2,1.6,0.7,F_Vx,3000
3,29,3,1.9,0.7,F_Vx,3000
1,3,2,13,0.7,NF_Vz,3000
1,29,1,1,0.7,F_Vy,3000
1,8,1,4.6,0.7,NF_Vx,1000
1,13,1,1.5,0.7,NF_Vy,1500
1,19,4,1.2,0.7,NF_Vz,1500
2,40,2,0.9,0.7,F_Vz,1500
2,11,1,0.7,0.7,NF_Vy,1500
2,2,1,1,0.7,NF_Vx,1500
2,3,1,1.8,0.7,NF_Vy,1500
2,8,2,2.6,0.7,NF_Vy,1500
2,5,2,1.4,0.7,NF_Vz,1500
2,13,1,1.2,0.7,NF_Vy,1500
2,32,3,0.6,0.7,F_Vx,1500
2,13,4,2,0.7,NF_Vx,1500
2,3,1,0.8,0.7,NF_Vy,1500
2,9,2,0.9,0.7,NF_Vz,1500
2,21,3,14.5,0.7,NF_Vz,1500
2,43,3,0.5,0.7,F_Vx,1500
2,3,1,1,0.7,NF_Vy,1500
2,21,3,2.1,0.7,F_Vy,1500
2,23,3,1.1,0.7,F_Vy,1500
2,30,4,0.9,0.7,F_Vz,1500
2,52,2,0.3,0.7,F_Vx,1500
3,47,4,0.5,0.7,F_Vx,3000
3,22,2,2.6,0.7,F_Vx,3000
1,4,2,5.8,0.7,NF_Vy,1000
1,39,2,1.6,0.7,F_Vx,1500
1,32,2,0.4,0.7,F_Vz,3000
2,18,2,0.5,0.7,F_Vz,3000
2,35,4,1.2,0.7,F_Vx,1500
2,12,3,7.5,0.7,NF_Vx,1000
1,10,2,2.8,0.6,F_Vz,1000
2,5,2,0.5,0.6,NF_Vz,1500
2,19,4,2.5,0.6,NF_Vz,1500
2,13,2,0.9,0.6,NF_Vz,1500
2,13,3,1.6,0.6,NF_Vy,1000
2,22,2,0.9,0.6,F_Vy,1000
2,22,3,1.9,0.6,F_Vy,1500
2,23,3,0.9,0.6,F_Vx,1500
2,34,2,0.8,0.6,F_Vy,1500
2,48,3,1.3,0.6,F_Vx,1500
2,25,3,0.7,0.6,F_Vx,1500
2,49,2,0.8,0.6,F_Vy,1500
2,15,2,0.8,0.6,NF_Vz,1500
2,19,1,0.7,0.6,NF_Vy,1500
2,24,2,0.2,0.6,F_Vx,1500
3,24,2,0.5,0.6,F_Vz,3000
3,48,4,0.6,0.6,F_Vz,3000
3,54,1,0.6,0.6,F_Vx,3000
3,55,1,0.6,0.6,F_Vy,3000
3,64,2,1,0.6,F_Vy,3000
3,34,3,0.6,0.6,F_Vz,3000
3,35,3,2.8,0.6,F_Vx,3000
5,25,4,0.8,0.6,F_Vx,3000
5,13,2,2.1,0.6,F_Vz,3000
1,67,3,13.5,0.6,F_Vx,3000
1,26,4,1.2,0.6,F_Vy,1500
1,21,1,1,0.6,F_Vy,3000
2,36,3,2.2,0.6,F_Vy,1500
2,40,1,0.5,0.6,F_Vx,3000
2,41,1,0.3,0.6,F_Vy,3000
2,14,1,1.5,0.6,NF_Vx,1500
2,15,1,1.9,0.6,NF_Vy,1500
2,39,2,0.4,0.6,F_Vx,1500
2,9,2,2.1,0.6,NF_Vz,1000
2,3,1,0.8,0.6,NF_Vy,1500
2,9,2,0.8,0.6,NF_Vz,1500
2,2,1,1,0.6,NF_Vx,1500
2,30,3,0.6,0.6,F_Vx,1500
2,35,4,0.4,0.6,F_Vy,1500
2,13,4,6.5,0.6,NF_Vy,1500
2,15,4,21,0.6,NF_Vz,1500
2,30,2,0.6,0.6,F_Vy,1500
2,38,2,0.8,0.6,F_Vy,1500
2,7,2,0.9,0.6,NF_Vz,1500
2,28,4,1.4,0.6,F_Vx,1500
2,16,3,0.7,0.6,F_Vx,1500
2,12,2,1.2,0.6,NF_Vx,1500
2,15,1,0.9,0.6,NF_Vx,1500
2,38,4,1.4,0.6,F_Vx,1500
3,19,4,0.8,0.6,NF_Vy,3000
3,49,1,1.1,0.6,F_Vy,3000
5,17,2,0.5,0.6,F_Vz,3000
1,5,2,2.5,0.6,NF_Vz,1000
2,17,2,0.7,0.6,F_Vx,3000
2,24,4,0.6,0.6,F_Vx,3000
2,38,3,0.9,0.6,F_Vx,1500
2,28,3,2.5,0.6,F_Vy,1500
2,40,3,0.7,0.6,F_Vx,1500
2,20,2,1.1,0.5,F_Vz,1500
2,24,2,3.5,0.5,F_Vz,1500
2,29,3,1.2,0.5,F_Vx,1500
2,38,4,1.4,0.5,F_Vx,1500
2,21,2,0.7,0.5,F_Vx,1000
2,47,1,0.4,0.5,F_Vx,1500
2,38,2,1.1,0.5,F_Vx,1500
2,60,2,0.8,0.5,F_Vx,1500
3,30,1,0.5,0.5,F_Vy,3000
3,50,4,2.4,0.5,F_Vz,3000
3,30,3,0.6,0.5,F_Vz,3000
3,32,3,2.6,0.5,F_Vz,3000
1,53,3,1.6,0.5,F_Vy,3000
5,11,2,0.8,0.5,F_Vx,3000
5,15,2,0.6,0.5,F_Vy,3000
1,25,2,6.2,0.5,F_Vz,3000
1,20,2,10,0.5,F_Vz,3000
1,20,2,5.4,0.5,F_Vz,3000
1,24,1,2.1,0.5,F_Vx,3000
1,30,2,4.8,0.5,F_Vx,1000
1,31,2,4,0.5,F_Vy,1000
1,32,1,2.1,0.5,F_Vx,1500
2,26,2,1.7,0.5,F_Vz,1500
2,32,3,0.9,0.5,F_Vx,1500
2,35,2,0.4,0.5,F_Vx,3000
2,26,2,0.7,0.5,F_Vx,1500
2,38,4,0.7,0.5,F_Vx,1500
2,53,4,1,0.5,F_Vy,1500
2,32,2,0.4,0.5,F_Vy,1500
2,41,3,0.6,0.5,F_Vy,1500
2,36,4,0.9,0.5,F_Vx,1500
2,23,3,0.7,0.5,F_Vx,1500
2,36,2,0.8,0.5,F_Vx,1500
2,57,2,1.9,0.5,F_Vz,1500
3,23,2,0.4,0.5,F_Vx,3000
3,18,2,0.7,0.5,F_Vx,3000
3,21,1,0.5,0.5,F_Vx,3000
1,21,1,0.9,0.5,F_Vy,3000
1,33,2,1.7,0.5,F_Vy,3000
5,19,2,0.9,0.5,F_Vz,3000
5,20,2,0.9,0.5,F_Vx,3000
1,30,1,0.9,0.5,F_Vx,1500
1,44,2,1.9,0.5,F_Vx,1500
2,31,1,0.7,0.5,F_Vx,1500
1,8,2,8,0.4,F_Vx,1000
2,50,2,0.5,0.4,F_Vz,1500
2,33,2,0.9,0.4,F_Vx,1500
2,43,1,0.6,0.4,F_Vy,1500
2,48,2,0.4,0.4,F_Vx,1500
2,35,3,1.5,0.4,F_Vy,1500
3,38,3,0.3,0.4,F_Vz,3000
3,18,4,1.1,0.4,NF_Vx,3000
3,63,2,1,0.4,F_Vx,3000
3,74,2,1.4,0.4,F_Vy,3000
3,27,2,0.9,0.4,F_Vz,3000
3,37,3,2.2,0.4,F_Vx,3000
1,51,3,1.3,0.4,F_Vy,3000
5,21,2,0.4,0.4,F_Vz,3000
1,24,2,3,0.4,F_Vy,3000
1,27,2,0.9,0.4,F_Vy,3000
1,19,2,5.4,0.4,F_Vy,3000
1,22,2,0.6,0.4,F_Vy,3000
1,19,2,3.2,0.4,F_Vy,3000
1,18,3,3,0.4,F_Vz,3000
1,27,4,1.2,0.4,F_Vz,1500
1,36,2,1,0.4,F_Vz,1500
2,22,4,1.6,0.4,F_Vz,1500
2,26,1,0.3,0.4,F_Vx,1500
2,41,2,0.6,0.4,F_Vz,1500
2,37,3,0.7,0.4,F_Vx,1500
2,41,3,2.5,0.4,F_Vx,1500
2,31,3,1.6,0.4,F_Vy,1500
2,9,2,2.4,0.4,NF_Vz,1500
2,25,4,0.2,0.4,F_Vx,1500
1,24,3,4.5,0.3,F_Vz,1000
3,27,2,1.4,0.3,F_Vx,3000
3,28,2,1.9,0.3,F_Vz,3000
3,48,1,2.5,0.3,F_Vx,3000
1,53,4,0.5,0.3,F_Vy,3000
2,29,1,0.4,0.3,F_Vx,3000
2,52,3,0.2,0.3,F_Vz,1500
2,31,2,0.4,0.3,F_Vx,1500
1,9,2,5.5,0.3,F_Vz,1000
2,16,1,0.3,0.3,F_Vy,1000
2,23,2,0.4,0.3,F_Vz,1000
2,20,1,0.3,0.3,F_Vy,1500
2,28,4,0.7,0.3,F_Vy,1500
2,35,2,0.5,0.3,F_Vz,1500
2,50,2,0.5,0.3,F_Vz,1500
2,56,2,1.9,0.3,F_Vy,1500
3,19,1,1.4,0.3,F_Vy,3000
3,40,3,0.8,0.3,F_Vz,3000
3,67,2,2.6,0.3,F_Vx,3000
1,23,2,2.1,0.3,F_Vx,3000
1,43,1,0.7,0.3,F_Vx,3000
1,18,2,3.8,0.3,F_Vx,3000
1,24,1,1.2,0.3,F_Vx,3000
1,15,1,1.2,0.3,F_Vx,3000
1,18,2,4,0.3,F_Vx,3000
1,37,2,1.1,0.3,F_Vy,1000
1,40,2,0.7,0.3,F_Vy,1500
2,20,4,0.9,0.3,F_Vx,1500
2,35,3,1.3,0.3,F_Vx,1500
2,31,4,0.6,0.3,F_Vx,3000
2,22,3,7,0.3,F_Vy,1500
2,23,4,0.2,0.3,F_Vz,3000
2,32,2,0.3,0.3,F_Vx,1500
2,3,1,2,0.3,NF_Vy,1000
2,46,2,1.7,0.3,F_Vx,1500
2,55,3,1.9,0.3,F_Vx,1500
2,31,2,0.3,0.3,F_Vz,1500
2,33,2,0.2,0.3,F_Vz,1500
1,21,3,2.5,0.2,F_Vx,1000
3,23,2,0.5,0.2,F_Vz,3000
1,34,2,1.1,0.2,F_Vz,3000
2,39,3,0.5,0.2,F_Vy,1500
2,25,2,0.7,0.2,F_Vx,1500
2,21,4,0.4,0.2,F_Vx,1500
3,19,2,0.3,0.2,F_Vz,3000
1,46,1,0.5,0.2,F_Vx,1500
1,34,2,1.1,0.2,F_Vy,3000
2,28,1,0.5,0.2,F_Vx,1500
2,27,1,0.5,0.2,F_Vy,1500
2,27,3,0.2,0.2,F_Vy,3000
2,42,3,0.2,0.2,F_Vz,1500
2,22,4,0.5,0.1,F_Vx,3000
2,26,3,0.3,0.1,F_Vx,3000
2,22,1,0.2,0.1,F_Vy,1500
2,51,4,0.2,0.1,F_Vx,1500
2,52,4,0.5,0.1,F_Vy,1500
1,11,2,6.5,0,F_Vx,1000
1,12,2,2.8,0,F_Vz,1000
1,13,2,3.8,0,F_Vx,1000
1,14,2,1.4,0,F_Vz,1000
1,15,3,18,0,F_Vx,1000
1,16,3,1.9,0,F_Vz,1000
1,17,3,7,0,F_Vx,1000
1,18,3,1.2,0,F_Vz,1000
1,19,3,4,0,F_Vz,1000
1,20,3,3.5,0,F_Vx,1000
1,23,3,4.5,0,F_Vx,1000
1,25,3,18,0,Missing,1000
4,0,1,15,0,NF_Ax,3000
4,1,1,80,0,NF_Ay,3000
4,2,1,3,0,NF_Vx,3000
4,3,1,13,0,NF_Vy,3000
4,4,3,28.5,0,NF_Ax,3000
4,5,3,32,0,NF_Ay,3000
4,6,3,13.5,0,NF_Az,3000
4,7,3,6.8,0,NF_Vx,3000
4,8,3,6.5,0,NF_Vy,3000
4,9,3,2.8,0,NF_Vz,3000
4,10,4,11.5,0,NF_Ax,3000
4,11,4,5,0,NF_Az,3000
4,12,4,2.6,0,NF_Vx,3000
4,13,4,1.9,0,NF_Vz,3000
4,14,2,15,0,NF_Ax,3000
4,15,2,22.5,0,NF_Ay,3000
4,16,2,94,0,NF_Az,3000
4,17,2,4.8,0,NF_Vx,3000
4,18,2,7.5,0,NF_Vy,3000
4,19,2,16,0,NF_Vz,3000
4,20,3,0.8,0,F_Vy,3000
4,21,2,2.9,0,F_Vx,3000
4,22,2,1.5,0,F_Vy,3000
4,23,2,1.4,0,F_Vz,3000
4,24,2,5.5,0,F_Vy,3000
4,25,3,4.2,0,F_Vx,3000
4,26,3,4.4,0,F_Vy,3000
4,27,3,2.1,0,F_Vz,3000
4,28,3,1.1,0,F_Vx,3000
4,29,3,1.1,0,F_Vx,3000
4,30,3,1.4,0,F_Vy,3000
4,31,3,0.7,0,F_Vz,3000
4,32,1,0.6,0,F_Vx,3000
4,33,1,11,0,F_Vy,3000
4,34,3,0.7,0,F_Vx,3000
4,35,4,1.1,0,F_Vx,3000
4,36,4,0.3,0,F_Vz,3000
4,37,3,4.5,0,F_Vx,3000
4,38,3,1.4,0,F_Vy,3000
4,39,3,2.4,0,F_Vz,3000
4,40,4,0.6,0,F_Vx,3000
4,41,4,1.1,0,F_Vz,3000
4,42,4,0.5,0,F_Vx,3000
4,43,4,1.9,0,F_Vx,3000
4,44,4,0.3,0,F_Vz,3000
4,45,1,0.9,0,F_Vx,3000
4,46,1,1.1,0,F_Vx,3000
4,47,1,2.5,0,F_Vy,3000
4,48,1,1.1,0,F_Vy,3000
4,49,1,2,0,F_Vy,3000
4,50,1,2.1,0,F_Vx,3000
4,51,1,1.5,0,F_Vy,3000
4,52,2,1.4,0,F_Vx,3000
4,53,2,3.3,0,F_Vy,3000
4,54,2,14,0,F_Vz,3000
4,55,2,1.1,0,F_Vx,3000
4,56,2,0.6,0,F_Vx,3000
4,57,2,2.3,0,F_Vz,3000
4,58,2,2,0,F_Vx,3000
4,59,2,1.1,0,F_Vy,3000
4,60,2,1,0,F_Vz,3000
4,61,2,14,0,Missing,3000
2,16,1,0.6,0,F_Vx,1500
2,17,1,0.8,0,F_Vx,1500
2,18,1,1.6,0,F_Vy,1500
2,19,2,0.6,0,F_Vx,1500
2,21,2,0.6,0,F_Vx,1500
2,22,2,0.7,0,F_Vx,1500
2,23,2,1.4,0,F_Vx,1500
2,25,1,0.2,0,F_Vx,1500
2,26,1,0.8,0,F_Vy,1500
2,27,2,1.8,0,F_Vz,1500
2,31,3,1.1,0,F_Vx,1500
2,32,3,1.2,0,F_Vy,1500
2,33,3,1.4,0,F_Vx,1500
2,35,3,2,0,F_Vy,1500
2,39,4,1.4,0,F_Vz,1500
2,40,2,3.5,0,Missing,1500
2,20,3,2,0,F_Vy,1500
2,21,3,1.1,0,F_Vx,1500
2,22,3,2.8,0,F_Vy,1500
2,23,3,1.1,0,F_Vy,1500
2,24,3,0.5,0,F_Vx,1500
2,25,4,1.4,0,F_Vx,1500
2,26,4,2.5,0,F_Vy,1500
2,27,4,1.2,0,F_Vy,1500
2,28,4,2.5,0,F_Vy,1500
2,29,4,0.5,0,F_Vz,1500
2,30,4,1.2,0,F_Vx,1500
2,31,4,2.5,0,F_Vz,1500
2,32,4,2.5,0,F_Vy,1500
2,33,3,2.8,0,Missing,1500
2,0,1,3.5,0,NF_Ax,1500
2,1,1,0.9,0,NF_Vx,1500
2,2,3,27.5,0,NF_Ax,1500
2,3,3,40,0,NF_Ay,1500
2,4,3,4.5,0,NF_Vx,1500
2,5,3,5,0,NF_Vy,1500
2,6,2,5,0,NF_Ax,1500
2,7,2,9,0,NF_Az,1500
2,8,2,1.1,0,NF_Vx,1500
2,9,2,1.1,0,NF_Vz,1500
2,10,4,12,0,NF_Ax,1500
2,11,4,9,0,NF_Ay,1500
2,12,4,4.5,0,NF_Az,1500
2,13,4,10.5,0,NF_Vx,1500
2,14,4,8.5,0,NF_Vy,1500
2,15,4,6,0,NF_Vz,1500
2,16,2,0.4,0,F_Vx,1500
2,17,2,0.5,0,F_Vz,1500
2,18,4,2.5,0,F_Vx,1500
2,19,4,3,0,F_Vy,1500
2,20,4,4,0,F_Vz,1500
2,21,4,1.4,0,F_Vx,1500
2,22,4,3.5,0,F_Vy,1500
2,23,4,3.5,0,F_Vx,1500
2,24,4,1,0,F_Vx,1500
2,25,2,0.6,0,F_Vz,1500
2,26,2,0.3,0,F_Vx,1500
2,27,2,0.8,0,F_Vz,1500
2,28,3,1.8,0,F_Vx,1500
2,29,3,2.7,0,F_Vy,1500
2,30,3,1.2,0,F_Vy,1500
2,31,3,1.9,0,F_Vy,1500
2,32,3,1.2,0,F_Vx,1500
2,33,3,1.4,0,F_Vy,1500
2,34,3,0.7,0,F_Vy,1500
2,35,3,1.1,0,F_Vx,1500
2,36,1,0.6,0,F_Vx,1500
2,37,4,0.5,0,F_Vx,1500
2,38,4,0.5,0,F_Vy,1500
2,39,4,0.6,0,F_Vz,1500
2,40,4,1,0,F_Vy,1500
2,41,4,0.9,0,F_Vx,1500
2,42,4,1.1,0,F_Vz,1500
2,43,4,1.9,0,F_Vy,1500
2,44,4,1.8,0,F_Vy,1500
2,45,4,4,0,Missing,1500
2,0,2,7.5,0,NF_Ax,3000
2,1,2,8,0,NF_Ay,3000
2,2,2,6.5,0,NF_Az,3000
2,3,2,5,0,NF_Vx,3000
2,4,2,8,0,NF_Vy,3000
2,5,2,9.5,0,NF_Vz,3000
2,6,1,6.5,0,NF_Ax,3000
2,7,1,4.5,0,NF_Ay,3000
2,8,1,5.5,0,NF_Vx,3000
2,9,1,5.2,0,NF_Vy,3000
2,10,1,1.2,0,F_Vx,3000
2,11,1,1.2,0,F_Vx,3000
2,12,1,4.8,0,F_Vx,3000
2,13,1,4,0,F_Vy,3000
2,14,1,0.2,0,F_Vx,3000
2,15,1,0.3,0,F_Vy,3000
2,16,1,2.2,0,F_Vy,3000
2,17,2,1.8,0,F_Vx,3000
2,18,2,0.5,0,F_Vx,3000
2,19,2,0.6,0,F_Vy,3000
2,20,2,0.5,0,F_Vz,3000
2,21,2,1.8,0,F_Vx,3000
2,22,2,4.5,0,F_Vy,3000
2,23,2,4,0,F_Vz,3000
2,24,2,5.5,0,F_Vy,3000
2,25,2,9.5,0,F_Vz,3000
2,26,2,2.8,0,F_Vx,3000
2,27,2,9.5,0,Missing,3000
2,0,2,5,0,NF_Ax,1500
2,1,2,4,0,NF_Az,1500
2,2,2,1.9,0,NF_Vx,1500
2,3,2,0.9,0,NF_Vz,1500
2,4,1,6,0,NF_Ax,1500
2,5,1,1.6,0,NF_Vx,1500
