zip_code;week_ending_date;total_properties_this_week;total_properties_last_week;total_properties_week_change;pct_state_traffic_week_avg;pct_national_traffic_week_avg
05083;2015/07/04 00:00:00.000;1;1;0;0.0846166864;0.0001956747
05089;2015/07/04 00:00:00.000;74;88;-14;0.9307835505;0.0021524212
05091;2015/07/04 00:00:00.000;34;32;2;1.9123371129;0.0044222471
05101;2015/07/04 00:00:00.000;13;16;-3;1.4892536808;0.0034438739
05146;2015/07/04 00:00:00.000;2;3;-1;0.2369267219;0.000547889
05151;2015/07/04 00:00:00.000;3;4;-1;0.1353866983;0.0003130794
05154;2015/07/04 00:00:00.000;1;1;0;0.0507700118;0.0001174048
05155;2015/07/04 00:00:00.000;7;8;-1;0.4569301066;0.0010566431
05158;2015/07/04 00:00:00.000;1;1;0;0.4907767812;0.001134913
05201;2015/07/04 00:00:00.000;39;47;-8;2.0646471484;0.0047744615
05250;2015/07/04 00:00:00.000;88;108;-20;1.2354036216;0.0028568499
05251;2015/07/04 00:00:00.000;28;33;-5;2.0138771366;0.0046570567
05252;2015/07/04 00:00:00.000;1;1;0;0.0169233373;0.0000391349
05255;2015/07/04 00:00:00.000;38;43;-5;0.8800135387;0.0020350164
05257;2015/07/04 00:00:00.000;3;3;0;0.1861567101;0.0004304842
05261;2015/07/04 00:00:00.000;5;4;1;0.6261634794;0.0014479924
05262;2015/07/04 00:00:00.000;7;8;-1;0.7953968523;0.0018393417
05341;2015/07/04 00:00:00.000;2;2;0;0.0507700118;0.0001174048
05342;2015/07/04 00:00:00.000;5;5;0;0.0169233373;0.0000391349
05345;2015/07/04 00:00:00.000;16;16;0;0.4400067693;0.0010175082
05346;2015/07/04 00:00:00.000;26;22;4;0.3215434084;0.0007435637
05352;2015/07/04 00:00:00.000;3;3;0;0.0846166864;0.0001956747
05353;2015/07/04 00:00:00.000;9;10;-1;0.1353866983;0.0003130794
05355;2015/07/04 00:00:00.000;8;10;-2;0.3892367575;0.0009001034
05356;2015/07/04 00:00:00.000;26;32;-6;0.9307835505;0.0021524212
05359;2015/07/04 00:00:00.000;11;12;-1;0.2538500592;0.000587024
05360;2015/07/04 00:00:00.000;10;12;-2;0.3723134202;0.0008609685
05363;2015/07/04 00:00:00.000;25;24;1;1.2354036216;0.0028568499
05403;2015/07/04 00:00:00.000;47;56;-9;3.3846674564;0.007826986
05404;2015/07/04 00:00:00.000;12;15;-3;0.5753934676;0.0013305876
05440;2015/07/04 00:00:00.000;46;50;-4;0.2707733965;0.0006261589
05444;2015/07/04 00:00:00.000;3;5;-2;0.2707733965;0.0006261589
05445;2015/07/04 00:00:00.000;28;39;-11;1.5400236927;0.0035612786
05448;2015/07/04 00:00:00.000;4;5;-1;0.0169233373;0.0000391349
05452;2015/07/04 00:00:00.000;57;63;-6;2.9108140125;0.006731208
05456;2015/07/04 00:00:00.000;6;6;0;0.3215434084;0.0007435637
05457;2015/07/04 00:00:00.000;9;9;0;0.1353866983;0.0003130794
05461;2015/07/04 00:00:00.000;8;12;-4;0.3553900829;0.0008218335
05464;2015/07/04 00:00:00.000;5;5;0;0.3553900829;0.0008218335
05465;2015/07/04 00:00:00.000;6;9;-3;0.7615501777;0.0017610719
05468;2015/07/04 00:00:00.000;35;42;-7;1.1000169233;0.0025437705
05472;2015/07/04 00:00:00.000;6;4;2;0.0846166864;0.0001956747
05473;2015/07/04 00:00:00.000;2;2;0;0.118463361;0.0002739445
05478;2015/07/04 00:00:00.000;43;49;-6;1.6415637164;0.0037960882
05486;2015/07/04 00:00:00.000;11;14;-3;0.4230834321;0.0009783733
05489;2015/07/04 00:00:00.000;11;13;-2;0.3215434084;0.0007435637
05495;2015/07/04 00:00:00.000;108;92;16;1.6077170418;0.0037178184
05641;2015/07/04 00:00:00.000;60;66;-6;2.6231172787;0.0060659142
05647;2015/07/04 00:00:00.000;3;4;-1;0.2030800474;0.0004696192
05649;2015/07/04 00:00:00.000;1;1;0;0.0338466746;0.0000782699
05650;2015/07/04 00:00:00.000;2;2;0;0.0676933491;0.0001565397
05654;2015/07/04 00:00:00.000;2;2;0;0.0169491525;0.0000388935
05655;2015/07/04 00:00:00.000;15;22;-7;0.2200033847;0.0005087541
05660;2015/07/04 00:00:00.000;9;8;1;0.4400067693;0.0010175082
05661;2015/07/04 00:00:00.000;41;51;-10;0.5584701303;0.0012914527
05672;2015/07/04 00:00:00.000;50;58;-8;2.8600440007;0.0066138032
05674;2015/07/04 00:00:00.000;29;41;-12;0.3723134202;0.0008609685
05675;2015/07/04 00:00:00.000;2;2;0;0.1015400237;0.0002348096
05679;2015/07/04 00:00:00.000;5;5;0;0.2876967338;0.0006652938
05680;2015/07/04 00:00:00.000;9;14;-5;0.4400067693;0.0010175082
05730;2015/07/04 00:00:00.000;1;1;0;0.0508474576;0.0001166804
05733;2015/07/04 00:00:00.000;144;156;-12;0.8461668641;0.0019567465
05734;2015/07/04 00:00:00.000;4;4;0;0.0507700118;0.0001174048
05739;2015/07/04 00:00:00.000;7;8;-1;0.1353866983;0.0003130794
05743;2015/07/04 00:00:00.000;38;36;2;0.3892367575;0.0009001034
05748;2015/07/04 00:00:00.000;2;2;0;0.0162786912;0.0000367031
05757;2015/07/04 00:00:00.000;3;4;-1;0.0169233373;0.0000391349
05758;2015/07/04 00:00:00.000;5;4;1;0.2030800474;0.0004696192
05763;2015/07/04 00:00:00.000;20;28;-8;0.4061600948;0.0009392383
05764;2015/07/04 00:00:00.000;7;6;1;0.4738534439;0.001095778
05769;2015/07/04 00:00:00.000;2;2;0;0.2707733965;0.0006261589
05774;2015/07/04 00:00:00.000;9;9;0;0.4061600948;0.0009392383
05775;2015/07/04 00:00:00.000;1;1;0;0.1692333728;0.0003913493
05819;2015/07/04 00:00:00.000;80;98;-18;0.7107801658;0.0016436671
05820;2015/07/04 00:00:00.000;2;2;0;0.0676933491;0.0001565397
05824;2015/07/04 00:00:00.000;1;1;0;0.0338466746;0.0000782699
05829;2015/07/04 00:00:00.000;9;6;3;0.0676933491;0.0001565397
05830;2015/07/04 00:00:00.000;7;7;0;0.1692333728;0.0003913493
05836;2015/07/04 00:00:00.000;1;1;0;0.0169233373;0.0000391349
05837;2015/07/04 00:00:00.000;1;1;0;0.0508474576;0.0001166804
05841;2015/07/04 00:00:00.000;5;5;0;0.1523100355;0.0003522144
05846;2015/07/04 00:00:00.000;5;5;0;0.1692333728;0.0003913493
05847;2015/07/04 00:00:00.000;4;3;1;0.0169233373;0.0000391349
05851;2015/07/04 00:00:00.000;23;24;-1;0.3384667456;0.0007826986
05853;2015/07/04 00:00:00.000;4;4;0;0.2369267219;0.000547889
05859;2015/07/04 00:00:00.000;36;34;2;0.1015400237;0.0002348096
05862;2015/07/04 00:00:00.000;3;4;-1;0.1523100355;0.0003522144
05871;2015/07/04 00:00:00.000;7;7;0;0.0846166864;0.0001956747
05872;2015/07/04 00:00:00.000;5;5;0;0.0676933491;0.0001565397
05875;2015/07/04 00:00:00.000;1;1;0;0.0338466746;0.0000782699
05901;2015/07/04 00:00:00.000;3;2;1;0.0162786912;0.0000367031
05904;2015/07/04 00:00:00.000;1;1;0;0.0169491525;0.0000388935
05905;2015/07/04 00:00:00.000;2;2;0;0.0846166864;0.0001956747
06010;2015/07/04 00:00:00.000;184;174;10;1.1267889031;0.0175324487
06013;2015/07/04 00:00:00.000;48;53;-5;0.354636686;0.0055180252
06016;2015/07/04 00:00:00.000;24;23;1;0.0679091526;0.0010566431
06018;2015/07/04 00:00:00.000;17;10;7;0.0578485374;0.0009001034
06019;2015/07/04 00:00:00.000;152;134;18;0.2339093036;0.0036395485
06021;2015/07/04 00:00:00.000;2;2;0;0.0201212304;0.0003130794
06023;2015/07/04 00:00:00.000;3;2;1;0.025151538;0.0003913493
06024;2015/07/04 00:00:00.000;1;2;-1;0.0176060766;0.0002739445
06026;2015/07/04 00:00:00.000;20;19;1;0.1106667673;0.0017219369
06027;2015/07/04 00:00:00.000;4;4;0;0.0050303076;0.0000782699
06031;2015/07/04 00:00:00.000;6;6;0;0.050303076;0.0007826986
06035;2015/07/04 00:00:00.000;26;21;5;0.1483940743;0.0023089609
06037;2015/07/04 00:00:00.000;44;50;-6;0.5986066048;0.0093141134
06040;2015/07/04 00:00:00.000;106;96;10;0.8727583692;0.0135798208
06042;2015/07/04 00:00:00.000;74;70;4;0.5407580674;0.00841401
06043;2015/07/04 00:00:00.000;25;20;5;0.1307879977;0.0020350164
06052;2015/07/04 00:00:00.000;16;18;-2;0.2112729193;0.0032873341
06053;2015/07/04 00:00:00.000;58;62;-4;0.3948791469;0.006144184
06060;2015/07/04 00:00:00.000;14;12;2;0.050303076;0.0007826986
06063;2015/07/04 00:00:00.000;20;20;0;0.0352121532;0.000547889
06066;2015/07/04 00:00:00.000;109;111;-2;0.633818758;0.0098620024
06067;2015/07/04 00:00:00.000;60;60;0;0.4401519153;0.0068486128
06070;2015/07/04 00:00:00.000;69;80;-11;0.5784853744;0.0090010339
06071;2015/07/04 00:00:00.000;43;41;2;0.2490002264;0.0038743581
06073;2015/07/04 00:00:00.000;27;25;2;0.1685153047;0.0026220403
06074;2015/07/04 00:00:00.000;90;92;-2;0.7620916019;0.0118578838
06078;2015/07/04 00:00:00.000;45;44;1;0.4250609925;0.0066138032
06084;2015/07/04 00:00:00.000;54;57;-3;0.1986971503;0.0030916595
06088;2015/07/04 00:00:00.000;70;74;-4;0.1031213059;0.0016045321
06089;2015/07/04 00:00:00.000;17;16;1;0.0402424608;0.0006261589
06091;2015/07/04 00:00:00.000;1;1;0;0.0075454614;0.0001174048
06092;2015/07/04 00:00:00.000;12;14;-2;0.0880303831;0.0013697226
06095;2015/07/04 00:00:00.000;100;97;3;0.7545461405;0.0117404791
06096;2015/07/04 00:00:00.000;37;33;4;0.2464850726;0.0038352232
06103;2015/07/04 00:00:00.000;6;3;3;0.0477879222;0.0007435637
06106;2015/07/04 00:00:00.000;24;21;3;0.3621821474;0.0056354299
06107;2015/07/04 00:00:00.000;71;70;1;0.975879675;0.0151843529
06110;2015/07/04 00:00:00.000;37;39;-2;0.4728489147;0.0073573669
06111;2015/07/04 00:00:00.000;114;112;2;1.0463039815;0.016280131
06117;2015/07/04 00:00:00.000;76;78;-2;0.6187278352;0.0096271928
06118;2015/07/04 00:00:00.000;79;78;1;0.5105762217;0.0079443908
06234;2015/07/04 00:00:00.000;28;30;-2;0.1232425363;0.0019176116
06235;2015/07/04 00:00:00.000;13;11;2;0.0176060766;0.0002739445
06237;2015/07/04 00:00:00.000;30;28;2;0.291757841;0.0045396519
06241;2015/07/04 00:00:00.000;26;23;3;0.1182122287;0.0018393417
06242;2015/07/04 00:00:00.000;7;6;1;0.0301818456;0.0004696192
06247;2015/07/04 00:00:00.000;9;8;1;0.0352121532;0.000547889
06249;2015/07/04 00:00:00.000;28;25;3;0.2012123041;0.0031307944
06250;2015/07/04 00:00:00.000;28;28;0;0.1760607661;0.0027394451
06256;2015/07/04 00:00:00.000;10;11;-1;0.0352121532;0.000547889
06268;2015/07/04 00:00:00.000;19;21;-2;0.1408486129;0.0021915561
06278;2015/07/04 00:00:00.000;11;11;0;0.0402424608;0.0006261589
06279;2015/07/04 00:00:00.000;18;18;0;0.0704243064;0.001095778
06330;2015/07/04 00:00:00.000;13;12;1;0.0477879222;0.0007435637
06331;2015/07/04 00:00:00.000;16;14;2;0.1358183053;0.0021132862
06334;2015/07/04 00:00:00.000;10;10;0;0.1182122287;0.0018393417
06335;2015/07/04 00:00:00.000;32;31;1;0.1333031515;0.0020741513
06339;2015/07/04 00:00:00.000;35;37;-2;0.1936668427;0.0030133896
06340;2015/07/04 00:00:00.000;74;74;0;0.7067582183;0.0109969154
06351;2015/07/04 00:00:00.000;210;222;-12;0.367212455;0.0057136998
06353;2015/07/04 00:00:00.000;1;1;0;0.0100606152;0.0001565397
06355;2015/07/04 00:00:00.000;54;49;5;0.5382429136;0.0083748751
06357;2015/07/04 00:00:00.000;52;45;7;0.2867275334;0.004461382
06370;2015/07/04 00:00:00.000;25;29;-4;0.1282728439;0.0019958814
06371;2015/07/04 00:00:00.000;258;242;16;0.6287884504;0.0097837325
06374;2015/07/04 00:00:00.000;32;31;1;0.1282728439;0.0019958814
06375;2015/07/04 00:00:00.000;23;19;4;0.1483940743;0.0023089609
06379;2015/07/04 00:00:00.000;22;19;3;0.1685153047;0.0026220403
06380;2015/07/04 00:00:00.000;3;3;0;0.0075454614;0.0001174048
06385;2015/07/04 00:00:00.000;86;87;-1;0.5306974521;0.0082574703
06401;2015/07/04 00:00:00.000;39;39;0;0.3747579164;0.0058311046
06405;2015/07/04 00:00:00.000;132;127;5;1.229910209;0.0191369809
06410;2015/07/04 00:00:00.000;105;100;5;0.9431826756;0.0146755988
06415;2015/07/04 00:00:00.000;66;81;-15;0.4175155311;0.0064963984
06416;2015/07/04 00:00:00.000;56;54;2;0.4451822229;0.0069268826
06419;2015/07/04 00:00:00.000;31;35;-4;0.1433637667;0.002230691
06420;2015/07/04 00:00:00.000;15;15;0;0.1634849971;0.0025437705
06423;2015/07/04 00:00:00.000;38;36;2;0.2137880731;0.0033264691
06424;2015/07/04 00:00:00.000;73;80;-7;0.3873336855;0.0060267793
06441;2015/07/04 00:00:00.000;24;22;2;0.1307879977;0.0020350164
06447;2015/07/04 00:00:00.000;28;30;-2;0.1634849971;0.0025437705
06455;2015/07/04 00:00:00.000;14;13;1;0.1031213059;0.0016045321
06460;2015/07/04 00:00:00.000;164;179;-15;1.4789104354;0.023011339
06461;2015/07/04 00:00:00.000;65;65;0;0.316909379;0.0049310012
06468;2015/07/04 00:00:00.000;75;78;-3;0.6665157574;0.0103707565
06469;2015/07/04 00:00:00.000;20;13;7;0.0402424608;0.0006261589
06472;2015/07/04 00:00:00.000;16;15;1;0.1182122287;0.0018393417
06473;2015/07/04 00:00:00.000;87;85;2;0.6765763726;0.0105272962
06477;2015/07/04 00:00:00.000;59;55;4;0.3571518398;0.0055571601
06478;2015/07/04 00:00:00.000;87;79;8;0.2640911492;0.0041091677
06482;2015/07/04 00:00:00.000;55;52;3;0.2163032269;0.003365604
06483;2015/07/04 00:00:00.000;82;80;2;0.3395457632;0.0052832156
06489;2015/07/04 00:00:00.000;93;93;0;0.9985160593;0.0155365673
06510;2015/07/04 00:00:00.000;4;3;1;0.0452727684;0.0007044287
06511;2015/07/04 00:00:00.000;33;26;7;0.7143036797;0.0111143202
06513;2015/07/04 00:00:00.000;258;246;12;0.6111823738;0.009509788
06514;2015/07/04 00:00:00.000;81;78;3;0.3848185317;0.0059876443
06519;2015/07/04 00:00:00.000;5;5;0;0.1131819211;0.0017610719
06606;2015/07/04 00:00:00.000;81;77;4;0.6438793732;0.0100185421
06607;2015/07/04 00:00:00.000;6;6;0;0.0603636912;0.0009392383
06610;2015/07/04 00:00:00.000;30;23;7;0.3823033779;0.0059485094
06611;2015/07/04 00:00:00.000;119;110;9;1.0815161347;0.01682802
06704;2015/07/04 00:00:00.000;54;49;5;0.570939913;0.0088836292
06705;2015/07/04 00:00:00.000;90;85;5;0.3772730702;0.0058702395
06706;2015/07/04 00:00:00.000;19;20;-1;0.2439699188;0.0037960882
06708;2015/07/04 00:00:00.000;96;105;-9;0.7470006791;0.0116230743
06710;2015/07/04 00:00:00.000;14;14;0;0.2163032269;0.003365604
06751;2015/07/04 00:00:00.000;20;19;1;0.1282728439;0.0019958814
06752;2015/07/04 00:00:00.000;28;26;2;0.1131819211;0.0017610719
06754;2015/07/04 00:00:00.000;70;70;0;0.0955758445;0.0014871273
06757;2015/07/04 00:00:00.000;25;21;4;0.2037274579;0.0031699293
06763;2015/07/04 00:00:00.000;22;18;4;0.1333031515;0.0020741513
06770;2015/07/04 00:00:00.000;119;114;5;0.9909705979;0.0154191625
06778;2015/07/04 00:00:00.000;9;9;0;0.025151538;0.0003913493
06779;2015/07/04 00:00:00.000;16;16;0;0.0830000755;0.0012914527
06783;2015/07/04 00:00:00.000;38;43;-5;0.1609698433;0.0025046355
06784;2015/07/04 00:00:00.000;37;28;9;0.1735456123;0.0027003102
06790;2015/07/04 00:00:00.000;191;194;-3;1.0865464423;0.0169062898
06791;2015/07/04 00:00:00.000;25;27;-2;0.2364244574;0.0036786834
06794;2015/07/04 00:00:00.000;13;10;3;0.0804849217;0.0012523178
06795;2015/07/04 00:00:00.000;52;48;4;0.2766669182;0.0043048423
06804;2015/07/04 00:00:00.000;72;68;4;0.6061520662;0.0094315182
06807;2015/07/04 00:00:00.000;25;22;3;0.3370306094;0.0052440806
06825;2015/07/04 00:00:00.000;60;64;-4;0.6841218341;0.010644701
06831;2015/07/04 00:00:00.000;90;97;-7;1.7404864307;0.0270813717
06840;2015/07/04 00:00:00.000;118;113;5;1.2500314394;0.0194500603
06850;2015/07/04 00:00:00.000;48;43;5;0.5659096054;0.0088053593
06851;2015/07/04 00:00:00.000;62;67;-5;0.7067582183;0.0109969154
06853;2015/07/04 00:00:00.000;33;33;0;0.2741517644;0.0042657074
06854;2015/07/04 00:00:00.000;51;45;6;0.7419703715;0.0115448044
06855;2015/07/04 00:00:00.000;18;16;2;0.1785759199;0.00277858
06870;2015/07/04 00:00:00.000;31;35;-4;0.4376367615;0.0068094779
06878;2015/07/04 00:00:00.000;28;33;-5;0.3496063784;0.0054397553
06883;2015/07/04 00:00:00.000;54;55;-1;0.3345154556;0.0052049457
06896;2015/07/04 00:00:00.000;63;90;-27;0.2842123796;0.0044222471
06897;2015/07/04 00:00:00.000;87;74;13;0.7243642949;0.0112708599
06902;2015/07/04 00:00:00.000;135;136;-1;1.8662441208;0.0290381182
06903;2015/07/04 00:00:00.000;84;73;11;0.8249704469;0.0128362571
06905;2015/07/04 00:00:00.000;55;58;-3;0.5407580674;0.00841401
06907;2015/07/04 00:00:00.000;28;32;-4;0.241454765;0.0037569533
07001;2015/07/04 00:00:00.000;24;26;-2;0.0604476683;0.0026611753
07002;2015/07/04 00:00:00.000;89;88;1;0.7182605295;0.0316210236
07003;2015/07/04 00:00:00.000;90;86;4;0.6195886003;0.0272770463
07004;2015/07/04 00:00:00.000;17;17;0;0.0924493751;0.0040700327
07005;2015/07/04 00:00:00.000;48;55;-7;0.1822319413;0.0080226607
07006;2015/07/04 00:00:00.000;348;362;-14;0.3137945135;0.0138146304
07008;2015/07/04 00:00:00.000;25;32;-7;0.1057834196;0.0046570567
07009;2015/07/04 00:00:00.000;26;27;-1;0.1297846996;0.0057136998
07010;2015/07/04 00:00:00.000;83;75;8;0.2906821697;0.0127971222
07011;2015/07/04 00:00:00.000;53;55;-2;0.342240475;0.0150669481
07012;2015/07/04 00:00:00.000;29;29;0;0.163564279;0.0072008272
07013;2015/07/04 00:00:00.000;74;83;-9;0.4275783597;0.0188239014
07014;2015/07/04 00:00:00.000;14;12;2;0.0942272477;0.0041483026
07017;2015/07/04 00:00:00.000;53;49;4;0.3040162142;0.0133841461
07018;2015/07/04 00:00:00.000;39;37;2;0.1653421516;0.007279097
07022;2015/07/04 00:00:00.000;25;24;1;0.0791153306;0.0034830088
07023;2015/07/04 00:00:00.000;18;20;-2;0.1235621455;0.0054397553
07024;2015/07/04 00:00:00.000;135;145;-10;0.6853698864;0.0301730312
07026;2015/07/04 00:00:00.000;49;50;-1;0.2755702526;0.0121318284
07027;2015/07/04 00:00:00.000;9;7;2;0.0622255409;0.0027394451
07028;2015/07/04 00:00:00.000;20;21;-1;0.1804540687;0.0079443908
07029;2015/07/04 00:00:00.000;32;30;2;0.0960051203;0.0042265725
07030;2015/07/04 00:00:00.000;152;173;-21;2.0276636976;0.0892667758
07031;2015/07/04 00:00:00.000;27;27;0;0.2008996035;0.0088444942
07032;2015/07/04 00:00:00.000;30;36;-6;0.1928991768;0.0084922799
07035;2015/07/04 00:00:00.000;48;45;3;0.0835600121;0.0036786834
07036;2015/07/04 00:00:00.000;89;93;-4;0.3475740928;0.0153017577
07039;2015/07/04 00:00:00.000;90;86;4;0.5084715629;0.0223851801
07040;2015/07/04 00:00:00.000;49;58;-9;0.5529183779;0.0243419266
07043;2015/07/04 00:00:00.000;30;29;1;0.3369068573;0.0148321385
07044;2015/07/04 00:00:00.000;45;44;1;0.2729034437;0.0120144236
07050;2015/07/04 00:00:00.000;36;38;-2;0.095116184;0.0041874375
07055;2015/07/04 00:00:00.000;42;39;3;0.1164506551;0.0051266759
07057;2015/07/04 00:00:00.000;19;17;2;0.0657812861;0.0028959848
07062;2015/07/04 00:00:00.000;68;116;-48;0.1075612922;0.0047353266
07065;2015/07/04 00:00:00.000;73;71;2;0.1875655591;0.0082574703
07066;2015/07/04 00:00:00.000;33;30;3;0.1760093872;0.0077487162
07069;2015/07/04 00:00:00.000;31;30;1;0.0888936299;0.003913493
07070;2015/07/04 00:00:00.000;49;45;4;0.2746813163;0.0120926934
07074;2015/07/04 00:00:00.000;7;5;2;0.0142229808;0.0006261589
07075;2015/07/04 00:00:00.000;31;28;3;0.1777872598;0.007826986
07077;2015/07/04 00:00:00.000;7;8;-1;0.0204455349;0.0009001034
07078;2015/07/04 00:00:00.000;76;79;-3;0.300460469;0.0132276064
07082;2015/07/04 00:00:00.000;18;16;2;0.0568919231;0.0025046355
07083;2015/07/04 00:00:00.000;128;141;-13;0.850712038;0.0374521282
07088;2015/07/04 00:00:00.000;6;6;0;0.0080004267;0.0003522144
07090;2015/07/04 00:00:00.000;69;76;-7;0.5520294416;0.0243027917
07093;2015/07/04 00:00:00.000;312;332;-20;0.5858090209;0.025789919
07094;2015/07/04 00:00:00.000;89;89;0;0.2631251445;0.0115839393
07102;2015/07/04 00:00:00.000;2;2;0;0.0497804327;0.0021915561
07106;2015/07/04 00:00:00.000;32;32;0;0.172453642;0.0075921765
07107;2015/07/04 00:00:00.000;31;31;0;0.1475634256;0.0064963984
07110;2015/07/04 00:00:00.000;71;75;-4;0.3893540989;0.0171410994
07111;2015/07/04 00:00:00.000;47;44;3;0.2115668391;0.0093141134
07114;2015/07/04 00:00:00.000;7;8;-1;0.0284459616;0.0012523178
07202;2015/07/04 00:00:00.000;15;21;-6;0.1600085338;0.0070442874
07203;2015/07/04 00:00:00.000;48;49;-1;0.2631251445;0.0115839393
07204;2015/07/04 00:00:00.000;24;25;-1;0.1440076804;0.0063398587
07205;2015/07/04 00:00:00.000;30;30;0;0.1937881131;0.0085314148
07305;2015/07/04 00:00:00.000;79;76;3;0.7431507458;0.0327168016
07306;2015/07/04 00:00:00.000;38;38;0;0.6249222181;0.0275118559
07310;2015/07/04 00:00:00.000;10;10;0;0.1422298078;0.0062615888
07410;2015/07/04 00:00:00.000;86;93;-7;0.360019201;0.0158496467
07416;2015/07/04 00:00:00.000;19;22;-3;0.0542251142;0.0023872307
07418;2015/07/04 00:00:00.000;9;6;3;0.0160008534;0.0007044287
07419;2015/07/04 00:00:00.000;58;59;-1;0.1004498018;0.0044222471
07423;2015/07/04 00:00:00.000;11;16;-5;0.0435578786;0.0019176116
07424;2015/07/04 00:00:00.000;218;258;-40;0.2577915267;0.0113491298
07435;2015/07/04 00:00:00.000;17;17;0;0.026668089;0.0011740479
07436;2015/07/04 00:00:00.000;45;49;-4;0.1520081071;0.0066920731
07439;2015/07/04 00:00:00.000;9;7;2;0.0124451082;0.000547889
07440;2015/07/04 00:00:00.000;15;18;-3;0.0853378847;0.0037569533
07444;2015/07/04 00:00:00.000;29;26;3;0.1066723559;0.0046961916
07446;2015/07/04 00:00:00.000;61;61;0;0.2746813163;0.0120926934
07456;2015/07/04 00:00:00.000;45;43;2;0.1680089605;0.0073965018
07457;2015/07/04 00:00:00.000;20;17;3;0.0311127705;0.0013697226
07462;2015/07/04 00:00:00.000;47;46;1;0.1377851263;0.0060659142
07463;2015/07/04 00:00:00.000;40;37;3;0.0986719292;0.0043439773
07501;2015/07/04 00:00:00.000;31;28;3;0.1422298078;0.0062615888
07502;2015/07/04 00:00:00.000;23;27;-4;0.0648923498;0.0028568499
07506;2015/07/04 00:00:00.000;44;46;-2;0.1440076804;0.0063398587
07512;2015/07/04 00:00:00.000;38;34;4;0.1360072537;0.0059876443
07601;2015/07/04 00:00:00.000;91;83;8;0.3946877167;0.017375909
07605;2015/07/04 00:00:00.000;18;23;-5;0.1324515085;0.0058311046
07606;2015/07/04 00:00:00.000;5;6;-1;0.0133340445;0.000587024
07620;2015/07/04 00:00:00.000;12;17;-5;0.2755702526;0.0121318284
07621;2015/07/04 00:00:00.000;63;65;-2;0.3235728128;0.0142451146
07626;2015/07/04 00:00:00.000;33;37;-4;0.1475634256;0.0064963984
07627;2015/07/04 00:00:00.000;19;24;-5;0.068448095;0.0030133896
07631;2015/07/04 00:00:00.000;73;74;-1;0.2729034437;0.0120144236
07632;2015/07/04 00:00:00.000;32;30;2;0.0702259676;0.0030916595
07641;2015/07/04 00:00:00.000;17;18;-1;0.050669369;0.002230691
07642;2015/07/04 00:00:00.000;32;34;-2;0.1324515085;0.0058311046
07646;2015/07/04 00:00:00.000;32;30;2;0.1466744893;0.0064572635
07647;2015/07/04 00:00:00.000;21;22;-1;0.0524472416;0.0023089609
07652;2015/07/04 00:00:00.000;59;60;-1;0.3244617491;0.0142842495
07657;2015/07/04 00:00:00.000;21;25;-4;0.0791153306;0.0034830088
07660;2015/07/04 00:00:00.000;19;17;2;0.1235621455;0.0054397553
07666;2015/07/04 00:00:00.000;99;107;-8;0.5004711362;0.0220329657
07670;2015/07/04 00:00:00.000;79;83;-4;0.336017921;0.0147930036
07677;2015/07/04 00:00:00.000;35;29;6;0.0586697957;0.0025829054
07704;2015/07/04 00:00:00.000;24;27;-3;0.1102281011;0.0048527313
07712;2015/07/04 00:00:00.000;822;780;42;0.4578021939;0.0201544891
07718;2015/07/04 00:00:00.000;12;10;2;0.0346685157;0.0015262623
07719;2015/07/04 00:00:00.000;362;342;20;0.3449072839;0.0151843529
07723;2015/07/04 00:00:00.000;5;7;-2;0.0408910697;0.0018002068
07724;2015/07/04 00:00:00.000;250;226;24;0.2302345014;0.0101359469
07727;2015/07/04 00:00:00.000;68;62;6;0.0800042669;0.0035221437
07728;2015/07/04 00:00:00.000;170;164;6;0.6302558359;0.0277466655
07732;2015/07/04 00:00:00.000;30;27;3;0.095116184;0.0041874375
07733;2015/07/04 00:00:00.000;70;59;11;0.3724643092;0.0163975358
07738;2015/07/04 00:00:00.000;15;11;4;0.0826710758;0.0036395485
07739;2015/07/04 00:00:00.000;36;36;0;0.2044553487;0.0090010339
07746;2015/07/04 00:00:00.000;49;56;-7;0.27379238;0.0120535585
07747;2015/07/04 00:00:00.000;91;80;11;0.5209166711;0.0229330691
07750;2015/07/04 00:00:00.000;32;31;1;0.1351183174;0.0059485094
07751;2015/07/04 00:00:00.000;53;57;-4;0.2266787562;0.0099794072
07755;2015/07/04 00:00:00.000;18;21;-3;0.0320017068;0.0014088575
07756;2015/07/04 00:00:00.000;15;18;-3;0.1217842729;0.0053614854
07762;2015/07/04 00:00:00.000;54;53;1;0.2969047238;0.0130710667
07801;2015/07/04 00:00:00.000;24;24;0;0.1208953366;0.0053223505
07821;2015/07/04 00:00:00.000;84;69;15;0.1146727825;0.005048406
07826;2015/07/04 00:00:00.000;67;63;4;0.0640034135;0.002817715
07827;2015/07/04 00:00:00.000;32;26;6;0.0675591587;0.0029742547
07830;2015/07/04 00:00:00.000;102;84;18;0.1733425783;0.0076313114
07834;2015/07/04 00:00:00.000;57;62;-5;0.3377957936;0.0148712735
07836;2015/07/04 00:00:00.000;25;25;0;0.1120059737;0.0049310012
07840;2015/07/04 00:00:00.000;92;87;5;0.2924600423;0.012875392
07848;2015/07/04 00:00:00.000;17;16;1;0.0364463883;0.0016045321
07849;2015/07/04 00:00:00.000;43;48;-5;0.2222340747;0.0097837325
07852;2015/07/04 00:00:00.000;9;10;-1;0.0222234075;0.0009783733
