Keyword,Mentions,Mention Date,Zipcode,State,IP Address,,,
date,272,6/5/13,89706,Nevada,90.227.204.3,,,
marie,1560,6/5/13,95150,California,229.32.215.224,,,
yall,1592,6/5/13,8650,New Jersey,132.169.66.151,,,
happy,1840,6/6/13,77293,Texas,108.169.93.173,,,
holiday,1448,6/6/13,92612,California,173.52.61.24,,,
kiss,344,6/6/13,32236,Florida,228.121.89.110,,,
store,784,6/6/13,32819,Florida,127.204.216.130,,,
kisses,328,6/7/13,77705,Texas,192.190.216.75,,,
favorite,1816,6/8/13,75710,Texas,183.203.184.100,,,
youre,1736,6/8/13,50347,Iowa,201.234.186.93,,,
enjoy,704,6/9/13,10110,New York,69.75.156.101,,,
juice,1000,6/9/13,93591,California,204.23.121.29,,,
custom,1616,6/10/13,46852,Indiana,195.154.1.72,,,
guys,1464,6/10/13,20051,District of Columbia,247.234.233.139,,,
roses,784,6/10/13,92115,California,107.173.239.18,,,
town,1744,6/10/13,89135,Nevada,163.1.62.88,,,
milk,1488,6/11/13,59623,Montana,223.188.242.142,,,
hungry,256,6/12/13,77095,Texas,27.15.11.66,,,
years,1952,6/12/13,92145,California,123.131.141.193,,,
face,1080,6/13/13,16107,Pennsylvania,1.79.58.158,,,
friends,568,6/13/13,27690,North Carolina,43.189.22.180,,,
funny,1600,6/13/13,15274,Pennsylvania,52.210.201.115,,,
personalized,944,6/13/13,73129,Oklahoma,79.137.192.221,,,
hold,1840,6/14/13,76162,Texas,244.126.152.26,,,
homemade,800,6/14/13,45408,Ohio,148.59.118.109,,,
marie,1896,6/14/13,94522,California,215.172.240.108,,,
relaxing,560,6/14/13,79764,Texas,178.76.102.244,,,
thought,1496,6/15/13,70826,Louisiana,82.42.87.110,,,
future,992,6/17/13,36670,Alabama,20.23.251.190,,,
juice,928,6/17/13,76210,Texas,254.52.20.68,,,
laugh,1528,6/17/13,31422,Georgia,222.121.197.127,,,
machine,1080,6/17/13,94042,California,165.153.121.213,,,
play,1216,6/17/13,78205,Texas,108.132.3.167,,,
face,1640,6/18/13,95133,California,154.235.90.77,,,
happy,1520,6/18/13,75265,Texas,78.2.156.198,,,
idea,1456,6/18/13,10705,New York,68.147.186.195,,,
kiss1016,792,6/18/13,70883,Louisiana,154.129.170.55,,,
peanut,728,6/18/13,79105,Texas,228.172.53.143,,,
writing,1600,6/18/13,55458,Minnesota,134.176.198.228,,,
gifts,536,6/19/13,47937,Indiana,119.165.241.231,,,
marie,1120,6/19/13,75310,Texas,162.190.243.161,,,
enjoy,1440,6/20/13,98417,Washington,16.176.197.96,,,
feeling,1488,6/20/13,76544,Texas,64.92.170.203,,,
folds,1520,6/20/13,33758,Florida,163.62.65.3,,,
knew,584,6/20/13,95205,California,180.121.125.93,,,
situation,1488,6/20/13,46614,Indiana,213.67.152.195,,,
worried,1936,6/20/13,20022,District of Columbia,33.40.198.188,,,
idea,1920,6/21/13,79705,Texas,8.66.42.199,,,
crush,1712,6/22/13,32595,Florida,226.234.171.22,,,
good,1576,6/22/13,23324,Virginia,245.183.47.242,,,
peanut,752,6/22/13,36670,Alabama,87.104.231.135,,,
situation,1856,6/22/13,75379,Texas,132.20.39.50,,,
modules,960,6/23/13,77025,Texas,209.212.120.254,,,
paper,544,6/23/13,70820,Louisiana,194.196.58.93,,,
worldaposs,1936,6/23/13,30066,Georgia,176.149.200.38,,,
presents,1960,6/24/13,92862,California,197.177.91.227,,,
read,1616,6/24/13,25313,West Virginia,8.151.32.50,,,
sweet,1376,6/24/13,75387,Texas,29.30.37.48,,,
videos,976,6/24/13,33320,Florida,100.6.210.131,,,
conservative,1304,6/25/13,78210,Texas,35.141.61.132,,,
coupon,1360,6/25/13,64109,Missouri,77.226.180.69,,,
relaxing,912,6/25/13,30392,Georgia,40.196.80.206,,,
delicious,1824,6/26/13,33620,Florida,168.70.17.247,,,
hugs,1720,6/26/13,96154,California,209.135.134.101,,,
date,1480,6/27/13,99709,Alaska,252.69.14.42,,,
face,1136,6/27/13,78703,Texas,255.66.238.230,,,
forget,1192,6/27/13,20205,District of Columbia,147.45.100.142,,,
prank,1888,6/27/13,32236,Florida,46.65.124.210,,,
project,880,6/27/13,64153,Missouri,216.183.217.159,,,
years,1920,6/28/13,48901,Michigan,29.167.43.22,,,
challenge,1632,6/29/13,48275,Michigan,118.177.57.71,,,
life,1096,6/29/13,29605,South Carolina,178.168.86.235,,,
biggest,1616,6/30/13,80255,Colorado,169.188.45.34,,,
balloons,328,7/1/13,66210,Kansas,75.103.244.68,,,
time,552,7/1/13,85005,Arizona,153.3.27.173,,,
tutorial,1080,7/1/13,15235,Pennsylvania,55.54.125.15,,,
comments,1064,7/2/13,1610,Massachusetts,108.50.137.20,,,
enjoy,1912,7/2/13,32255,Florida,15.104.152.255,,,
life,720,7/2/13,12232,New York,43.239.29.161,,,
literally,1728,7/2/13,99599,Alaska,52.151.194.16,,,
saved,1928,7/2/13,34210,Florida,54.115.151.14,,,
share,1536,7/2/13,91103,California,23.192.79.98,,,
dont,256,7/3/13,75236,Texas,69.20.64.98,,,
horny,1000,7/3/13,14604,New York,159.7.206.73,,,
fine,408,7/4/13,34102,Florida,170.207.109.74,,,
snores,1816,7/4/13,2109,Massachusetts,92.163.160.133,,,
anniversary,1632,7/5/13,20205,District of Columbia,106.158.47.73,,,
layer,1872,7/5/13,76096,Texas,212.109.221.97,,,
small,1752,7/5/13,80945,Colorado,254.46.23.152,,,
friends,1128,7/6/13,6721,Connecticut,95.88.125.243,,,
horny,872,7/7/13,47937,Indiana,96.61.67.106,,,
kiss1016,1392,7/7/13,33994,Florida,118.135.190.62,,,
list,1136,7/7/13,43226,Ohio,240.46.81.204,,,
pictures,1040,7/7/13,75507,Texas,238.248.21.91,,,
words,1976,7/7/13,21203,Maryland,7.238.160.138,,,
writing,840,7/7/13,35220,Alabama,147.46.135.111,,,
austin,1944,7/8/13,46699,Indiana,38.35.217.136,,,
comments,1440,7/8/13,78278,Texas,89.102.117.253,,,
eatinglicking,1328,7/8/13,35487,Alabama,34.180.186.99,,,
giant,1864,7/8/13,33625,Florida,55.76.188.17,,,
presents,1576,7/8/13,58207,North Dakota,209.10.73.20,,,
quotes,520,7/8/13,45432,Ohio,135.221.146.169,,,
writing,1456,7/8/13,19109,Pennsylvania,225.56.60.111,,,
soda,456,7/10/13,75231,Texas,156.28.221.169,,,
homemade,1120,7/11/13,92812,California,227.237.132.236,,,
making,1424,7/12/13,38161,Tennessee,88.35.28.102,,,
unwrapping,920,7/12/13,95405,California,113.134.82.127,,,
church,1584,7/13/13,40280,Kentucky,131.210.174.208,,,
easy,1720,7/13/13,38161,Tennessee,42.223.163.121,,,
snores,1760,7/14/13,20010,District of Columbia,20.86.247.28,,,
tutorial,512,7/14/13,79176,Texas,185.82.111.155,,,
cake,1384,7/15/13,60674,Illinois,234.216.26.102,,,
feeling,928,7/15/13,28220,North Carolina,211.119.71.185,,,
hungry,1328,7/15/13,63126,Missouri,166.34.16.143,,,
mommy,1776,7/15/13,1114,Massachusetts,36.248.191.73,,,
series,824,7/15/13,98907,Washington,100.183.143.167,,,
beginning,1112,7/16/13,33633,Florida,143.187.183.102,,,
carton,1112,7/16/13,43656,Ohio,108.200.186.178,,,
diamond,1264,7/16/13,27635,North Carolina,191.213.235.17,,,
mommy,1720,7/16/13,6905,Connecticut,227.224.46.214,,,
falling,1456,7/17/13,53277,Wisconsin,158.225.0.19,,,
kissing,1656,7/17/13,33710,Florida,33.92.17.196,,,
tiny,1736,7/17/13,92176,California,139.188.185.222,,,
carton,1336,7/18/13,80223,Colorado,238.99.231.120,,,
presents,640,7/18/13,7544,New Jersey,199.82.245.221,,,
time,1064,7/18/13,30340,Georgia,29.63.157.90,,,
dont,504,7/19/13,77060,Texas,20.12.71.50,,,
favorite,824,7/19/13,64082,Missouri,28.46.132.216,,,
studios,520,7/19/13,28815,North Carolina,150.171.101.112,,,
anniversary,1680,7/20/13,70033,Louisiana,38.180.15.19,,,
commercial,1936,7/20/13,28220,North Carolina,24.155.115.44,,,
quotes,1928,7/20/13,70805,Louisiana,32.149.169.206,,,
daddy,1960,7/21/13,35263,Alabama,211.189.50.100,,,
funny,1088,7/21/13,16550,Pennsylvania,12.96.89.26,,,
instructions,1064,7/21/13,44505,Ohio,63.182.124.58,,,
sweet,456,7/21/13,25705,West Virginia,230.56.125.234,,,
tutorial,264,7/21/13,1813,Massachusetts,132.214.165.147,,,
writing,1744,7/21/13,78726,Texas,134.42.88.107,,,
tiny,440,7/22/13,44130,Ohio,60.80.185.88,,,
pictures,672,7/23/13,32813,Florida,150.59.43.55,,,
situation,1520,7/23/13,99709,Alaska,110.106.122.212,,,
largest,680,7/24/13,81015,Colorado,99.170.8.238,,,
paper,728,7/24/13,33028,Florida,19.141.239.204,,,
ideas,936,7/25/13,20220,District of Columbia,225.5.178.120,,,
quotes,1072,7/25/13,47805,Indiana,145.152.166.33,,,
austin,1656,7/26/13,34474,Florida,135.43.155.190,,,
delicious,1152,7/26/13,47805,Indiana,34.29.20.192,,,
kisses,1912,7/26/13,43220,Ohio,84.94.84.124,,,
literally,1664,7/26/13,76105,Texas,246.193.241.51,,,
series,880,7/26/13,75260,Texas,104.185.212.64,,,
work,1544,7/26/13,94142,California,88.254.31.156,,,
humorous,272,7/27/13,53790,Wisconsin,194.84.2.84,,,
years,1984,7/27/13,28256,North Carolina,254.238.138.19,,,
hungry,1904,7/28/13,16510,Pennsylvania,215.133.72.66,,,
studios,952,7/28/13,10079,New York,12.138.166.175,,,
video,1888,7/28/13,50393,Iowa,210.116.163.211,,,
redstate,344,7/29/13,12262,New York,105.55.118.185,,,
soda,792,7/29/13,45432,Ohio,77.209.212.161,,,
tiny,1680,7/29/13,89510,Nevada,230.149.3.42,,,
church,1568,7/30/13,34620,Florida,50.44.219.6,,,
cookie,696,7/30/13,19725,Delaware,2.59.49.168,,,
file,1360,7/30/13,20299,District of Columbia,188.68.120.230,,,
finished,1392,7/30/13,29215,South Carolina,100.173.237.238,,,
writing,664,7/30/13,32309,Florida,137.76.126.219,,,
bored,1080,7/31/13,76016,Texas,13.209.208.223,,,
hope,712,7/31/13,75221,Texas,19.61.5.6,,,
national,1432,7/31/13,33647,Florida,101.119.229.217,,,
tower,1568,7/31/13,22205,Virginia,143.223.158.61,,,
situation,1016,8/1/13,32236,Florida,77.214.147.114,,,
challenge,288,8/2/13,40280,Kentucky,177.134.247.109,,,
daddy,400,8/2/13,79176,Texas,56.47.26.165,,,
modules,1600,8/2/13,74133,Oklahoma,92.178.62.141,,,
picture,264,8/2/13,97211,Oregon,243.196.189.78,,,
tree,1024,8/2/13,68124,Nebraska,154.99.219.219,,,
play,1216,8/3/13,20016,District of Columbia,96.69.197.103,,,
healthy,384,8/4/13,40576,Kentucky,68.254.88.160,,,
obamnesty,536,8/5/13,95818,California,7.225.55.101,,,
watch,648,8/5/13,98424,Washington,13.189.139.10,,,
asleep,312,8/6/13,95894,California,32.212.122.227,,,
friends,912,8/6/13,12262,New York,138.58.14.132,,,
giant,1888,8/6/13,95064,California,174.157.57.50,,,
horowitz,1168,8/6/13,70129,Louisiana,3.22.252.221,,,
hugs,1544,8/6/13,20525,District of Columbia,200.240.114.148,,,
laugh,1584,8/6/13,98424,Washington,206.38.194.159,,,
quotes,1904,8/6/13,77386,Texas,72.25.211.186,,,
snores,608,8/6/13,77025,Texas,114.62.83.86,,,
town,1552,8/6/13,43226,Ohio,133.124.254.102,,,
face,1512,8/7/13,28314,North Carolina,222.50.235.145,,,
guys,456,8/7/13,44305,Ohio,82.183.165.4,,,
feeling,200,8/8/13,20508,District of Columbia,80.25.35.152,,,
idea,1248,8/8/13,89160,Nevada,145.235.140.187,,,
life,336,8/8/13,20883,Maryland,204.208.188.199,,,
national,576,8/8/13,90189,California,239.199.123.224,,,
sick,1040,8/8/13,97201,Oregon,20.234.3.57,,,
stressed,1360,8/8/13,36125,Alabama,135.133.6.142,,,
encouragement,640,8/9/13,18514,Pennsylvania,226.203.64.178,,,
hugs,1296,8/9/13,20414,District of Columbia,133.187.67.90,,,
ideas,1744,8/9/13,80015,Colorado,23.226.85.40,,,
juice,1432,8/9/13,30092,Georgia,43.95.124.123,,,
making,896,8/9/13,18763,Pennsylvania,152.41.142.154,,,
osmond,656,8/9/13,34205,Florida,121.120.78.189,,,
sweet,1768,8/9/13,79911,Texas,28.97.144.158,,,
kiss,240,8/10/13,99507,Alaska,112.111.110.40,,,
knew,1128,8/10/13,84189,Utah,232.60.145.133,,,
literally,1808,8/10/13,10131,New York,60.236.196.182,,,
prank,944,8/10/13,36670,Alabama,9.111.70.44,,,
stories,1720,8/10/13,45249,Ohio,242.125.234.98,,,
draw,416,8/11/13,20503,District of Columbia,110.34.45.80,,,
folds,424,8/11/13,33487,Florida,41.125.3.77,,,
future,1240,8/11/13,2405,Massachusetts,192.158.76.0,,,
prank,584,8/11/13,37665,Tennessee,46.174.172.171,,,
project,1888,8/11/13,70160,Louisiana,63.91.164.255,,,
establishment,832,8/12/13,78769,Texas,122.35.180.169,,,
kisses,1952,8/12/13,77070,Texas,111.245.145.196,,,
open,1496,8/12/13,48550,Michigan,248.7.28.144,,,
subscribe,1608,8/12/13,40505,Kentucky,161.229.87.75,,,
conservative,512,8/13/13,89166,Nevada,26.83.6.21,,,
good,656,8/13/13,40287,Kentucky,64.219.166.228,,,
horowitz,296,8/13/13,95113,California,148.174.169.182,,,
small,624,8/13/13,91328,California,128.12.197.16,,,
asleep,472,8/14/13,79491,Texas,20.182.141.27,,,
jewelry,1656,8/14/13,20244,District of Columbia,182.83.7.123,,,
sleep,1864,8/14/13,22405,Virginia,155.176.54.170,,,
stickers,520,8/14/13,39404,Mississippi,176.215.244.156,,,
series,1160,8/15/13,89505,Nevada,213.218.174.210,,,
kiss1016,704,8/16/13,36622,Alabama,104.213.145.43,,,
youre,728,8/16/13,87505,New Mexico,148.87.217.243,,,
commercial,216,8/17/13,89125,Nevada,142.128.200.137,,,
snores,424,8/17/13,30375,Georgia,252.156.116.26,,,
tutorial,1712,8/17/13,20535,District of Columbia,250.225.227.187,,,
quickest,800,8/18/13,82007,Wyoming,129.90.20.187,,,
anniversary,1840,8/19/13,61605,Illinois,223.101.32.25,,,
biggest,1264,8/19/13,33543,Florida,22.42.227.128,,,
bodies,1224,8/19/13,23551,Virginia,206.217.53.95,,,
eatinglicking,1256,8/19/13,10120,New York,128.68.92.196,,,
face,824,8/19/13,21705,Maryland,235.49.135.92,,,
town,720,8/19/13,93407,California,123.120.101.37,,,
appreciates,200,8/20/13,33615,Florida,59.94.146.156,,,
game,1064,8/20/13,75221,Texas,195.120.96.107,,,
hack,264,8/20/13,45408,Ohio,116.123.227.113,,,
people,1152,8/20/13,92505,California,113.192.13.38,,,
prank,648,8/20/13,77045,Texas,194.73.221.88,,,
writing,1200,8/20/13,20530,District of Columbia,183.36.108.56,,,
candy,1880,8/21/13,23705,Virginia,198.155.233.154,,,
gift,1640,8/22/13,53710,Wisconsin,170.194.167.57,,,
great,1680,8/22/13,92165,California,92.89.22.103,,,
literally,600,8/22/13,29424,South Carolina,194.253.132.140,,,
writing,336,8/22/13,48107,Michigan,27.96.149.24,,,
share,920,8/23/13,40596,Kentucky,19.152.89.210,,,
videos,792,8/23/13,18514,Pennsylvania,206.66.172.19,,,
butter,1536,8/24/13,88563,Texas,197.127.201.21,,,
white,1128,8/24/13,34276,Florida,172.148.160.25,,,
work,1864,8/24/13,27150,North Carolina,189.225.55.30,,,
yall,536,8/24/13,32803,Florida,158.202.66.167,,,
favors,496,8/25/13,36610,Alabama,135.160.124.64,,,
friends,960,8/25/13,93399,California,104.51.28.215,,,
kissing,816,8/25/13,21684,Maryland,138.75.201.105,,,
letters,1928,8/25/13,50315,Iowa,31.87.180.4,,,
record,560,8/25/13,78465,Texas,143.237.207.202,,,
redstate,776,8/25/13,80328,Colorado,68.110.201.29,,,
cute,848,8/26/13,22047,Virginia,243.85.75.183,,,
fastest,648,8/26/13,62776,Illinois,208.132.224.68,,,
giant,1616,8/26/13,19141,Pennsylvania,128.181.153.91,,,
list,1880,8/26/13,80951,Colorado,84.59.194.229,,,
read,1136,8/26/13,70883,Louisiana,228.168.40.0,,,
store,1344,8/26/13,95133,California,110.6.107.47,,,
challenge,248,8/27/13,97296,Oregon,59.177.3.212,,,
unwrapping,1872,8/27/13,32808,Florida,138.167.63.136,,,
videos,1032,8/27/13,94913,California,3.246.250.132,,,
dont,1624,8/28/13,20016,District of Columbia,193.54.134.207,,,
fireworks,1800,8/28/13,35215,Alabama,169.2.16.125,,,
literally,1728,8/28/13,33610,Florida,206.25.101.210,,,
roses,1072,8/29/13,13505,New York,157.158.52.243,,,
saved,960,8/29/13,70815,Louisiana,99.175.104.20,,,
tiny,744,8/29/13,10014,New York,197.98.196.171,,,
town,1704,8/29/13,46857,Indiana,180.20.44.128,,,
creative,1640,8/30/13,20520,District of Columbia,179.123.211.173,,,
giant,840,8/30/13,80935,Colorado,28.34.54.115,,,
hold,1136,8/30/13,37914,Tennessee,207.136.95.18,,,
situation,648,8/30/13,53210,Wisconsin,234.54.152.139,,,
video,1896,8/30/13,80305,Colorado,211.221.29.119,,,
white,232,8/30/13,32627,Florida,156.105.205.4,,,
enjoy,1384,8/31/13,39505,Mississippi,156.124.165.75,,,
osmond,1552,8/31/13,77228,Texas,77.180.71.83,,,
situation,1136,8/31/13,77806,Texas,125.138.190.149,,,
decided,1136,9/1/13,32919,Florida,112.193.90.75,,,
ideas,1696,9/1/13,32819,Florida,231.53.133.74,,,
kissing,1704,9/1/13,28289,North Carolina,57.197.52.146,,,
conservative,736,9/2/13,79415,Texas,6.242.160.146,,,
giant,864,9/2/13,77266,Texas,89.36.152.90,,,
guys,1632,9/2/13,78721,Texas,44.150.104.26,,,
happy,456,9/2/13,79769,Texas,41.52.204.90,,,
healthy,952,9/2/13,75387,Texas,39.8.23.220,,,
presents,1352,9/2/13,91797,California,188.130.214.137,,,
diamond,448,9/3/13,33805,Florida,148.66.222.241,,,
drop,320,9/3/13,79415,Texas,58.69.48.225,,,
life,1256,9/3/13,6105,Connecticut,10.16.192.183,,,
milk,1096,9/3/13,31904,Georgia,142.67.230.113,,,
play,1320,9/3/13,79188,Texas,196.29.167.179,,,
cookies,224,9/4/13,78783,Texas,216.111.223.160,,,
kiss,1280,9/4/13,45454,Ohio,200.75.117.37,,,
party,1464,9/4/13,78769,Texas,217.31.193.173,,,
trinket,1296,9/4/13,35263,Alabama,112.163.54.26,,,
draw,1752,9/5/13,27690,North Carolina,134.69.171.60,,,
establishment,1632,9/5/13,40233,Kentucky,8.204.153.53,,,
love,1456,9/5/13,18763,Pennsylvania,180.187.43.33,,,
reasons,1080,9/5/13,11447,New York,234.88.73.73,,,
youre,648,9/5/13,27105,North Carolina,230.2.227.250,,,
cookie,1720,9/6/13,20525,District of Columbia,215.209.54.217,,,
hack,920,9/7/13,76305,Texas,121.111.65.10,,,
milk,1768,9/7/13,93584,California,69.253.104.105,,,
modules,472,9/7/13,35231,Alabama,38.215.19.75,,,
series,624,9/7/13,32526,Florida,251.48.19.197,,,
years,1088,9/7/13,79940,Texas,243.15.85.0,,,
good,1256,9/8/13,24515,Virginia,141.180.19.68,,,
good,1680,9/8/13,6912,Connecticut,72.162.66.42,,,
holiday,1160,9/8/13,84110,Utah,171.103.206.34,,,
laugh,1928,9/8/13,76178,Texas,109.135.226.75,,,
write,1512,9/8/13,33661,Florida,69.147.250.96,,,
asleep,1376,9/9/13,31605,Georgia,228.75.209.222,,,
bodies,1312,9/9/13,98447,Washington,40.21.57.70,,,
enjoy,1280,9/9/13,84110,Utah,66.170.11.102,,,
hugs,1280,9/9/13,92127,California,140.151.173.19,,,
read,1160,9/9/13,19115,Pennsylvania,48.248.127.72,,,
life,1176,9/10/13,97216,Oregon,189.62.171.130,,,
literally,832,9/10/13,79769,Texas,244.159.125.4,,,
silly,1040,9/10/13,20575,District of Columbia,1.117.153.65,,,
commercial,1152,9/11/13,92612,California,163.94.205.101,,,
draw,592,9/12/13,78721,Texas,246.74.16.236,,,
finished,584,9/12/13,33954,Florida,201.87.196.198,,,
forget,640,9/12/13,59623,Montana,192.181.243.194,,,
santa,1408,9/12/13,78710,Texas,215.13.187.245,,,
sweet,1912,9/12/13,70836,Louisiana,15.159.55.138,,,
drop,1120,9/13/13,15225,Pennsylvania,53.158.36.226,,,
video,1800,9/13/13,76544,Texas,32.207.213.78,,,
anniversary,272,9/14/13,55412,Minnesota,2.255.40.155,,,
love,552,9/14/13,79940,Texas,87.24.158.0,,,
sick,1848,9/14/13,23289,Virginia,37.252.17.180,,,
time,728,9/14/13,33961,Florida,189.221.133.184,,,
cookie,1384,9/15/13,78470,Texas,66.101.124.172,,,
situation,712,9/15/13,66617,Kansas,87.13.194.203,,,
decided,1800,9/16/13,93311,California,79.42.179.73,,,
tower,376,9/16/13,66205,Kansas,145.129.131.161,,,
biggest,1120,9/17/13,10310,New York,85.81.221.70,,,
fastest,920,9/17/13,91186,California,5.201.58.187,,,
making,568,9/17/13,34290,Florida,49.9.136.165,,,
stickers,304,9/17/13,19093,Pennsylvania,140.90.125.189,,,
blossoms,592,9/18/13,54915,Wisconsin,1.53.122.63,,,
diamond,256,9/18/13,85311,Arizona,60.65.135.119,,,
funny,1976,9/18/13,92710,California,208.188.119.112,,,
quotes,1560,9/18/13,89505,Nevada,88.177.147.207,,,
read,1216,9/18/13,24014,Virginia,177.49.28.126,,,
feeling,568,9/19/13,14263,New York,98.48.52.105,,,
homemade,888,9/19/13,39505,Mississippi,224.224.36.220,,,
picture,600,9/19/13,34949,Florida,19.200.168.195,,,
time,1176,9/19/13,56372,Minnesota,13.246.85.1,,,
file,744,9/20/13,85005,Arizona,219.119.16.24,,,
knew,1344,9/20/13,2114,Massachusetts,157.191.175.191,,,
sweet,1000,9/20/13,92160,California,110.57.201.179,,,
humorous,568,9/21/13,19191,Pennsylvania,164.44.13.66,,,
open,408,9/21/13,90087,California,122.20.162.71,,,
tiny,368,9/21/13,79923,Texas,158.129.40.46,,,
funny,1272,9/22/13,46207,Indiana,214.88.34.20,,,
picture,1440,9/22/13,77288,Texas,202.19.97.174,,,
sleep,1032,9/22/13,28225,North Carolina,192.116.55.226,,,
crib,920,9/24/13,84152,Utah,227.67.1.211,,,
peanut,776,9/25/13,75507,Texas,109.143.179.45,,,
thousand,984,9/25/13,24029,Virginia,169.33.220.160,,,
good,280,9/26/13,78789,Texas,92.132.124.240,,,
night,1784,9/26/13,90505,California,9.86.65.241,,,
quickest,1000,9/26/13,33111,Florida,131.74.217.40,,,
read,368,9/26/13,93305,California,21.31.70.207,,,
austin,1240,9/27/13,53779,Wisconsin,101.203.54.155,,,
good,872,9/27/13,44118,Ohio,228.225.205.188,,,
hungry,1528,9/27/13,16505,Pennsylvania,59.141.7.151,,,
roses,504,9/27/13,76110,Texas,248.246.216.117,,,
unwrapping,1904,9/27/13,47905,Indiana,91.114.130.134,,,
conservative,1136,9/28/13,2119,Massachusetts,37.43.211.25,,,
delicious,1448,9/28/13,88530,Texas,180.237.234.38,,,
good,1992,9/28/13,89166,Nevada,49.61.35.128,,,
kiss1016,1856,9/28/13,97201,Oregon,188.48.120.241,,,
cookies,1432,9/29/13,79945,Texas,226.173.124.114,,,
hug,1560,9/29/13,31410,Georgia,179.217.77.183,,,
ideas,1432,9/29/13,64187,Missouri,97.160.78.163,,,
open,376,9/29/13,30089,Georgia,120.161.210.142,,,
personalized,1272,9/29/13,33305,Florida,152.155.221.74,,,
review,1952,9/29/13,33330,Florida,241.252.230.12,,,
thousand,1096,9/29/13,77075,Texas,193.175.153.146,,,
worried,1568,9/29/13,94605,California,185.190.23.169,,,
cookie,1544,9/30/13,23705,Virginia,182.222.77.54,,,
hugs,752,9/30/13,33487,Florida,82.40.222.72,,,
politicbot,896,9/30/13,88574,Texas,92.26.121.22,,,
diamond,1680,10/1/13,46862,Indiana,159.224.98.206,,,
sleep,1552,10/2/13,70593,Louisiana,29.198.18.55,,,
biggest,1320,10/3/13,77705,Texas,188.221.141.194,,,
blossoms,1312,10/3/13,78278,Texas,216.109.145.39,,,
creative,648,10/3/13,34474,Florida,163.180.209.86,,,
happy,1048,10/3/13,91797,California,182.0.253.25,,,
yall,1504,10/3/13,11407,New York,254.221.159.119,,,
open,376,10/4/13,85311,Arizona,236.225.144.124,,,
hugs,1624,10/5/13,79116,Texas,181.166.242.55,,,
machine,608,10/5/13,80241,Colorado,243.228.101.208,,,
unwrap,472,10/5/13,52804,Iowa,200.140.148.120,,,
hold,496,10/6/13,28055,North Carolina,211.172.214.219,,,
stressed,736,10/6/13,55412,Minnesota,104.95.51.82,,,
years,1352,10/6/13,60208,Illinois,255.252.72.109,,,
blossoms,1696,10/7/13,15240,Pennsylvania,105.236.130.177,,,
carton,576,10/7/13,46620,Indiana,196.237.8.72,,,
cookies,288,10/7/13,71166,Louisiana,29.98.250.76,,,
lavender,544,10/7/13,95813,California,72.95.47.86,,,
falling,1048,10/8/13,20508,District of Columbia,139.253.124.177,,,
gift,1024,10/8/13,79911,Texas,72.193.181.104,,,
blossoms,1064,10/9/13,32399,Florida,86.22.242.6,,,
comment,528,10/9/13,80223,Colorado,145.47.251.127,,,
comments,800,10/9/13,30089,Georgia,62.4.167.203,,,
recipe,1400,10/9/13,32215,Florida,13.246.91.248,,,
thought,680,10/9/13,46207,Indiana,229.112.49.86,,,
tutorial,1168,10/9/13,62718,Illinois,221.154.151.147,,,
crochet,1296,10/10/13,75277,Texas,83.29.37.146,,,
encouragement,1360,10/11/13,89595,Nevada,156.43.199.186,,,
happy,736,10/11/13,93584,California,69.4.138.121,,,
makey,1912,10/11/13,29416,South Carolina,88.29.162.130,,,
stressed,496,10/12/13,95064,California,253.43.54.202,,,
closed,1072,10/13/13,10019,New York,42.12.218.172,,,
open,1176,10/13/13,95064,California,95.48.73.233,,,
homemade,1264,10/14/13,85748,Arizona,165.91.95.187,,,
horny,440,10/14/13,45020,Ohio,200.4.102.169,,,
paper,1248,10/14/13,20784,Maryland,233.230.123.135,,,
sleep,472,10/14/13,21705,Maryland,243.35.238.92,,,
closed,944,10/15/13,32511,Florida,132.78.36.75,,,
forget,1216,10/15/13,96805,Hawaii,37.220.210.25,,,
giant,1648,10/15/13,77206,Texas,62.251.221.160,,,
crush,288,10/16/13,63169,Missouri,203.137.144.27,,,
recipe,1504,10/16/13,35905,Alabama,152.58.93.157,,,
worldaposs,760,10/16/13,11499,New York,100.241.7.71,,,
church,624,10/17/13,37919,Tennessee,55.132.254.38,,,
daddy,1224,10/17/13,23272,Virginia,194.37.54.177,,,
town,616,10/17/13,30919,Georgia,9.68.99.106,,,
anniversary,1560,10/18/13,22301,Virginia,85.65.115.243,,,
feeling,1696,10/18/13,43226,Ohio,90.135.237.178,,,
good,552,10/18/13,79989,Texas,136.33.215.120,,,
redstate,288,10/18/13,92822,California,92.242.171.65,,,
austin,672,10/19/13,30340,Georgia,56.159.212.241,,,
bodies,848,10/19/13,33961,Florida,2.27.94.127,,,
feeling,280,10/19/13,90081,California,52.86.128.190,,,
homemade,776,10/19/13,95054,California,40.25.179.18,,,
literally,216,10/19/13,33320,Florida,36.57.24.84,,,
people,1200,10/19/13,90035,California,99.28.35.126,,,
creative,984,10/20/13,20231,District of Columbia,215.14.14.198,,,
feet,1376,10/20/13,20099,District of Columbia,236.101.231.18,,,
letter,1144,10/20/13,27717,North Carolina,103.201.33.63,,,
instructions,1944,10/21/13,10034,New York,56.150.108.51,,,
list,1864,10/21/13,19725,Delaware,248.127.149.245,,,
small,240,10/21/13,15230,Pennsylvania,184.121.208.12,,,
candy,1672,10/22/13,48956,Michigan,121.41.148.151,,,
