id,Product ID,Postal Code,Date,Sales,Units,State
94840,26,92505,1/30/13,608,39,California
3730,32,92619,1/30/13,377,44,California
3960,36,92883,1/30/13,422,97,California
27255,15,93386,1/30/13,830,86,California
1987,28,93773,1/30/13,904,49,California
14113,38,94126,1/30/13,904,17,California
9388,32,95397,1/30/13,906,31,California
24360,25,95894,1/30/13,643,15,California
61017,32,96154,1/30/13,554,13,California
21013,30,97216,1/30/13,629,8,Oregon
3393,10,97221,1/30/13,890,24,Oregon
95864,10,97232,1/30/13,775,77,Oregon
77882,36,98008,1/30/13,860,81,Washington
91416,30,98140,1/30/13,864,86,Washington
6013,26,99252,1/30/13,441,63,Washington
61704,22,99260,1/30/13,391,32,Washington
29009,46,99517,1/30/13,457,33,Alaska
23515,35,2208,1/31/13,767,46,Massachusetts
49719,18,2472,1/31/13,361,79,Massachusetts
49607,36,8650,1/31/13,748,79,New Jersey
84098,34,10004,1/31/13,705,98,New York
91922,26,10045,1/31/13,705,35,New York
72472,46,10045,1/31/13,548,87,New York
20747,39,10474,1/31/13,533,63,New York
34090,23,11225,1/31/13,821,19,New York
9340,39,12227,1/31/13,307,36,New York
33339,27,12325,1/31/13,271,73,New York
57809,20,14220,1/31/13,235,85,New York
20538,26,14269,1/31/13,430,16,New York
16320,32,17121,1/31/13,409,26,Pennsylvania
82780,14,17140,1/31/13,739,73,Pennsylvania
96799,37,18763,1/31/13,924,25,Pennsylvania
66818,14,19136,1/31/13,878,51,Pennsylvania
37171,18,19897,1/31/13,130,77,Delaware
95730,25,20436,1/31/13,665,85,District of Columbia
42857,28,20520,1/31/13,130,29,District of Columbia
23503,25,20575,1/31/13,869,5,District of Columbia
29517,24,20784,1/31/13,726,83,Maryland
38104,23,21239,1/31/13,947,96,Maryland
60963,40,24004,1/31/13,156,99,Virginia
41672,18,24020,1/31/13,582,77,Virginia
16618,27,27635,1/31/13,412,52,North Carolina
18918,15,29319,1/31/13,850,74,South Carolina
54898,13,30301,1/31/13,661,88,Georgia
92133,36,32813,1/31/13,607,29,Florida
55906,26,33018,1/31/13,635,44,Florida
19016,13,33196,1/31/13,420,36,Florida
31078,19,33245,1/31/13,588,47,Florida
88497,20,33283,1/31/13,669,19,Florida
7596,13,33310,1/31/13,244,56,Florida
21078,24,33310,1/31/13,735,93,Florida
14370,26,33448,1/31/13,976,10,Florida
29956,31,33462,1/31/13,237,44,Florida
45117,18,34233,1/31/13,483,67,Florida
95479,19,35405,1/31/13,573,24,Alabama
16319,15,35905,1/31/13,673,22,Alabama
44780,29,37210,1/31/13,417,37,Tennessee
32126,33,38197,1/31/13,971,59,Tennessee
86802,18,40215,1/31/13,577,36,Kentucky
83419,19,40293,1/31/13,772,29,Kentucky
55405,20,40293,1/31/13,946,91,Kentucky
12454,26,40546,1/31/13,659,96,Kentucky
28061,19,43666,1/31/13,204,100,Ohio
6548,12,44125,1/31/13,123,92,Ohio
48837,26,45296,1/31/13,472,2,Ohio
63966,39,45403,1/31/13,992,27,Ohio
60153,37,46015,1/31/13,292,40,Indiana
39806,31,46867,1/31/13,407,3,Indiana
62420,24,47712,1/31/13,156,75,Indiana
41191,17,48126,1/31/13,715,1,Michigan
97196,39,48206,1/31/13,296,49,Michigan
36771,38,48224,1/31/13,926,9,Michigan
9636,28,48295,1/31/13,944,47,Michigan
19137,24,49505,1/31/13,652,93,Michigan
10381,19,55123,1/31/13,322,10,Minnesota
56176,25,55127,1/31/13,913,15,Minnesota
8123,24,55598,1/31/13,610,11,Minnesota
115,19,58505,1/31/13,102,97,North Dakota
82235,18,60681,1/31/13,249,53,Illinois
57041,28,63104,1/31/13,483,62,Missouri
52496,28,63116,1/31/13,248,17,Missouri
66545,40,64504,1/31/13,321,17,Missouri
61046,45,66205,1/31/13,520,31,Kansas
41336,30,70179,1/31/13,421,81,Louisiana
55012,22,70805,1/31/13,499,87,Louisiana
63055,22,71166,1/31/13,393,20,Louisiana
42478,18,75260,1/31/13,503,43,Texas
26445,35,75287,1/31/13,313,97,Texas
82666,26,75353,1/31/13,612,51,Texas
64974,33,76162,1/31/13,732,87,Texas
35281,24,76711,1/31/13,264,89,Texas
9222,31,76905,1/31/13,255,41,Texas
69904,26,77050,1/31/13,890,54,Texas
58545,36,77075,1/31/13,146,85,Texas
29258,23,77212,1/31/13,861,23,Texas
88786,32,77343,1/31/13,520,87,Texas
16931,15,78215,1/31/13,906,83,Texas
12845,24,78285,1/31/13,897,66,Texas
58873,31,78296,1/31/13,894,52,Texas
88672,20,78769,1/31/13,846,73,Texas
17495,36,79159,1/31/13,851,44,Texas
78641,24,79176,1/31/13,856,61,Texas
78531,23,79405,1/31/13,765,49,Texas
23287,19,79410,1/31/13,283,92,Texas
81793,28,79605,1/31/13,632,50,Texas
97903,20,80126,1/31/13,962,22,Colorado
30860,29,80204,1/31/13,707,87,Colorado
39076,16,82007,1/31/13,196,64,Wyoming
1154,16,83732,1/31/13,952,13,Idaho
95159,37,88546,1/31/13,872,78,Texas
25194,8,89087,1/31/13,805,58,Nevada
90514,19,89160,1/31/13,300,97,Nevada
73309,20,90805,1/31/13,338,47,California
16964,34,91186,1/31/13,184,98,California
3333,13,91199,1/31/13,341,5,California
80612,22,91205,1/31/13,763,96,California
48106,26,92165,1/31/13,950,44,California
73630,31,92513,1/31/13,255,20,California
78826,21,92668,1/31/13,941,49,California
27158,17,94147,1/31/13,108,63,California
71373,14,94286,1/31/13,573,72,California
66417,31,94297,1/31/13,754,92,California
12697,33,94712,1/31/13,154,30,California
59321,30,95155,1/31/13,884,3,California
81115,24,95173,1/31/13,198,16,California
48450,30,95205,1/31/13,886,24,California
71486,23,95298,1/31/13,222,81,California
20080,15,95818,1/31/13,865,68,California
556,27,95818,1/31/13,383,2,California
97277,27,95823,1/31/13,967,50,California
640,26,97271,1/31/13,488,37,Oregon
85240,19,98158,1/31/13,196,98,Washington
58161,14,98498,1/31/13,948,88,Washington
87340,25,99220,1/31/13,165,84,Washington
69300,24,2453,2/1/13,495,54,Massachusetts
73988,17,6145,2/1/13,720,15,Connecticut
189,27,6721,2/1/13,808,56,Connecticut
24054,23,6825,2/1/13,118,21,Connecticut
92617,26,6825,2/1/13,309,17,Connecticut
28958,29,10079,2/1/13,825,35,New York
10884,24,10115,2/1/13,239,46,New York
4547,18,10155,2/1/13,162,45,New York
31841,32,11499,2/1/13,204,60,New York
98544,33,13210,2/1/13,390,74,New York
55117,32,13251,2/1/13,919,58,New York
14906,31,15255,2/1/13,501,16,Pennsylvania
35232,28,15261,2/1/13,176,35,Pennsylvania
29272,47,17105,2/1/13,828,22,Pennsylvania
39870,39,17110,2/1/13,921,59,Pennsylvania
53284,34,17622,2/1/13,422,36,Pennsylvania
2417,31,19093,2/1/13,572,90,Pennsylvania
88600,32,19115,2/1/13,290,14,Pennsylvania
49957,30,19714,2/1/13,283,70,Delaware
90968,30,20299,2/1/13,117,67,District of Columbia
29044,33,20566,2/1/13,339,61,District of Columbia
44953,18,20816,2/1/13,564,63,Maryland
1543,30,22047,2/1/13,116,1,Virginia
90956,36,22217,2/1/13,336,29,Virginia
13876,24,22903,2/1/13,394,37,Virginia
83592,25,23436,2/1/13,104,64,Virginia
18324,25,23504,2/1/13,102,92,Virginia
21845,34,25305,2/1/13,684,69,West Virginia
48026,3,25356,2/1/13,217,97,West Virginia
27922,30,28263,2/1/13,777,47,North Carolina
81385,22,29240,2/1/13,919,23,South Carolina
74385,23,30033,2/1/13,943,17,Georgia
70605,35,30506,2/1/13,755,7,Georgia
9042,13,31914,2/1/13,345,94,Georgia
24984,40,31914,2/1/13,480,26,Georgia
63714,15,32225,2/1/13,827,29,Florida
37335,23,32309,2/1/13,646,85,Florida
24383,37,32610,2/1/13,744,35,Florida
52073,33,32909,2/1/13,809,33,Florida
42726,24,33436,2/1/13,807,19,Florida
50178,37,33462,2/1/13,456,63,Florida
31619,34,33737,2/1/13,207,23,Florida
17551,30,34611,2/1/13,425,61,Florida
19932,23,36205,2/1/13,355,29,Alabama
37555,21,37210,2/1/13,777,96,Tennessee
29528,35,37450,2/1/13,514,56,Tennessee
65517,30,37914,2/1/13,601,31,Tennessee
46736,19,39404,2/1/13,518,65,Mississippi
69094,26,40210,2/1/13,991,13,Kentucky
26420,27,40280,2/1/13,807,42,Kentucky
70772,26,44118,2/1/13,682,41,Ohio
58508,24,44185,2/1/13,598,40,Ohio
51756,16,44315,2/1/13,237,31,Ohio
98915,30,44905,2/1/13,855,94,Ohio
69863,25,45228,2/1/13,128,94,Ohio
91100,14,45414,2/1/13,368,23,Ohio
99720,14,45426,2/1/13,856,35,Ohio
57290,29,46207,2/1/13,633,94,Indiana
30537,44,46221,2/1/13,425,75,Indiana
1871,20,46226,2/1/13,612,41,Indiana
91984,28,46814,2/1/13,148,88,Indiana
19572,29,46867,2/1/13,879,38,Indiana
74872,32,47905,2/1/13,148,83,Indiana
30789,31,49018,2/1/13,143,54,Michigan
36301,34,50330,2/1/13,500,36,Iowa
31487,25,53225,2/1/13,603,39,Wisconsin
32187,24,53710,2/1/13,106,33,Wisconsin
64462,46,55127,2/1/13,315,13,Minnesota
91323,23,55412,2/1/13,973,10,Minnesota
36209,13,55423,2/1/13,363,97,Minnesota
71886,14,59771,2/1/13,484,37,Montana
46723,31,60351,2/1/13,200,54,Illinois
79065,37,60652,2/1/13,682,84,Illinois
72094,23,60663,2/1/13,198,37,Illinois
33357,3,60669,2/1/13,750,65,Illinois
82540,21,61709,2/1/13,797,82,Illinois
58294,11,61825,2/1/13,324,45,Illinois
13158,36,62205,2/1/13,760,53,Illinois
44434,1,64142,2/1/13,242,53,Missouri
35975,28,64190,2/1/13,567,43,Missouri
83945,25,64504,2/1/13,655,10,Missouri
675,29,66225,2/1/13,893,87,Kansas
62209,21,66276,2/1/13,325,12,Kansas
77065,30,70154,2/1/13,526,84,Louisiana
30212,36,70160,2/1/13,259,17,Louisiana
40259,8,70810,2/1/13,141,21,Louisiana
31432,30,70836,2/1/13,894,45,Louisiana
81658,21,71105,2/1/13,390,98,Louisiana
38452,31,71307,2/1/13,923,85,Louisiana
29153,22,72916,2/1/13,365,49,Arkansas
25579,32,73197,2/1/13,628,42,Oklahoma
62585,16,74116,2/1/13,271,62,Oklahoma
11713,8,75241,2/1/13,858,35,Texas
88422,36,75260,2/1/13,576,44,Texas
46460,44,75799,2/1/13,732,76,Texas
73955,23,76705,2/1/13,415,57,Texas
68380,23,77095,2/1/13,280,29,Texas
29984,25,77201,2/1/13,279,20,Texas
57083,25,77223,2/1/13,632,26,Texas
81816,25,77293,2/1/13,674,40,Texas
41875,22,78783,2/1/13,725,16,Texas
89941,32,79911,2/1/13,110,93,Texas
49695,21,80126,2/1/13,105,11,Colorado
92222,24,80204,2/1/13,864,29,Colorado
61546,31,80217,2/1/13,255,87,Colorado
70745,22,80255,2/1/13,874,3,Colorado
37995,46,80910,2/1/13,469,81,Colorado
78668,33,85210,2/1/13,271,52,Arizona
23243,18,88006,2/1/13,570,25,New Mexico
94293,18,90055,2/1/13,616,76,California
55168,20,90081,2/1/13,126,25,California
24980,20,90087,2/1/13,661,94,California
25438,24,92176,2/1/13,550,41,California
42615,19,92805,2/1/13,932,5,California
29,27,93786,2/1/13,912,32,California
97928,22,94126,2/1/13,934,17,California
94221,36,94245,2/1/13,307,49,California
3084,20,94280,2/1/13,429,54,California
95728,38,98042,2/1/13,541,70,Washington
79922,37,98195,2/1/13,302,43,Washington
7611,9,98481,2/1/13,830,42,Washington
29887,17,99709,2/1/13,110,77,Alaska
58680,13,1813,2/2/13,461,87,Massachusetts
81528,33,2109,2/2/13,216,58,Massachusetts
39065,31,2124,2/2/13,484,6,Massachusetts
29338,31,6505,2/2/13,139,50,Connecticut
66404,26,10039,2/2/13,108,40,New York
24215,32,10184,2/2/13,695,62,New York
18236,37,11044,2/2/13,374,75,New York
32459,18,11436,2/2/13,155,37,New York
6533,32,12222,2/2/13,356,87,New York
41979,17,12325,2/2/13,986,84,New York
50211,27,13505,2/2/13,655,37,New York
37623,40,14614,2/2/13,886,62,New York
60463,27,14652,2/2/13,595,55,New York
14424,31,15134,2/2/13,709,8,Pennsylvania
18984,23,15230,2/2/13,565,83,Pennsylvania
3600,11,17126,2/2/13,755,100,Pennsylvania
32916,29,19178,2/2/13,683,61,Pennsylvania
40885,26,20078,2/2/13,968,94,District of Columbia
22376,28,20078,2/2/13,159,98,District of Columbia
45476,28,20078,2/2/13,963,81,District of Columbia
34770,20,20205,2/2/13,165,38,District of Columbia
52695,19,20268,2/2/13,812,35,District of Columbia
49333,20,20551,2/2/13,667,54,District of Columbia
98810,21,20709,2/2/13,448,1,Maryland
97432,10,22036,2/2/13,377,91,Virginia
81674,37,22093,2/2/13,268,88,Virginia
37547,37,22111,2/2/13,316,62,Virginia
80094,23,22212,2/2/13,538,78,Virginia
76535,17,23220,2/2/13,504,46,Virginia
10514,26,23285,2/2/13,375,82,Virginia
68715,27,23324,2/2/13,944,35,Virginia
30908,25,23551,2/2/13,466,34,Virginia
81471,34,27116,2/2/13,829,71,North Carolina
73971,19,27264,2/2/13,591,7,North Carolina
63735,20,27626,2/2/13,694,25,North Carolina
52197,32,27717,2/2/13,704,53,North Carolina
78951,18,29220,2/2/13,867,94,South Carolina
87588,18,29579,2/2/13,234,49,South Carolina
71719,33,30351,2/2/13,504,93,Georgia
40539,10,30380,2/2/13,871,11,Georgia
22508,18,31190,2/2/13,886,76,Georgia
5541,44,32627,2/2/13,879,97,Florida
10453,20,32964,2/2/13,268,44,Florida
34321,28,33134,2/2/13,466,25,Florida
43806,15,33153,2/2/13,412,37,Florida
13339,36,33175,2/2/13,477,83,Florida
43783,19,33448,2/2/13,730,90,Florida
19241,32,33737,2/2/13,265,80,Florida
88225,26,33913,2/2/13,427,38,Florida
73331,24,33972,2/2/13,168,74,Florida
46457,23,34949,2/2/13,255,68,Florida
43003,18,35236,2/2/13,920,13,Alabama
53989,31,36177,2/2/13,544,97,Alabama
46960,26,37416,2/2/13,153,7,Tennessee
75980,17,40581,2/2/13,328,45,Kentucky
73243,23,40596,2/2/13,563,24,Kentucky
66518,18,43204,2/2/13,146,90,Ohio
88323,20,43210,2/2/13,198,62,Ohio
4992,45,43610,2/2/13,805,8,Ohio
17292,11,44177,2/2/13,387,93,Ohio
35346,10,45218,2/2/13,596,23,Ohio
4563,27,45414,2/2/13,257,38,Ohio
46692,42,46266,2/2/13,324,84,Indiana
75404,33,46406,2/2/13,173,19,Indiana
65578,30,47134,2/2/13,938,93,Indiana
27212,18,48217,2/2/13,686,59,Michigan
69639,18,48295,2/2/13,631,78,Michigan
44837,29,48912,2/2/13,478,22,Michigan
60846,28,50305,2/2/13,632,81,Iowa
81607,27,50936,2/2/13,137,83,Iowa
55348,29,53716,2/2/13,807,96,Wisconsin
10898,33,53779,2/2/13,952,35,Wisconsin
77255,21,55114,2/2/13,590,51,Minnesota
94355,34,55115,2/2/13,154,78,Minnesota
55777,25,55146,2/2/13,743,79,Minnesota
40404,15,55172,2/2/13,159,13,Minnesota
58222,20,55428,2/2/13,500,73,Minnesota
49171,31,55557,2/2/13,494,60,Minnesota
80795,36,60630,2/2/13,631,43,Illinois
91116,28,60669,2/2/13,847,82,Illinois
61980,18,61110,2/2/13,170,39,Illinois
27585,35,62205,2/2/13,606,34,Illinois
26289,28,64504,2/2/13,109,69,Missouri
17316,24,65218,2/2/13,939,40,Missouri
2384,11,68583,2/2/13,837,29,Nebraska
79557,25,70165,2/2/13,926,51,Louisiana
38572,35,73104,2/2/13,998,95,Oklahoma
40959,33,74133,2/2/13,887,34,Oklahoma
41726,40,75216,2/2/13,128,75,Texas
35034,20,75231,2/2/13,762,68,Texas
88879,14,75236,2/2/13,599,41,Texas
73617,29,75260,2/2/13,944,78,Texas
20114,30,76711,2/2/13,865,23,Texas
73390,28,77010,2/2/13,137,41,Texas
86019,24,77035,2/2/13,521,72,Texas
8,25,77095,2/2/13,807,33,Texas
77877,38,77299,2/2/13,741,25,Texas
41578,24,77844,2/2/13,271,60,Texas
96745,37,78205,2/2/13,446,65,Texas
67842,39,78205,2/2/13,107,42,Texas
74231,29,78749,2/2/13,350,14,Texas
69693,37,79182,2/2/13,618,83,Texas
80954,11,79405,2/2/13,633,51,Texas
13877,18,79699,2/2/13,833,63,Texas
12443,31,79699,2/2/13,937,26,Texas
12508,21,80279,2/2/13,360,56,Colorado
20161,33,83405,2/2/13,645,41,Idaho
48232,29,84189,2/2/13,195,66,Utah
57187,30,85710,2/2/13,377,64,Arizona
49866,16,89135,2/2/13,304,33,Nevada
18329,20,90081,2/2/13,904,90,California
87973,23,90189,2/2/13,892,23,California
42863,23,90610,2/2/13,945,33,California
27902,33,92717,2/2/13,151,78,California
55099,24,93305,2/2/13,460,33,California
7996,23,93584,2/2/13,687,50,California
80108,26,93715,2/2/13,765,19,California
21981,21,94250,2/2/13,901,83,California
5357,34,94257,2/2/13,521,66,California
84582,43,94286,2/2/13,715,42,California
17006,30,95113,2/2/13,257,61,California
74242,33,95397,2/2/13,880,69,California
1408,16,95894,2/2/13,330,94,California
30692,40,95894,2/2/13,966,53,California
19770,22,95973,2/2/13,927,1,California
3621,34,96835,2/2/13,471,40,Hawaii
91268,23,97286,2/2/13,312,77,Oregon
10881,43,98158,2/2/13,196,16,Washington
93233,30,98166,2/2/13,476,65,Washington
15129,37,98175,2/2/13,106,95,Washington
87816,23,98682,2/2/13,758,96,Washington
19229,24,99517,2/2/13,908,39,Alaska
36434,14,99522,2/2/13,511,39,Alaska
58269,37,6606,2/3/13,595,80,Connecticut
195,36,10160,2/3/13,363,97,New York
91005,24,10469,2/3/13,494,97,New York
69001,33,11470,2/3/13,913,74,New York
1521,34,13224,2/3/13,529,30,New York
16423,20,14225,2/3/13,698,20,New York
74169,18,14646,2/3/13,186,26,New York
64649,25,14905,2/3/13,264,70,New York
879,34,15210,2/3/13,970,96,Pennsylvania
74864,15,15250,2/3/13,277,55,Pennsylvania
11293,26,15255,2/3/13,691,23,Pennsylvania
27024,21,17110,2/3/13,228,38,Pennsylvania
41682,30,19109,2/3/13,749,16,Pennsylvania
49824,25,19184,2/3/13,993,42,Pennsylvania
70102,26,20022,2/3/13,496,96,District of Columbia
817,24,20067,2/3/13,745,98,District of Columbia
53990,29,20310,2/3/13,150,28,District of Columbia
83336,18,20404,2/3/13,814,71,District of Columbia
38234,22,20456,2/3/13,918,18,District of Columbia
39816,27,20456,2/3/13,842,16,District of Columbia
78006,27,20530,2/3/13,687,8,District of Columbia
66786,34,22119,2/3/13,699,40,Virginia
46669,37,23324,2/3/13,328,96,Virginia
84807,27,27610,2/3/13,181,59,North Carolina
12087,22,28220,2/3/13,263,26,North Carolina
48225,45,28299,2/3/13,710,43,North Carolina
24365,28,29805,2/3/13,952,23,South Carolina
94499,31,30343,2/3/13,972,83,Georgia
6743,35,30351,2/3/13,516,11,Georgia
97968,27,32204,2/3/13,170,51,Florida
52242,27,32220,2/3/13,250,74,Florida
50475,17,32575,2/3/13,984,62,Florida
78643,38,32808,2/3/13,251,76,Florida
97878,33,32859,2/3/13,818,50,Florida
73824,32,33075,2/3/13,998,18,Florida
4122,44,33124,2/3/13,206,69,Florida
2262,32,33436,2/3/13,315,79,Florida
54318,29,33737,2/3/13,840,33,Florida
54736,23,33913,2/3/13,735,100,Florida
54142,24,33915,2/3/13,750,82,Florida
73923,41,33994,2/3/13,184,27,Florida
66463,24,34238,2/3/13,751,27,Florida
65247,38,34282,2/3/13,401,43,Florida
18724,30,34620,2/3/13,416,25,Florida
61067,27,34745,2/3/13,151,21,Florida
512,28,36605,2/3/13,558,86,Alabama
7777,19,37220,2/3/13,137,42,Tennessee
55756,19,38126,2/3/13,383,48,Tennessee
13446,32,38197,2/3/13,362,93,Tennessee
30250,14,43610,2/3/13,337,25,Ohio
9795,27,44177,2/3/13,414,87,Ohio
25000,24,45223,2/3/13,368,13,Ohio
92092,21,45249,2/3/13,270,44,Ohio
49469,13,45271,2/3/13,592,27,Ohio
22018,15,45403,2/3/13,967,9,Ohio
20963,25,46226,2/3/13,314,30,Indiana
30786,35,46814,2/3/13,629,17,Indiana
93562,30,47812,2/3/13,895,38,Indiana
16709,35,47905,2/3/13,931,63,Indiana
49157,14,48242,2/3/13,738,61,Michigan
395,23,48505,2/3/13,271,57,Michigan
68291,27,48919,2/3/13,335,25,Michigan
14698,19,50310,2/3/13,812,42,Iowa
73349,20,51105,2/3/13,727,93,Iowa
14348,29,55166,2/3/13,575,78,Minnesota
65337,18,55590,2/3/13,110,99,Minnesota
25070,37,60657,2/3/13,670,74,Illinois
9612,23,62718,2/3/13,983,49,Illinois
56380,36,63131,2/3/13,326,92,Missouri
12450,32,63136,2/3/13,618,16,Missouri
60872,24,64125,2/3/13,634,71,Missouri
47711,21,65898,2/3/13,124,69,Missouri
43170,22,66160,2/3/13,508,15,Kansas
57019,24,67260,2/3/13,134,17,Kansas
6291,14,70124,2/3/13,827,89,Louisiana
56817,36,70160,2/3/13,750,54,Louisiana
91676,26,70593,2/3/13,979,92,Louisiana
34439,39,73071,2/3/13,621,98,Oklahoma
6419,39,74141,2/3/13,796,69,Oklahoma
3085,40,75221,2/3/13,379,7,Texas
7609,17,75287,2/3/13,257,51,Texas
84309,19,77055,2/3/13,999,45,Texas
98581,38,77065,2/3/13,254,40,Texas
60576,18,77844,2/3/13,998,15,Texas
83173,12,78426,2/3/13,124,24,Texas
1802,19,78715,2/3/13,452,6,Texas
4545,23,78721,2/3/13,370,43,Texas
56948,26,78769,2/3/13,827,67,Texas
40083,30,79118,2/3/13,308,52,Texas
95289,21,79410,2/3/13,549,99,Texas
5554,30,80223,2/3/13,943,3,Colorado
30649,21,80243,2/3/13,267,14,Colorado
56366,23,80299,2/3/13,701,15,Colorado
75902,27,80920,2/3/13,564,64,Colorado
29512,29,84125,2/3/13,191,74,Utah
50552,28,85005,2/3/13,988,16,Arizona
86272,8,85040,2/3/13,935,100,Arizona
69730,38,85040,2/3/13,783,74,Arizona
53071,27,85215,2/3/13,259,30,Arizona
76286,32,85284,2/3/13,752,13,Arizona
279,25,85705,2/3/13,505,44,Arizona
51097,36,88553,2/3/13,487,48,Texas
38895,34,88584,2/3/13,719,49,Texas
60843,17,89135,2/3/13,210,9,Nevada
62114,34,90025,2/3/13,285,56,California
45423,41,90071,2/3/13,377,16,California
49349,31,90810,2/3/13,552,16,California
1500,27,90831,2/3/13,510,25,California
61953,26,91199,2/3/13,108,73,California
845,14,92165,2/3/13,328,71,California
5920,19,92165,2/3/13,764,94,California
72209,15,92191,2/3/13,928,33,California
27814,15,92424,2/3/13,945,49,California
95469,28,92619,2/3/13,881,30,California
43930,22,92645,2/3/13,244,29,California
62671,34,92835,2/3/13,769,51,California
21034,39,93584,2/3/13,193,26,California
77267,18,93750,2/3/13,566,3,California
83411,22,93794,2/3/13,827,37,California
52140,31,94164,2/3/13,305,63,California
40214,15,94660,2/3/13,595,9,California
45964,13,95828,2/3/13,166,40,California
38567,22,98148,2/3/13,116,57,Washington
56434,26,98148,2/3/13,887,92,Washington
35498,27,99709,2/3/13,113,3,Alaska
53509,27,2142,2/4/13,293,67,Massachusetts
54574,19,6854,2/4/13,776,68,Connecticut
49128,16,7112,2/4/13,998,90,New Jersey
92306,27,7310,2/4/13,389,43,New Jersey
56658,29,8638,2/4/13,601,3,New Jersey
11489,26,10004,2/4/13,314,81,New York
26781,15,10029,2/4/13,512,38,New York
21338,42,10045,2/4/13,128,44,New York
94722,37,10150,2/4/13,549,44,New York
87700,20,10280,2/4/13,864,88,New York
89763,39,10305,2/4/13,437,69,New York
92633,35,15220,2/4/13,256,27,Pennsylvania
56766,22,16522,2/4/13,861,59,Pennsylvania
77791,26,17121,2/4/13,707,17,Pennsylvania
52843,29,18763,2/4/13,981,83,Pennsylvania
68555,20,19120,2/4/13,648,9,Pennsylvania
31751,22,19886,2/4/13,334,30,Delaware
13447,5,19892,2/4/13,848,71,Delaware
18315,21,20041,2/4/13,172,59,District of Columbia
12392,23,20041,2/4/13,768,90,District of Columbia
35268,30,20099,2/4/13,623,73,District of Columbia
89738,28,20244,2/4/13,425,80,District of Columbia
94615,28,20530,2/4/13,159,11,District of Columbia
3962,22,21229,2/4/13,462,18,Maryland
23657,26,22908,2/4/13,372,69,Virginia
55758,21,23260,2/4/13,242,57,Virginia
57643,34,23277,2/4/13,510,98,Virginia
18071,39,23605,2/4/13,915,35,Virginia
4155,24,24048,2/4/13,154,61,Virginia
11492,39,25321,2/4/13,213,37,West Virginia
31661,25,27157,2/4/13,312,14,North Carolina
43363,26,27425,2/4/13,423,100,North Carolina
5886,32,27425,2/4/13,627,26,North Carolina
243,17,28215,2/4/13,814,48,North Carolina
91336,24,31136,2/4/13,213,81,Georgia
23146,34,32919,2/4/13,106,16,Florida
5196,16,33336,2/4/13,203,23,Florida
62785,35,33432,2/4/13,967,58,Florida
88761,41,33543,2/4/13,360,70,Florida
54106,23,33694,2/4/13,315,41,Florida
30401,36,33742,2/4/13,512,94,Florida
81748,30,33758,2/4/13,594,75,Florida
534,4,33915,2/4/13,823,85,Florida
11827,27,34479,2/4/13,688,5,Florida
39550,35,35210,2/4/13,366,26,Alabama
2396,26,35295,2/4/13,340,10,Alabama
61934,22,35905,2/4/13,191,62,Alabama
73113,23,35905,2/4/13,968,100,Alabama
85956,24,38150,2/4/13,164,19,Tennessee
34211,34,40256,2/4/13,489,88,Kentucky
33611,21,40293,2/4/13,771,67,Kentucky
89651,23,40510,2/4/13,728,69,Kentucky
59667,24,43615,2/4/13,594,93,Ohio
61639,23,44125,2/4/13,473,89,Ohio
87402,20,44191,2/4/13,420,94,Ohio
81312,25,44321,2/4/13,658,56,Ohio
792,22,44710,2/4/13,705,51,Ohio
82311,21,45999,2/4/13,207,40,Ohio
76026,28,46202,2/4/13,829,6,Indiana
4107,13,49006,2/4/13,606,35,Michigan
26974,22,49048,2/4/13,590,52,Michigan
51701,28,52410,2/4/13,490,62,Iowa
78578,21,53220,2/4/13,720,61,Wisconsin
10165,36,53726,2/4/13,783,73,Wisconsin
58844,31,55103,2/4/13,408,40,Minnesota
35705,32,55108,2/4/13,991,29,Minnesota
16754,28,55172,2/4/13,813,57,Minnesota
83086,11,56372,2/4/13,170,34,Minnesota
68755,26,56944,2/4/13,854,64,District of Columbia
13443,26,58106,2/4/13,788,10,North Dakota
96531,32,58207,2/4/13,862,23,North Dakota
69952,11,58505,2/4/13,427,42,North Dakota
81614,16,59771,2/4/13,923,23,Montana
95638,40,60351,2/4/13,843,84,Illinois
16156,33,60435,2/4/13,734,11,Illinois
78544,25,60674,2/4/13,382,47,Illinois
35573,13,62711,2/4/13,523,63,Illinois
54240,15,66105,2/4/13,654,4,Kansas
18559,19,68164,2/4/13,624,16,Nebraska
527,14,68179,2/4/13,476,38,Nebraska
94240,29,73119,2/4/13,319,36,Oklahoma
36459,31,75049,2/4/13,317,52,Texas
13508,18,75216,2/4/13,611,18,Texas
29382,33,75310,2/4/13,845,27,Texas
79684,15,76305,2/4/13,724,10,Texas
18452,28,76796,2/4/13,298,67,Texas
78420,35,76796,2/4/13,534,34,Texas
2573,41,76905,2/4/13,702,14,Texas
48924,19,77035,2/4/13,355,20,Texas
13373,29,77070,2/4/13,927,22,Texas
6529,31,77260,2/4/13,545,41,Texas
21877,17,77271,2/4/13,453,98,Texas
83842,35,77346,2/4/13,359,47,Texas
45450,31,77554,2/4/13,343,67,Texas
92638,7,77705,2/4/13,261,9,Texas
49509,19,78291,2/4/13,797,54,Texas
4146,22,78465,2/4/13,653,16,Texas
12521,25,78749,2/4/13,305,76,Texas
82366,27,79165,2/4/13,994,45,Texas
63091,26,79415,2/4/13,664,47,Texas
69362,25,80243,2/4/13,316,86,Colorado
