_id,event_date,event_hour,event,e_count
27418400,1/12/2013,19,Responded to Offer,1
27482699,1/27/2013,10,Responded to Offer,1
27554843,2/19/2013,1,Responded to Offer,1
27558703,1/14/2013,11,Responded to Offer,1
27608378,1/13/2013,15,Responded to Offer,1
27826666,2/14/2013,22,Responded to Offer,1
27850305,2/26/2013,7,Responded to Offer,1
27893565,2/13/2013,16,Responded to Offer,1
27893565,2/21/2013,20,Responded to Offer,1
27969140,2/21/2013,19,Responded to Offer,1
27987078,1/6/2013,21,Responded to Offer,1
28246421,1/4/2013,13,Responded to Offer,1
28290566,1/1/2013,18,Responded to Offer,1
28312833,1/7/2013,15,Responded to Offer,1
28312833,1/29/2013,2,Responded to Offer,1
28347378,1/28/2013,19,Responded to Offer,1
28402379,1/11/2013,8,Responded to Offer,1
28501660,1/15/2013,3,Responded to Offer,1
28547557,2/5/2013,0,Responded to Offer,1
28591874,1/18/2013,16,Responded to Offer,1
28614868,1/11/2013,2,Responded to Offer,1
28647466,1/28/2013,10,Responded to Offer,1
28674398,3/4/2013,22,Responded to Offer,1
28747623,1/20/2013,2,Responded to Offer,1
28752628,1/28/2013,18,Responded to Offer,1
28938055,1/21/2013,3,Responded to Offer,1
28949117,1/3/2013,23,Responded to Offer,1
28963982,1/1/2013,23,Responded to Offer,1
29164091,2/14/2013,6,Responded to Offer,1
29193044,1/10/2013,19,Responded to Offer,1
29193387,1/2/2013,14,Responded to Offer,1
29368450,2/7/2013,6,Responded to Offer,1
29525621,2/28/2013,15,Responded to Offer,1
29601578,3/3/2013,2,Responded to Offer,1
29601578,3/8/2013,11,Responded to Offer,1
29808499,1/1/2013,23,Responded to Offer,1
29904824,1/24/2013,0,Responded to Offer,1
29918700,1/21/2013,9,Responded to Offer,1
29918700,2/16/2013,0,Responded to Offer,1
29989837,1/4/2013,14,Responded to Offer,1
30151165,1/22/2013,13,Responded to Offer,1
30174109,1/21/2013,19,Responded to Offer,1
30175732,2/21/2013,22,Responded to Offer,1
30366220,1/12/2013,16,Responded to Offer,1
30367419,1/13/2013,21,Responded to Offer,1
30386787,3/9/2013,6,Responded to Offer,1
30386787,1/2/2013,5,Responded to Offer,1
30410587,1/18/2013,8,Responded to Offer,1
30492161,1/22/2013,4,Responded to Offer,1
30838556,2/21/2013,2,Responded to Offer,1
30888393,2/25/2013,3,Responded to Offer,1
30888393,1/21/2013,4,Responded to Offer,1
30907900,2/28/2013,16,Responded to Offer,1
30921272,1/16/2013,11,Responded to Offer,1
31023386,1/21/2013,9,Responded to Offer,1
31044297,3/6/2013,3,Responded to Offer,1
31044297,1/18/2013,16,Responded to Offer,1
31054752,3/8/2013,3,Responded to Offer,1
31120612,3/9/2013,18,Responded to Offer,1
31159139,1/8/2013,17,Responded to Offer,1
31246963,1/8/2013,3,Responded to Offer,1
31273705,1/12/2013,18,Responded to Offer,1
31360862,2/11/2013,18,Responded to Offer,1
31360862,1/30/2013,3,Responded to Offer,1
31526057,2/27/2013,11,Responded to Offer,1
31815297,1/26/2013,7,Responded to Offer,1
31815297,3/7/2013,18,Responded to Offer,1
31913627,1/1/2013,16,Responded to Offer,1
31924010,3/5/2013,12,Responded to Offer,1
32014380,1/20/2013,5,Responded to Offer,1
32021082,1/26/2013,4,Responded to Offer,1
32169028,2/21/2013,6,Responded to Offer,1
32176930,2/5/2013,1,Responded to Offer,1
32321737,1/4/2013,22,Responded to Offer,1
32359555,1/9/2013,21,Responded to Offer,1
32492937,1/6/2013,14,Responded to Offer,1
32495579,1/2/2013,11,Responded to Offer,1
32506560,3/9/2013,15,Responded to Offer,1
32636226,3/9/2013,9,Responded to Offer,1
32676648,1/12/2013,17,Responded to Offer,1
32742098,1/27/2013,8,Responded to Offer,1
32752644,2/5/2013,12,Responded to Offer,1
32765468,1/10/2013,15,Responded to Offer,1
32939233,2/10/2013,23,Responded to Offer,1
33057956,2/1/2013,16,Responded to Offer,1
33066023,2/16/2013,7,Responded to Offer,1
33118084,1/19/2013,2,Responded to Offer,1
33152833,2/11/2013,21,Responded to Offer,1
33174201,2/15/2013,3,Responded to Offer,1
33188004,1/2/2013,23,Responded to Offer,1
33188306,1/23/2013,2,Responded to Offer,1
33214665,1/9/2013,18,Responded to Offer,1
33224415,2/25/2013,13,Responded to Offer,1
33258110,2/12/2013,3,Responded to Offer,1
33258110,2/20/2013,8,Responded to Offer,1
33522043,2/20/2013,20,Responded to Offer,1
33557757,2/14/2013,15,Responded to Offer,1
33665982,1/15/2013,16,Responded to Offer,1
33676156,2/21/2013,15,Responded to Offer,1
33676156,1/24/2013,12,Responded to Offer,1
33684886,2/23/2013,1,Responded to Offer,1
33688168,2/18/2013,12,Responded to Offer,1
34012792,3/6/2013,18,Responded to Offer,1
34023452,1/9/2013,15,Responded to Offer,1
34100091,2/11/2013,3,Responded to Offer,1
34231688,1/18/2013,0,Responded to Offer,1
34459774,1/29/2013,12,Responded to Offer,1
34465526,1/27/2013,3,Responded to Offer,1
34471439,3/6/2013,16,Responded to Offer,1
34548532,2/17/2013,12,Responded to Offer,1
34799373,1/11/2013,0,Responded to Offer,1
34817711,2/8/2013,7,Responded to Offer,1
34905933,1/4/2013,1,Responded to Offer,1
34949215,2/5/2013,12,Responded to Offer,1
35027585,1/23/2013,21,Responded to Offer,1
35075706,2/21/2013,18,Responded to Offer,1
35176786,2/26/2013,9,Responded to Offer,1
35186477,2/19/2013,3,Responded to Offer,1
35187024,2/21/2013,0,Responded to Offer,1
35253108,1/26/2013,10,Responded to Offer,1
35264307,2/28/2013,3,Responded to Offer,1
35459699,3/7/2013,17,Responded to Offer,1
35473612,1/10/2013,0,Responded to Offer,1
35525791,2/9/2013,8,Responded to Offer,1
35526543,2/17/2013,4,Responded to Offer,1
35548060,2/16/2013,14,Responded to Offer,1
35548060,1/7/2013,4,Responded to Offer,1
35586595,2/7/2013,23,Responded to Offer,1
35586595,3/7/2013,20,Responded to Offer,1
35586595,2/10/2013,16,Responded to Offer,1
35605138,1/4/2013,10,Responded to Offer,1
35681141,1/24/2013,13,Responded to Offer,1
35733717,2/12/2013,9,Responded to Offer,1
35775376,2/14/2013,0,Responded to Offer,1
35780350,3/2/2013,15,Responded to Offer,1
35860317,2/25/2013,14,Responded to Offer,1
35885483,1/2/2013,19,Responded to Offer,1
35885483,3/5/2013,17,Responded to Offer,1
35918214,1/5/2013,1,Responded to Offer,1
36023043,3/7/2013,12,Responded to Offer,1
36042357,1/21/2013,5,Responded to Offer,1
36079655,1/9/2013,22,Responded to Offer,1
36081704,1/10/2013,5,Responded to Offer,1
36098302,1/20/2013,9,Responded to Offer,1
36162854,1/11/2013,21,Responded to Offer,1
36245692,2/19/2013,12,Responded to Offer,1
36305526,2/19/2013,15,Responded to Offer,1
36368470,1/20/2013,9,Responded to Offer,1
36370023,2/2/2013,2,Responded to Offer,1
36463971,2/9/2013,18,Responded to Offer,1
36691179,1/30/2013,4,Responded to Offer,1
36784588,2/2/2013,9,Responded to Offer,1
36896006,2/7/2013,15,Responded to Offer,1
36896006,1/18/2013,14,Responded to Offer,1
36942592,2/9/2013,19,Responded to Offer,1
36959837,2/10/2013,13,Responded to Offer,1
37063136,2/24/2013,13,Responded to Offer,1
37100038,3/7/2013,15,Responded to Offer,1
37106413,1/30/2013,9,Responded to Offer,1
37136268,2/6/2013,21,Responded to Offer,1
37348350,2/11/2013,8,Responded to Offer,1
37536218,1/12/2013,13,Responded to Offer,1
37829439,1/25/2013,22,Responded to Offer,1
37829439,1/2/2013,21,Responded to Offer,1
37885721,1/24/2013,0,Responded to Offer,1
38027636,1/5/2013,17,Responded to Offer,1
38027636,1/18/2013,2,Responded to Offer,1
38149037,2/28/2013,17,Responded to Offer,1
38169442,2/15/2013,18,Responded to Offer,1
38175275,2/13/2013,10,Responded to Offer,1
38244619,3/1/2013,17,Responded to Offer,1
38380607,1/29/2013,11,Responded to Offer,1
38380607,1/12/2013,17,Responded to Offer,1
38462224,2/7/2013,15,Responded to Offer,1
38502500,3/9/2013,11,Responded to Offer,1
38518964,2/21/2013,12,Responded to Offer,1
38614897,1/14/2013,15,Responded to Offer,1
38734391,2/20/2013,12,Responded to Offer,1
38759977,2/13/2013,18,Responded to Offer,1
38760858,2/14/2013,2,Responded to Offer,1
38799486,2/27/2013,4,Responded to Offer,1
38833118,2/22/2013,1,Responded to Offer,1
38930875,1/10/2013,11,Responded to Offer,1
38999704,1/28/2013,3,Responded to Offer,1
39128660,1/9/2013,16,Responded to Offer,1
39140155,3/8/2013,18,Responded to Offer,1
39151008,2/12/2013,20,Responded to Offer,1
39328205,3/3/2013,23,Responded to Offer,1
39508164,1/8/2013,19,Responded to Offer,1
39527988,1/24/2013,17,Responded to Offer,1
39609950,1/22/2013,5,Responded to Offer,1
39631908,1/29/2013,14,Responded to Offer,1
39937448,3/8/2013,8,Responded to Offer,1
39954886,3/9/2013,10,Responded to Offer,1
39954886,2/25/2013,14,Responded to Offer,1
40025352,2/26/2013,4,Responded to Offer,1
40036394,1/5/2013,14,Responded to Offer,1
40215193,1/14/2013,15,Responded to Offer,1
40357658,3/4/2013,3,Responded to Offer,1
40563115,2/2/2013,5,Responded to Offer,1
40593560,3/9/2013,17,Responded to Offer,1
40635661,2/7/2013,5,Responded to Offer,1
40686212,2/27/2013,13,Responded to Offer,1
40842369,1/26/2013,5,Responded to Offer,1
40869626,2/16/2013,8,Responded to Offer,1
40882929,1/30/2013,11,Responded to Offer,1
40977295,2/22/2013,2,Responded to Offer,1
41062456,2/26/2013,13,Responded to Offer,1
41117957,1/11/2013,8,Responded to Offer,1
41140457,2/19/2013,21,Responded to Offer,1
41205215,1/14/2013,6,Responded to Offer,1
41303439,1/7/2013,6,Responded to Offer,1
41365196,1/19/2013,10,Responded to Offer,1
41663185,1/14/2013,8,Responded to Offer,1
41830350,1/2/2013,10,Responded to Offer,1
41937343,1/4/2013,0,Responded to Offer,1
41965372,1/21/2013,5,Responded to Offer,1
41965372,2/1/2013,18,Responded to Offer,1
41975824,1/4/2013,2,Responded to Offer,1
41999366,1/4/2013,20,Responded to Offer,1
42053323,1/10/2013,6,Responded to Offer,1
42073392,2/23/2013,10,Responded to Offer,1
42073392,2/8/2013,23,Responded to Offer,1
42091037,1/12/2013,13,Responded to Offer,1
42100754,2/9/2013,7,Responded to Offer,1
42236415,3/1/2013,20,Responded to Offer,1
42260819,1/22/2013,10,Responded to Offer,1
42260819,3/1/2013,23,Responded to Offer,1
42276500,1/26/2013,2,Responded to Offer,1
42340548,1/28/2013,19,Responded to Offer,1
42348523,2/27/2013,1,Responded to Offer,1
42581765,3/5/2013,18,Responded to Offer,1
42636086,2/5/2013,21,Responded to Offer,1
42782183,3/2/2013,19,Responded to Offer,1
42828767,2/22/2013,7,Responded to Offer,1
42849361,1/30/2013,10,Responded to Offer,1
42851581,2/24/2013,17,Responded to Offer,1
42891499,2/10/2013,7,Responded to Offer,1
42953630,1/30/2013,19,Responded to Offer,1
43069197,2/2/2013,10,Responded to Offer,1
43169923,2/11/2013,9,Responded to Offer,1
43178627,2/22/2013,11,Responded to Offer,1
43178627,1/19/2013,8,Responded to Offer,1
43207424,3/2/2013,8,Responded to Offer,1
43228908,2/25/2013,11,Responded to Offer,1
43232646,1/1/2013,0,Responded to Offer,1
43246367,3/3/2013,9,Responded to Offer,1
43246367,2/13/2013,10,Responded to Offer,1
43246367,1/4/2013,10,Responded to Offer,1
43246841,3/9/2013,15,Responded to Offer,1
43421077,2/4/2013,1,Responded to Offer,1
43441587,1/24/2013,3,Responded to Offer,1
43441587,2/26/2013,0,Responded to Offer,1
43441587,2/19/2013,10,Responded to Offer,1
43441587,3/5/2013,8,Responded to Offer,1
43450577,1/13/2013,0,Responded to Offer,1
43486486,3/8/2013,14,Responded to Offer,1
43486486,1/9/2013,0,Responded to Offer,1
43596598,2/6/2013,0,Responded to Offer,1
43598612,2/20/2013,13,Responded to Offer,1
43629239,1/31/2013,5,Responded to Offer,1
43673246,1/8/2013,17,Responded to Offer,1
43770466,1/4/2013,13,Responded to Offer,1
43797065,1/23/2013,2,Responded to Offer,1
43797065,1/18/2013,12,Responded to Offer,1
44101838,3/9/2013,3,Responded to Offer,1
44264844,2/26/2013,16,Responded to Offer,1
44285933,3/8/2013,21,Responded to Offer,1
44321941,2/5/2013,6,Responded to Offer,1
44339562,1/20/2013,16,Responded to Offer,1
44351940,2/3/2013,9,Responded to Offer,1
44361608,2/15/2013,7,Responded to Offer,1
44385275,3/6/2013,13,Responded to Offer,1
44552867,1/16/2013,0,Responded to Offer,1
44594970,2/17/2013,18,Responded to Offer,1
44673220,2/19/2013,11,Responded to Offer,1
44703867,3/2/2013,20,Responded to Offer,1
44739720,1/13/2013,18,Responded to Offer,1
44745673,1/26/2013,9,Responded to Offer,1
44745673,1/31/2013,15,Responded to Offer,1
44804114,1/12/2013,18,Responded to Offer,1
44983866,2/17/2013,16,Responded to Offer,1
45086349,2/27/2013,4,Responded to Offer,1
45176993,2/28/2013,16,Responded to Offer,1
45331451,3/3/2013,13,Responded to Offer,1
45451872,3/1/2013,6,Responded to Offer,1
45482478,1/6/2013,12,Responded to Offer,1
45544541,1/10/2013,2,Responded to Offer,1
45544541,2/17/2013,22,Responded to Offer,1
45735372,3/9/2013,10,Responded to Offer,1
45746769,1/14/2013,5,Responded to Offer,1
45762381,2/26/2013,0,Responded to Offer,1
45797898,1/16/2013,21,Responded to Offer,1
45907173,1/23/2013,9,Responded to Offer,1
45945585,2/26/2013,1,Responded to Offer,1
45947040,1/6/2013,1,Responded to Offer,1
45956057,1/27/2013,10,Responded to Offer,1
45990960,1/28/2013,13,Responded to Offer,1
46136061,2/3/2013,6,Responded to Offer,1
46173022,2/14/2013,4,Responded to Offer,1
46323059,2/24/2013,11,Responded to Offer,1
46373616,3/3/2013,12,Responded to Offer,1
46383691,1/23/2013,20,Responded to Offer,1
46495268,3/8/2013,15,Responded to Offer,1
46495268,2/8/2013,1,Responded to Offer,1
46507764,2/27/2013,3,Responded to Offer,1
46564496,1/20/2013,8,Responded to Offer,1
46601277,1/18/2013,10,Responded to Offer,1
46637847,3/2/2013,8,Responded to Offer,1
46711136,1/16/2013,20,Responded to Offer,1
46734326,2/25/2013,23,Responded to Offer,1
46779763,3/9/2013,2,Responded to Offer,1
46791137,1/18/2013,3,Responded to Offer,1
46791137,1/9/2013,1,Responded to Offer,1
46949805,2/22/2013,3,Responded to Offer,1
46960754,2/23/2013,3,Responded to Offer,1
46998046,1/11/2013,21,Responded to Offer,1
46998754,1/13/2013,1,Responded to Offer,1
47005350,2/19/2013,5,Responded to Offer,1
47173087,1/10/2013,3,Responded to Offer,1
47342470,1/19/2013,21,Responded to Offer,1
47404169,2/8/2013,19,Responded to Offer,1
47452425,1/14/2013,10,Responded to Offer,1
47499634,1/15/2013,4,Responded to Offer,1
47649931,1/8/2013,19,Responded to Offer,1
47714246,1/31/2013,2,Responded to Offer,1
47726550,2/18/2013,16,Responded to Offer,1
47770471,1/8/2013,15,Responded to Offer,1
47904597,1/17/2013,13,Responded to Offer,1
47967984,2/22/2013,21,Responded to Offer,1
47967984,1/29/2013,5,Responded to Offer,1
48061565,2/4/2013,0,Responded to Offer,1
48111823,1/5/2013,13,Responded to Offer,1
48111823,2/5/2013,8,Responded to Offer,1
48181727,1/30/2013,12,Responded to Offer,1
48216597,2/14/2013,22,Responded to Offer,1
48258220,2/6/2013,10,Responded to Offer,1
48275079,1/9/2013,16,Responded to Offer,1
48470857,2/22/2013,10,Responded to Offer,1
48554464,2/23/2013,0,Responded to Offer,1
48578174,2/23/2013,2,Responded to Offer,1
48611855,2/1/2013,18,Responded to Offer,1
48740427,1/10/2013,17,Responded to Offer,1
48798794,1/11/2013,0,Responded to Offer,1
48798794,2/17/2013,15,Responded to Offer,1
48843764,3/6/2013,21,Responded to Offer,1
48901857,3/7/2013,20,Responded to Offer,1
49042142,3/5/2013,20,Responded to Offer,1
49069753,1/20/2013,23,Responded to Offer,1
49072963,1/5/2013,12,Responded to Offer,1
49282430,1/5/2013,10,Responded to Offer,1
49350780,1/30/2013,2,Responded to Offer,1
49474320,3/7/2013,4,Responded to Offer,1
49474320,1/11/2013,23,Responded to Offer,1
49474320,2/16/2013,14,Responded to Offer,1
49736516,2/9/2013,6,Responded to Offer,1
49736516,2/5/2013,17,Responded to Offer,1
49772791,1/26/2013,17,Responded to Offer,1
49875508,1/21/2013,18,Responded to Offer,1
50115247,2/23/2013,14,Responded to Offer,1
50115247,1/24/2013,13,Responded to Offer,1
50183310,3/6/2013,8,Responded to Offer,1
50227649,2/11/2013,5,Responded to Offer,1
50269220,1/4/2013,9,Responded to Offer,1
50269220,2/22/2013,11,Responded to Offer,1
50299035,1/26/2013,1,Responded to Offer,1
50315484,2/20/2013,11,Responded to Offer,1
50372058,1/10/2013,14,Responded to Offer,1
50437137,1/8/2013,0,Responded to Offer,1
50636499,1/25/2013,3,Responded to Offer,1
50645662,2/21/2013,20,Responded to Offer,1
50670607,2/6/2013,7,Responded to Offer,1
51078662,1/26/2013,15,Responded to Offer,1
51084018,1/9/2013,18,Responded to Offer,1
51192286,3/9/2013,14,Responded to Offer,1
51264238,1/9/2013,10,Responded to Offer,1
51320873,2/11/2013,21,Responded to Offer,1
51346271,2/7/2013,5,Responded to Offer,1
51498376,3/5/2013,19,Responded to Offer,1
51506188,2/22/2013,4,Responded to Offer,1
51713374,2/13/2013,2,Responded to Offer,1
51822127,1/4/2013,6,Responded to Offer,1
51901916,1/14/2013,1,Responded to Offer,1
51936258,3/1/2013,4,Responded to Offer,1
51974504,1/7/2013,8,Responded to Offer,1
52072349,1/17/2013,0,Responded to Offer,1
52199835,3/6/2013,18,Responded to Offer,1
52415814,2/2/2013,19,Responded to Offer,1
52430702,2/3/2013,14,Responded to Offer,1
52616325,1/17/2013,5,Responded to Offer,1
52626684,1/24/2013,23,Responded to Offer,1
52648253,1/30/2013,3,Responded to Offer,1
52741571,2/12/2013,5,Responded to Offer,1
52985283,1/25/2013,5,Responded to Offer,1
53001890,2/1/2013,4,Responded to Offer,1
53001890,1/22/2013,1,Responded to Offer,1
53071639,12/31/2012,23,Responded to Offer,1
53071639,1/4/2013,8,Responded to Offer,1
53117639,2/24/2013,22,Responded to Offer,1
53131295,3/8/2013,17,Responded to Offer,1
53131295,1/23/2013,2,Responded to Offer,1
53247883,3/9/2013,10,Responded to Offer,1
53328651,3/8/2013,1,Responded to Offer,1
53328651,2/9/2013,22,Responded to Offer,1
53384810,1/26/2013,23,Responded to Offer,1
53399602,2/23/2013,17,Responded to Offer,1
53399602,1/14/2013,20,Responded to Offer,1
53433917,1/21/2013,1,Responded to Offer,1
53560094,2/7/2013,5,Responded to Offer,1
53675965,2/18/2013,0,Responded to Offer,1
53829815,1/15/2013,9,Responded to Offer,1
53856040,2/6/2013,3,Responded to Offer,1
53856040,1/8/2013,5,Responded to Offer,1
53981827,2/10/2013,20,Responded to Offer,1
54068199,1/20/2013,0,Responded to Offer,1
54173132,1/25/2013,3,Responded to Offer,1
54244722,1/9/2013,10,Responded to Offer,1
54378643,1/28/2013,20,Responded to Offer,1
54398526,2/17/2013,16,Responded to Offer,1
54464603,2/11/2013,4,Responded to Offer,1
54655872,2/23/2013,6,Responded to Offer,1
54668863,1/26/2013,8,Responded to Offer,1
54668863,2/3/2013,4,Responded to Offer,1
54740978,2/21/2013,20,Responded to Offer,1
54827429,2/19/2013,12,Responded to Offer,1
54827429,2/21/2013,12,Responded to Offer,1
54854734,2/25/2013,4,Responded to Offer,1
54951006,3/3/2013,5,Responded to Offer,1
55017050,3/4/2013,12,Responded to Offer,1
55037287,2/27/2013,4,Responded to Offer,1
55110191,2/18/2013,16,Responded to Offer,1
55143374,1/29/2013,12,Responded to Offer,1
55156496,2/10/2013,18,Responded to Offer,1
55196392,2/17/2013,10,Responded to Offer,1
55292222,2/8/2013,18,Responded to Offer,1
55367214,1/4/2013,7,Responded to Offer,1
55383550,1/4/2013,22,Responded to Offer,1
55461697,3/6/2013,19,Responded to Offer,1
55482074,3/8/2013,3,Responded to Offer,1
55494426,3/9/2013,10,Responded to Offer,1
55553546,1/14/2013,1,Responded to Offer,1
55553546,3/6/2013,3,Responded to Offer,1
55671684,1/26/2013,23,Responded to Offer,1
55755301,2/26/2013,13,Responded to Offer,1
55766076,1/17/2013,3,Responded to Offer,1
55777263,1/26/2013,8,Responded to Offer,1
55777263,1/9/2013,7,Responded to Offer,1
55831753,2/26/2013,21,Responded to Offer,1
55831753,1/18/2013,20,Responded to Offer,1
55895734,2/21/2013,9,Responded to Offer,1
55899315,2/23/2013,21,Responded to Offer,1
55935734,1/16/2013,3,Responded to Offer,1
55947453,1/26/2013,20,Responded to Offer,1
55976731,2/24/2013,12,Responded to Offer,1
55976731,1/23/2013,0,Responded to Offer,1
55981190,2/16/2013,15,Responded to Offer,1
56221012,2/13/2013,3,Responded to Offer,1
56367778,1/3/2013,10,Responded to Offer,1
56373231,2/20/2013,2,Responded to Offer,1
56374505,2/23/2013,22,Responded to Offer,1
56374505,2/28/2013,14,Responded to Offer,1
56665109,2/14/2013,20,Responded to Offer,1
56688143,1/26/2013,1,Responded to Offer,1
56715649,1/30/2013,6,Responded to Offer,1
56847350,2/23/2013,22,Responded to Offer,1
56923818,2/16/2013,9,Responded to Offer,1
57052122,2/22/2013,1,Responded to Offer,1
57249264,1/7/2013,9,Responded to Offer,1
57351518,2/17/2013,13,Responded to Offer,1
57365973,1/27/2013,16,Responded to Offer,1
57488702,2/24/2013,8,Responded to Offer,1
57575867,2/13/2013,12,Responded to Offer,1
57650734,1/6/2013,14,Responded to Offer,1
57798828,2/8/2013,18,Responded to Offer,1
57866918,1/12/2013,19,Responded to Offer,1
58032219,1/5/2013,7,Responded to Offer,1
58126325,3/5/2013,12,Responded to Offer,2
58126931,1/22/2013,5,Responded to Offer,1
58253359,2/1/2013,13,Responded to Offer,1
58374018,3/5/2013,6,Responded to Offer,1
58430255,2/1/2013,16,Responded to Offer,1
58434935,1/11/2013,8,Responded to Offer,1
58521726,3/8/2013,8,Responded to Offer,1
58575158,2/10/2013,20,Responded to Offer,1
58668745,1/28/2013,16,Responded to Offer,1
58956800,1/1/2013,10,Responded to Offer,1
59101101,1/23/2013,4,Responded to Offer,1
59109640,3/2/2013,3,Responded to Offer,1
59173896,1/24/2013,21,Responded to Offer,1
59460696,1/19/2013,15,Responded to Offer,1
59575036,3/6/2013,19,Responded to Offer,1
59633540,3/2/2013,6,Responded to Offer,1
59659639,3/2/2013,2,Responded to Offer,1
59684731,3/7/2013,23,Responded to Offer,1
59696083,1/15/2013,18,Responded to Offer,1
59829753,1/11/2013,16,Responded to Offer,1
59965942,1/10/2013,6,Responded to Offer,1
60123094,1/23/2013,13,Responded to Offer,1
60536737,2/4/2013,16,Responded to Offer,1
60598734,1/12/2013,0,Responded to Offer,1
60713545,2/12/2013,1,Responded to Offer,1
60755858,2/13/2013,11,Responded to Offer,1
60838370,1/8/2013,15,Responded to Offer,1
60843424,2/17/2013,15,Responded to Offer,1
61063988,2/3/2013,20,Responded to Offer,1
61077856,3/1/2013,19,Responded to Offer,1
61094784,1/1/2013,3,Responded to Offer,1
61110663,1/14/2013,3,Responded to Offer,1
61110663,2/18/2013,22,Responded to Offer,1
61183060,1/31/2013,11,Responded to Offer,1
61242316,1/15/2013,17,Responded to Offer,1
61479267,1/8/2013,7,Responded to Offer,1
61479267,1/2/2013,15,Responded to Offer,1
61525477,3/2/2013,6,Responded to Offer,1
61525477,1/10/2013,14,Responded to Offer,1
61753704,2/10/2013,11,Responded to Offer,1
61754244,2/13/2013,4,Responded to Offer,1
61864608,1/25/2013,11,Responded to Offer,1
61983398,2/28/2013,22,Responded to Offer,1
62087045,2/6/2013,4,Responded to Offer,1
62170342,1/6/2013,10,Responded to Offer,1
62174551,1/9/2013,19,Responded to Offer,1
62177000,3/9/2013,15,Responded to Offer,1
62236196,2/3/2013,5,Responded to Offer,1
62246230,1/2/2013,14,Responded to Offer,1
62345592,1/29/2013,20,Responded to Offer,1
62430331,2/18/2013,10,Responded to Offer,1
62460324,2/19/2013,14,Responded to Offer,1
62516069,1/12/2013,4,Responded to Offer,1
62521637,1/22/2013,20,Responded to Offer,1
62537918,1/31/2013,13,Responded to Offer,1
62537918,1/18/2013,14,Responded to Offer,1
62600078,2/15/2013,8,Responded to Offer,1
62615748,1/8/2013,23,Responded to Offer,1
62633610,3/2/2013,8,Responded to Offer,1
62648103,2/27/2013,19,Responded to Offer,1
62670610,1/9/2013,5,Responded to Offer,1
62702308,2/27/2013,3,Responded to Offer,1
62859646,1/25/2013,21,Responded to Offer,1
62963627,1/24/2013,8,Responded to Offer,1
63219330,2/23/2013,7,Responded to Offer,1
63378129,1/2/2013,16,Responded to Offer,1
63549760,1/27/2013,13,Responded to Offer,1
63588664,1/17/2013,15,Responded to Offer,1
63611780,1/25/2013,14,Responded to Offer,1
63673478,3/3/2013,7,Responded to Offer,1
63688059,2/12/2013,9,Responded to Offer,1
63696555,3/2/2013,0,Responded to Offer,1
63707075,2/24/2013,15,Responded to Offer,1
63764080,1/3/2013,9,Responded to Offer,1
63792059,1/13/2013,21,Responded to Offer,1
63794712,1/4/2013,14,Responded to Offer,1
63794712,2/12/2013,21,Responded to Offer,1
63839568,1/6/2013,6,Responded to Offer,1
63994305,2/20/2013,1,Responded to Offer,1
63997670,1/13/2013,11,Responded to Offer,1
64091868,2/16/2013,21,Responded to Offer,1
64201089,1/13/2013,23,Responded to Offer,1
64263506,1/4/2013,13,Responded to Offer,1
64267700,1/27/2013,11,Responded to Offer,1
64294488,1/28/2013,21,Responded to Offer,1
64807124,2/9/2013,16,Responded to Offer,1
64870256,1/20/2013,5,Responded to Offer,1
64892931,1/15/2013,21,Responded to Offer,1
64943051,1/9/2013,10,Responded to Offer,1
64980034,1/17/2013,15,Responded to Offer,1
65237513,2/5/2013,6,Responded to Offer,1
65346879,2/25/2013,5,Responded to Offer,1
65346879,1/24/2013,13,Responded to Offer,1
65366444,1/15/2013,12,Responded to Offer,1
65382968,1/16/2013,21,Responded to Offer,1
65412237,2/26/2013,8,Responded to Offer,1
65432975,2/15/2013,6,Responded to Offer,1
65513004,3/2/2013,18,Responded to Offer,1
65580285,1/1/2013,1,Responded to Offer,1
65580285,1/5/2013,20,Responded to Offer,1
65674277,1/11/2013,19,Responded to Offer,1
65711111,1/21/2013,23,Responded to Offer,1
65795965,1/20/2013,0,Responded to Offer,1
65801776,2/9/2013,13,Responded to Offer,1
65964151,3/3/2013,12,Responded to Offer,1
66042439,2/4/2013,9,Responded to Offer,1
66049083,1/31/2013,16,Responded to Offer,1
66049083,2/19/2013,13,Responded to Offer,1
66084293,2/3/2013,0,Responded to Offer,1
66094396,3/3/2013,22,Responded to Offer,1
66262427,2/10/2013,2,Responded to Offer,1
66325655,2/14/2013,15,Responded to Offer,1
66330343,2/25/2013,13,Responded to Offer,1
66342199,2/24/2013,10,Responded to Offer,1
66384771,1/1/2013,19,Responded to Offer,1
66439432,1/19/2013,8,Responded to Offer,1
66445129,2/19/2013,22,Responded to Offer,1
66677271,2/24/2013,19,Responded to Offer,1
66690721,1/27/2013,6,Responded to Offer,1
66690721,1/7/2013,13,Responded to Offer,1
66783066,1/21/2013,16,Responded to Offer,1
66785058,2/27/2013,18,Responded to Offer,1
66842468,3/6/2013,10,Responded to Offer,1
66844625,3/3/2013,22,Responded to Offer,1
66867194,3/7/2013,22,Responded to Offer,1
66891832,2/26/2013,22,Responded to Offer,1
66915119,1/9/2013,10,Responded to Offer,1
66932821,1/25/2013,8,Responded to Offer,1
67065832,1/24/2013,11,Responded to Offer,1
67207213,1/25/2013,1,Responded to Offer,1
67207213,1/17/2013,7,Responded to Offer,1
