Dummy;Class;Component #;Support;CPM;Measure;Prior_Measure;Measure_Direction;Measure_Desc;RPM;Prior_Measure_predicted;Maintenance_Required?;Maintenance_Item;Metric_desc;Count
30;2;12;1;0;3.5;0;ao;NF_Ax;1500;0.32933;No;N/A;N/A;1
30;2;14;1;0;1.3;0;vo;NF_Vx;1500;0.17249;No;N/A;N/A;1
30;2;15;1;0;0.8;0;vv;NF_Vy;1500;0.14725;No;N/A;N/A;1
30;2;16;4;0;5.5;0;ao;NF_Ax;1500;0.63484;No;N/A;N/A;1
30;2;18;4;0;5;0;aa;NF_Az;1500;0.82634;No;N/A;N/A;1
30;2;19;4;0;1.2;0;vo;NF_Vx;1500;0.13054;No;N/A;N/A;1
30;2;20;4;0;4.4;0;vv;NF_Vy;1500;0.26359;No;N/A;N/A;1
30;2;21;4;0;0.8;0;va;NF_Vz;1500;0.21125;No;N/A;N/A;1
30;2;22;2;7500;0.4;0;io;F_Vx;1500;0.05304;No;N/A;N/A;1
30;2;23;2;7500;0.4;0;iv;F_Vy;1500;0.05886;No;N/A;N/A;1
30;2;24;2;7500;0.4;0;ia;F_Vz;1500;0.04707;No;N/A;N/A;1
30;2;25;2;10500;0.4;0;iv;F_Vy;1500;0.04208;No;N/A;N/A;1
30;2;26;2;12000;0.5;0;io;F_Vx;1500;0.02766;No;N/A;N/A;1
30;2;27;2;16000;0.7;0;io;F_Vx;1500;0.03525;No;N/A;N/A;1
30;2;28;2;16000;0.5;0;ia;F_Vz;1500;0.04476;No;N/A;N/A;1
30;2;29;3;15000;1.6;0;io;F_Vx;1500;0.07176;No;N/A;N/A;1
30;2;30;3;15000;1.7;0;iv;F_Vy;1500;0.04208;No;N/A;N/A;1
30;2;31;3;15000;0.5;0;ia;F_Vz;1500;0.04476;No;N/A;N/A;1
30;2;32;3;15000;1.5;0;iv;F_Vy;1500;0.04208;No;N/A;N/A;1
30;2;33;2;1500;1;0;io;F_Vx;1500;0.08163;No;N/A;N/A;1
30;2;34;2;1500;1;0;iv;F_Vy;1500;0.08732;No;N/A;N/A;1
30;2;35;2;1500;0.4;0;ia;F_Vz;1500;0.07594;No;N/A;N/A;1
30;2;36;3;25000;2.25;0;iv;F_Vy;1500;0.03821;No;N/A;N/A;1
30;2;37;4;34000;3.2;0;iv;F_Vy;1500;0.03821;No;N/A;N/A;1
30;2;38;3;27000;1.9;0;io;F_Vx;1500;0.08449;No;N/A;N/A;1
30;2;39;3;30000;2.25;0;io;F_Vx;1500;0.16537;No;N/A;N/A;1
30;2;40;3;30000;0.9;0;ia;F_Vz;1500;0.0375;No;N/A;N/A;1
30;2;41;3;34000;2.45;0;iv;F_Vy;1500;0.03771;No;N/A;N/A;1
30;2;42;3;35000;1.9;0;ia;F_Vz;1500;0.0375;No;N/A;N/A;1
30;2;43;4;1500;0.8;0;iv;F_Vy;1500;0.08541;No;N/A;N/A;1
30;2;44;4;27000;1.1;0;iv;F_Vy;1500;0.03629;No;N/A;N/A;1
30;2;45;4;34000;3.2;0;ma;Missing;1500;0.00516;No;N/A;N/A;1
31;2;2;2;0;6.5;0;aa;NF_Az;1500;0.82634;No;N/A;N/A;1
31;2;3;2;0;1.95;0;vo;NF_Vx;1500;0.19212;No;N/A;N/A;1
31;2;4;2;0;1.85;0;vv;NF_Vy;1500;0.17811;No;N/A;N/A;1
31;2;5;2;0;1.2;0;va;NF_Vz;1500;0.21125;No;N/A;N/A;1
31;2;6;1;0;4.25;0;ao;NF_Ax;1500;0.45377;No;N/A;N/A;1
31;2;8;1;0;1.7;0;vo;NF_Vx;1500;0.19212;No;N/A;N/A;1
31;2;9;1;0;0.85;0;vv;NF_Vy;1500;0.14725;No;N/A;N/A;1
31;2;12;3;0;4;0;vo;NF_Vx;1500;0.27675;No;N/A;N/A;1
31;2;13;3;0;7.7;0;vv;NF_Vy;1500;0.3434;No;N/A;N/A;1
31;2;14;4;0;4.75;0;ao;NF_Ax;1500;0.72;No;N/A;N/A;1
31;2;16;4;0;6;0;aa;NF_Az;1500;0.82634;No;N/A;N/A;1
31;2;17;4;0;1.4;0;vo;NF_Vx;1500;0.16454;No;N/A;N/A;1
31;2;18;4;0;2.9;0;vv;NF_Vy;1500;0.26359;No;N/A;N/A;1
31;2;19;4;0;2.5;0;va;NF_Vz;1500;0.21125;No;N/A;N/A;1
31;2;20;2;3000;0.3;0;io;F_Vx;1500;0.04915;No;N/A;N/A;1
31;2;21;2;3000;0.4;0;iv;F_Vy;1500;0.05488;No;N/A;N/A;1
31;2;22;1;1500;0.2;0;io;F_Vx;1500;0.09461;No;N/A;N/A;1
31;2;23;1;6000;0.45;0;io;F_Vx;1500;0.04761;No;N/A;N/A;1
31;2;24;1;10500;0.65;0;io;F_Vx;1500;0.03419;No;N/A;N/A;1
31;2;25;1;15000;0.85;0;io;F_Vx;1500;0.03419;No;N/A;N/A;1
31;2;26;4;1500;0.3;0;io;F_Vx;1500;0.08111;No;N/A;N/A;1
31;2;27;4;1500;0.8;0;iv;F_Vy;1500;0.08732;No;N/A;N/A;1
31;2;28;4;1500;0.45;0;ia;F_Vz;1500;0.07594;No;N/A;N/A;1
31;2;29;4;3000;0.3;0;iv;F_Vy;1500;0.05488;No;N/A;N/A;1
31;2;30;4;25000;0.55;0;io;F_Vx;1500;0.02277;No;N/A;N/A;1
31;2;31;4;25000;1.45;0;iv;F_Vy;1500;0.03821;No;N/A;N/A;1
31;2;32;4;26000;1.4;0;ia;F_Vz;1500;0.0375;No;N/A;N/A;1
31;2;33;4;32000;0.6;0;io;F_Vx;1500;0.02033;No;N/A;N/A;1
31;2;34;4;34000;1.8;0;iv;F_Vy;1500;0.03821;No;N/A;N/A;1
31;2;35;4;34000;1.55;0;ia;F_Vz;1500;0.0375;No;N/A;N/A;1
31;2;36;2;7500;0.5;0;iv;F_Vy;1500;0.05886;No;N/A;N/A;1
31;2;37;2;7500;0.5;0;ia;F_Vz;1500;0.04707;No;N/A;N/A;1
31;2;38;2;12000;0.65;0;io;F_Vx;1500;0.03907;No;N/A;N/A;1
31;2;39;2;15000;0.55;0;io;F_Vx;1500;0.03148;No;N/A;N/A;1
31;2;40;2;1500;1;0;io;F_Vx;1500;0.08163;No;N/A;N/A;1
31;2;41;2;1500;1.1;0;iv;F_Vy;1500;0.07968;No;N/A;N/A;1
31;2;42;2;1500;0.4;0;ia;F_Vz;1500;0.07594;No;N/A;N/A;1
31;2;43;2;17000;0.55;0;io;F_Vx;1500;0.03148;No;N/A;N/A;1
31;2;44;4;40000;0.5;0;iv;F_Vy;1500;0.03629;No;N/A;N/A;1
31;2;45;4;40000;0.8;0;ia;F_Vz;1500;0.0375;No;N/A;N/A;1
31;2;46;2;30000;0.2;0;io;F_Vx;1500;0.03571;No;N/A;N/A;1
31;2;47;2;30000;0.5;0;iv;F_Vy;1500;0.03629;No;N/A;N/A;1
31;2;48;2;30000;0.35;0;ia;F_Vz;1500;0.0375;No;N/A;N/A;1
31;2;49;3;1500;1.5;0;io;F_Vx;1500;0.10534;No;N/A;N/A;1
31;2;50;3;1500;1.6;0;iv;F_Vy;1500;0.10718;No;N/A;N/A;1
31;2;51;3;4500;0.4;0;io;F_Vx;1500;0.05203;No;N/A;N/A;1
31;2;52;3;15000;0.95;0;iv;F_Vy;1500;0.04278;No;N/A;N/A;1
31;2;53;3;25000;2.8;0;io;F_Vx;1500;0.06018;No;N/A;N/A;1
31;2;54;3;25000;2.6;0;iv;F_Vy;1500;0.0389;No;N/A;N/A;1
31;2;55;3;34000;3.5;0;iv;F_Vy;1500;0.0389;No;N/A;N/A;1
31;2;56;3;40000;2.1;0;iv;F_Vy;1500;0.0389;No;N/A;N/A;1
31;2;57;3;45000;0.5;0;io;F_Vx;1500;0.03898;No;N/A;N/A;1
31;2;58;3;45000;0.7;0;iv;F_Vy;1500;0.0389;No;N/A;N/A;1
31;2;59;3;35000;0.9;0;io;F_Vx;1500;0.03722;No;N/A;N/A;1
31;2;60;3;34000;3.5;0;ma;Missing;1500;0.00516;No;N/A;N/A;1
32;2;9;4;0;1.9;0.8;va;NF_Vz;1500;0.8399;No;N/A;N/A;1
32;2;15;2;0;0.8;0.6;va;NF_Vz;1500;0.91562;No;N/A;N/A;1
32;2;20;1;9000;0.7;0;io;F_Vx;1500;0.05384;No;N/A;N/A;1
32;2;21;4;12000;0.8;0;io;F_Vx;1500;0.04366;No;N/A;N/A;1
32;2;22;4;18000;0.9;0;iv;F_Vy;1500;0.06111;No;N/A;N/A;1
32;2;23;4;21000;0.9;0;ia;F_Vz;1500;0.0375;No;N/A;N/A;1
32;2;24;2;1500;0.2;0.6;io;F_Vx;1500;0.21511;No;N/A;N/A;1
32;2;25;2;1500;0.2;0.75;iv;F_Vy;1500;0.1839;No;N/A;N/A;1
32;2;26;2;3000;0.4;1;io;F_Vx;1500;0.20532;No;N/A;N/A;1
32;2;27;2;6000;1.3;0;io;F_Vx;1500;0.12871;No;N/A;N/A;1
32;2;28;2;6000;0.45;0;iv;F_Vy;1500;0.09191;No;N/A;N/A;1
32;2;29;3;1500;0.6;0.8;io;F_Vx;1500;0.224;No;N/A;N/A;1
32;2;30;3;1500;0.3;0.8;iv;F_Vy;1500;0.1839;No;N/A;N/A;1
32;2;31;3;7500;1;0;io;F_Vx;1500;0.06643;No;N/A;N/A;1
32;2;32;3;9000;0.9;0;io;F_Vx;1500;0.06343;No;N/A;N/A;1
32;2;33;3;12000;0.9;0;io;F_Vx;1500;0.05899;No;N/A;N/A;1
32;2;34;3;18000;0.9;0;io;F_Vx;1500;0.06156;No;N/A;N/A;1
32;2;35;3;18000;1.5;0.4;iv;F_Vy;1500;0.06111;No;N/A;N/A;1
32;2;36;3;24000;2.45;0;iv;F_Vy;1500;0.04128;No;N/A;N/A;1
32;2;37;3;34000;1;0;io;F_Vx;1500;0.04668;No;N/A;N/A;1
32;2;38;4;1500;0.2;0;io;F_Vx;1500;0.20584;No;N/A;N/A;1
32;2;39;4;1500;0.3;0;ia;F_Vz;1500;0.13782;No;N/A;N/A;1
32;2;40;1;6000;1.4;0;io;F_Vx;1500;0.12871;No;N/A;N/A;1
32;2;41;4;7500;0.9;0;io;F_Vx;1500;0.10492;No;N/A;N/A;1
32;2;42;4;35000;0.8;0;io;F_Vx;1500;0.04503;No;N/A;N/A;1
32;2;43;4;35000;2.6;0;iv;F_Vy;1500;0.03937;No;N/A;N/A;1
32;2;44;4;9000;0.8;0;ia;F_Vz;1500;0.06201;No;N/A;N/A;1
32;2;45;4;35000;2.6;0;ma;Missing;1500;0.00516;No;N/A;N/A;1
33;3;16;2;18000;0.5;0;io;F_Vx;3000;0.2002;No;N/A;N/A;1
33;3;17;4;25000;0.9;0;ia;F_Vz;3000;0.08649;No;N/A;N/A;1
33;3;18;4;28000;1.4;0;io;F_Vx;3000;0.14581;No;N/A;N/A;1
33;3;19;1;9000;1.4;0.3;iv;F_Vy;3000;0.09906;No;N/A;N/A;1
33;3;20;1;28000;1.9;0;io;F_Vx;3000;0.20645;No;N/A;N/A;1
33;3;21;1;28000;0.7;0;iv;F_Vy;3000;0.05644;No;N/A;N/A;1
33;3;22;1;37000;0.4;0;iv;F_Vy;3000;0.05644;No;N/A;N/A;1
33;3;23;2;3000;0.4;0.45;io;F_Vx;3000;0.32027;No;N/A;N/A;1
33;3;24;2;3000;0.5;0.6;ia;F_Vz;3000;0.40836;No;N/A;N/A;1
33;3;25;2;6000;0.95;0.9;io;F_Vx;3000;0.33465;No;N/A;N/A;1
33;3;26;2;6000;3.2;2.4;ia;F_Vz;3000;0.56318;No;N/A;N/A;1
33;3;27;2;9000;1.4;0.35;io;F_Vx;3000;0.20552;No;N/A;N/A;1
33;3;28;2;9000;1.9;0.35;ia;F_Vz;3000;0.21793;No;N/A;N/A;1
33;3;29;1;3000;0.45;0;io;F_Vx;3000;0.32027;No;N/A;N/A;1
33;3;30;1;3000;0.5;0.5;iv;F_Vy;3000;0.22039;No;N/A;N/A;1
33;3;31;1;6000;0.8;0;io;F_Vx;3000;0.33057;No;N/A;N/A;1
33;3;32;1;6000;3.1;2.35;iv;F_Vy;3000;0.42278;No;N/A;N/A;1
33;3;33;2;25000;0.7;0;ia;F_Vz;3000;0.08649;No;N/A;N/A;1
33;3;34;2;28000;2;0.9;io;F_Vx;3000;0.31914;No;N/A;N/A;1
33;3;35;3;3000;2;1.6;io;F_Vx;3000;0.59305;No;N/A;N/A;1
33;3;36;3;3000;0.85;0.9;ia;F_Vz;3000;0.40836;No;N/A;N/A;1
33;3;37;3;6000;1.8;1.5;io;F_Vx;3000;0.51443;No;N/A;N/A;1
33;3;38;3;6000;0.35;0.4;ia;F_Vz;3000;0.40836;No;N/A;N/A;1
33;3;39;3;9000;8.5;1.9;io;F_Vx;3000;0.25948;No;N/A;N/A;1
33;3;40;3;9000;0.85;0.3;ia;F_Vz;3000;0.26122;No;N/A;N/A;1
33;3;41;3;12000;0.45;0;ia;F_Vz;3000;0.11479;No;N/A;N/A;1
33;3;42;3;18000;1.3;0;io;F_Vx;3000;0.17607;No;N/A;N/A;1
33;3;43;3;36000;0.9;0;ia;F_Vz;3000;0.08649;No;N/A;N/A;1
33;3;44;3;40000;1.1;0;io;F_Vx;3000;0.13648;No;N/A;N/A;1
33;3;45;4;3000;0.4;0;io;F_Vx;3000;0.311;No;N/A;N/A;1
33;3;46;4;3000;0.85;0.8;ia;F_Vz;3000;0.40836;No;N/A;N/A;1
33;3;47;4;6000;0.5;0.65;io;F_Vx;3000;0.35437;No;N/A;N/A;1
33;3;48;4;6000;0.6;0.6;ia;F_Vz;3000;0.40836;No;N/A;N/A;1
33;3;49;4;9000;4;1.1;io;F_Vx;3000;0.31471;No;N/A;N/A;1
33;3;50;4;9000;2.4;0.5;ia;F_Vz;3000;0.28409;No;N/A;N/A;1
33;3;51;4;12000;0.8;0;ia;F_Vz;3000;0.11479;No;N/A;N/A;1
33;3;52;4;18000;0.7;0;io;F_Vx;3000;0.13923;No;N/A;N/A;1
33;3;53;3;9000;8.5;0;ma;Missing;3000;0.05475;No;N/A;N/A;1
34;3;1;2;0;5.5;0;av;NF_Ay;3000;0.70153;No;N/A;N/A;1
34;3;2;2;0;5;0;aa;NF_Az;3000;0.81287;No;N/A;N/A;1
34;3;3;2;0;3.4;0;vo;NF_Vx;3000;0.21191;No;N/A;N/A;1
34;3;4;2;0;2.15;0;vv;NF_Vy;3000;0.20509;No;N/A;N/A;1
34;3;5;2;0;2.3;0;va;NF_Vz;3000;0.2434;No;N/A;N/A;1
34;3;7;3;0;4.5;0;av;NF_Ay;3000;0.70153;No;N/A;N/A;1
34;3;8;3;0;7.5;0;vo;NF_Vx;3000;0.21538;No;N/A;N/A;1
34;3;9;3;0;2.5;0;vv;NF_Vy;3000;0.17803;No;N/A;N/A;1
34;3;10;1;0;10;0;ao;NF_Ax;3000;0.93494;No;N/A;N/A;1
34;3;11;1;0;4.5;0;av;NF_Ay;3000;0.70153;No;N/A;N/A;1
34;3;12;1;0;3.2;0;vo;NF_Vx;3000;0.21191;No;N/A;N/A;1
34;3;13;1;0;1.4;0;vv;NF_Vy;3000;0.13627;No;N/A;N/A;1
34;3;14;4;0;9;0;ao;NF_Ax;3000;0.93494;No;N/A;N/A;1
34;3;15;4;0;5.5;0;aa;NF_Az;3000;0.81287;No;N/A;N/A;1
34;3;16;4;0;3.5;0;vo;NF_Vx;3000;0.13843;No;N/A;N/A;1
34;3;17;4;0;3.2;0;va;NF_Vz;3000;0.25503;No;N/A;N/A;1
34;3;18;1;3000;0.45;0;io;F_Vx;3000;0.11143;No;N/A;N/A;1
34;3;19;4;3000;0.45;0;io;F_Vx;3000;0.10215;No;N/A;N/A;1
34;3;20;4;3000;0.6;0;ia;F_Vz;3000;0.07398;No;N/A;N/A;1
34;3;21;1;6000;3;0;io;F_Vx;3000;0.13742;No;N/A;N/A;1
34;3;22;4;6000;1.15;0;io;F_Vx;3000;0.0883;No;N/A;N/A;1
34;3;23;4;9000;2.35;0;io;F_Vx;3000;0.03026;No;N/A;N/A;1
34;3;24;4;9000;1;0;ia;F_Vz;3000;0.0453;No;N/A;N/A;1
34;3;25;4;18000;2.5;0;ia;F_Vz;3000;0.06157;No;N/A;N/A;1
34;3;26;4;21000;0.5;0;io;F_Vx;3000;0.02992;No;N/A;N/A;1
34;3;27;2;3000;0.5;0;io;F_Vx;3000;0.09476;No;N/A;N/A;1
34;3;28;2;3000;0.4;0;ia;F_Vz;3000;0.05731;No;N/A;N/A;1
34;3;29;2;6000;3;0;io;F_Vx;3000;0.1083;No;N/A;N/A;1
34;3;30;2;6000;1.1;0;iv;F_Vy;3000;0.08498;No;N/A;N/A;1
34;3;31;2;6000;1.1;0;ia;F_Vz;3000;0.05731;No;N/A;N/A;1
34;3;32;3;3000;1.3;0;io;F_Vx;3000;0.12042;No;N/A;N/A;1
34;3;33;3;3000;0.2;0;iv;F_Vy;3000;0.08498;No;N/A;N/A;1
34;3;34;3;6000;2;0;io;F_Vx;3000;0.12331;No;N/A;N/A;1
34;3;35;3;6000;0.75;0;iv;F_Vy;3000;0.08498;No;N/A;N/A;1
34;3;36;3;9000;5.5;0;io;F_Vx;3000;0.06599;No;N/A;N/A;1
34;3;37;3;9000;1.2;0;iv;F_Vy;3000;0.07555;No;N/A;N/A;1
34;3;38;3;12000;1.05;0;iv;F_Vy;3000;0.06398;No;N/A;N/A;1
34;3;39;3;24000;1.15;0;io;F_Vx;3000;0.05292;No;N/A;N/A;1
34;3;40;3;24000;1.05;0;iv;F_Vy;3000;0.0601;No;N/A;N/A;1
34;3;41;3;9000;5.5;0;ma;Missing;3000;0.02313;No;N/A;N/A;1
35;3;1;2;0;14;0;aa;NF_Az;3000;0.94591;No;N/A;N/A;1
35;3;2;2;0;4.5;0;vo;NF_Vx;3000;0.21538;No;N/A;N/A;1
35;3;3;2;0;5.5;0;va;NF_Vz;3000;0.25503;No;N/A;N/A;1
35;3;5;3;0;22.5;0;av;NF_Ay;3000;0.90584;No;N/A;N/A;1
35;3;6;3;0;7.5;0;aa;NF_Az;3000;0.81287;No;N/A;N/A;1
35;3;7;3;0;13;0;vo;NF_Vx;3000;0.41803;No;N/A;N/A;1
35;3;8;3;0;9.5;0;vv;NF_Vy;3000;0.15568;No;N/A;N/A;1
35;3;9;3;0;3.5;0;va;NF_Vz;3000;0.25503;No;N/A;N/A;1
35;3;10;4;0;0.5;0;ao;NF_Ax;3000;0.57038;No;N/A;N/A;1
35;3;11;4;0;0.5;0;av;NF_Ay;3000;0.70153;No;N/A;N/A;1
35;3;12;4;0;0.5;0;aa;NF_Az;3000;0.81287;No;N/A;N/A;1
35;3;13;4;0;0.2;0;vo;NF_Vx;3000;0.11167;No;N/A;N/A;1
35;3;14;4;0;0.2;0;vv;NF_Vy;3000;0.13627;No;N/A;N/A;1
35;3;15;4;0;0.2;0;va;NF_Vz;3000;0.21895;No;N/A;N/A;1
35;3;16;1;0;0.5;0;ao;NF_Ax;3000;0.57038;No;N/A;N/A;1
35;3;17;1;0;0.5;0;av;NF_Ay;3000;0.70153;No;N/A;N/A;1
35;3;18;1;0;0.5;0;aa;NF_Az;3000;0.81287;No;N/A;N/A;1
35;3;19;1;0;0.2;0;vo;NF_Vx;3000;0.10953;No;N/A;N/A;1
35;3;20;1;0;0.2;0;vv;NF_Vy;3000;0.13627;No;N/A;N/A;1
35;3;21;1;0;0.2;0;va;NF_Vz;3000;0.21895;No;N/A;N/A;1
35;3;22;3;15000;2.75;0;io;F_Vx;3000;0.06;No;N/A;N/A;1
35;3;23;3;18000;1.2;0;iv;F_Vy;3000;0.06398;No;N/A;N/A;1
35;3;24;3;30000;1.75;0;io;F_Vx;3000;0.10928;No;N/A;N/A;1
35;3;25;3;30000;1.75;0;iv;F_Vy;3000;0.05154;No;N/A;N/A;1
35;3;26;3;30000;1.1;0;ia;F_Vz;3000;0.04141;No;N/A;N/A;1
35;3;27;2;9000;2;0;io;F_Vx;3000;0.0949;No;N/A;N/A;1
35;3;28;2;9000;1.6;0;ia;F_Vz;3000;0.07529;No;N/A;N/A;1
35;3;29;2;6000;2.25;0;io;F_Vx;3000;0.14331;No;N/A;N/A;1
35;3;30;2;6000;4.5;0;ia;F_Vz;3000;0.06379;No;N/A;N/A;1
35;3;31;2;3000;0.75;0;io;F_Vx;3000;0.09476;No;N/A;N/A;1
35;3;32;2;3000;0.8;0;ia;F_Vz;3000;0.05731;No;N/A;N/A;1
35;3;33;4;3000;0.5;0;io;F_Vx;3000;0.08549;No;N/A;N/A;1
35;3;34;4;3000;0.5;0;iv;F_Vy;3000;0.08498;No;N/A;N/A;1
35;3;35;4;3000;0.5;0;ia;F_Vz;3000;0.05731;No;N/A;N/A;1
35;3;36;3;9000;3.5;0;io;F_Vx;3000;0.06599;No;N/A;N/A;1
35;3;37;3;9000;1.75;0;iv;F_Vy;3000;0.05961;No;N/A;N/A;1
35;3;38;3;9000;0.8;0;ia;F_Vz;3000;0.0453;No;N/A;N/A;1
35;3;39;3;6000;2.5;0;io;F_Vx;3000;0.12759;No;N/A;N/A;1
35;3;40;3;6000;2.75;0;iv;F_Vy;3000;0.13903;No;N/A;N/A;1
35;3;41;3;6000;0.7;0;ia;F_Vz;3000;0.05731;No;N/A;N/A;1
35;3;42;1;3000;0.5;0;io;F_Vx;3000;0.09476;No;N/A;N/A;1
35;3;43;1;3000;0.5;0;iv;F_Vy;3000;0.08498;No;N/A;N/A;1
35;3;44;1;3000;0.5;0;ia;F_Vz;3000;0.05731;No;N/A;N/A;1
35;3;45;3;3000;3.5;0;io;F_Vx;3000;0.12424;No;N/A;N/A;1
35;3;46;3;3000;2.5;0;iv;F_Vy;3000;0.06903;No;N/A;N/A;1
35;3;47;3;3000;1;0;ia;F_Vz;3000;0.05731;No;N/A;N/A;1
35;3;48;2;27000;1.75;0;ia;F_Vz;3000;0.05245;No;N/A;N/A;1
35;3;49;2;21000;1.25;0;io;F_Vx;3000;0.07788;No;N/A;N/A;1
35;3;50;2;15000;0.9;0;io;F_Vx;3000;0.07051;No;N/A;N/A;1
35;3;51;2;6000;4.5;0;ma;Missing;3000;0.02233;No;N/A;N/A;1
36;1;2;1;0;2.6;0;vo;NF_Vx;1500;0.15851;No;N/A;N/A;1
36;1;3;1;0;2.1;0;vv;NF_Vy;1500;0.29865;No;N/A;N/A;1
36;1;6;3;0;5.4;0;vo;NF_Vx;1500;0.32277;No;N/A;N/A;1
36;1;7;3;0;3.2;0;vv;NF_Vy;1500;0.30602;No;N/A;N/A;1
36;1;11;2;0;3.8;0;vo;NF_Vx;1500;0.32277;No;N/A;N/A;1
36;1;12;2;0;3.8;0;vv;NF_Vy;1500;0.30602;No;N/A;N/A;1
36;1;13;2;0;2.3;0;va;NF_Vz;1500;0.26491;No;N/A;N/A;1
36;1;15;4;0;4.5;0;av;NF_Ay;1500;0.97007;No;N/A;N/A;1
36;1;17;4;0;2.7;0;vo;NF_Vx;1500;0.22836;No;N/A;N/A;1
36;1;18;4;0;2.7;0;vv;NF_Vy;1500;0.25255;No;N/A;N/A;1
36;1;19;4;0;2.65;0;va;NF_Vz;1500;0.26491;No;N/A;N/A;1
36;1;20;2;27000;0.65;0;ia;F_Vz;1500;0.03925;No;N/A;N/A;1
36;1;21;4;1500;1.5;0;io;F_Vx;1500;0.13577;No;N/A;N/A;1
36;1;22;4;1500;0.3;0;iv;F_Vy;1500;0.12675;No;N/A;N/A;1
36;1;23;4;1500;1.3;0;ia;F_Vz;1500;0.06368;No;N/A;N/A;1
36;1;24;3;32000;1.9;0;io;F_Vx;1500;0.05835;No;N/A;N/A;1
36;1;25;4;30000;0.7;0;io;F_Vx;1500;0.04481;No;N/A;N/A;1
36;1;26;4;30000;1.7;0;ia;F_Vz;1500;0.03925;No;N/A;N/A;1
36;1;27;4;32000;1.9;0;iv;F_Vy;1500;0.04728;No;N/A;N/A;1
36;1;28;2;9000;0.45;0;io;F_Vx;1500;0.04043;No;N/A;N/A;1
36;1;29;2;7500;0.8;0;iv;F_Vy;1500;0.07481;No;N/A;N/A;1
36;1;30;2;6000;0.6;0;io;F_Vx;1500;0.0938;No;N/A;N/A;1
36;1;31;2;6000;0.55;0;iv;F_Vy;1500;0.09191;No;N/A;N/A;1
36;1;32;2;4500;0.65;0;io;F_Vx;1500;0.10138;No;N/A;N/A;1
36;1;33;2;4500;0.35;0;ia;F_Vz;1500;0.06592;No;N/A;N/A;1
36;1;34;2;3000;0.4;0;iv;F_Vy;1500;0.09191;No;N/A;N/A;1
36;1;35;2;3000;0.45;0;ia;F_Vz;1500;0.06592;No;N/A;N/A;1
36;1;36;2;1500;3;0;io;F_Vx;1500;0.12855;No;N/A;N/A;1
36;1;37;2;1500;3.2;0;iv;F_Vy;1500;0.16206;No;N/A;N/A;1
36;1;38;2;1500;1.6;0;ia;F_Vz;1500;0.07016;No;N/A;N/A;1
36;1;39;1;19000;0.45;0;io;F_Vx;1500;0.04509;No;N/A;N/A;1
36;1;40;3;1500;4;0;io;F_Vx;1500;0.13573;No;N/A;N/A;1
36;1;41;3;1500;1.5;0;iv;F_Vy;1500;0.10751;No;N/A;N/A;1
36;1;42;1;9000;0.75;0;io;F_Vx;1500;0.06234;No;N/A;N/A;1
36;1;43;4;35000;0.7;0;io;F_Vx;1500;0.04618;No;N/A;N/A;1
36;1;44;1;6000;0.8;0;io;F_Vx;1500;0.10033;No;N/A;N/A;1
36;1;45;1;4500;0.65;0;io;F_Vx;1500;0.10033;No;N/A;N/A;1
36;1;46;1;4500;0.5;0;iv;F_Vy;1500;0.09;No;N/A;N/A;1
36;1;47;1;3000;0.3;0;iv;F_Vy;1500;0.09;No;N/A;N/A;1
36;1;48;1;1500;0.9;0;io;F_Vx;1500;0.12454;No;N/A;N/A;1
36;1;49;1;1500;1.6;0;iv;F_Vy;1500;0.08442;No;N/A;N/A;1
36;1;50;3;28000;2.15;0;iv;F_Vy;1500;0.04964;No;N/A;N/A;1
36;1;51;3;1500;4;0;ma;Missing;1500;0.02233;No;N/A;N/A;1
37;3;5;2;0;3.7;0.95;va;NF_Vz;3000;0.66626;No;N/A;N/A;1
37;3;9;3;0;2.6;0.95;vo;NF_Vx;3000;0.88211;No;N/A;N/A;1
37;3;10;3;0;2.7;1.05;vv;NF_Vy;3000;0.91816;No;N/A;N/A;1
37;3;11;3;0;2.2;1.2;va;NF_Vz;3000;0.65463;No;N/A;N/A;1
37;3;18;4;0;1.1;0.4;vo;NF_Vx;3000;0.83811;No;N/A;N/A;1
37;3;19;4;0;0.8;0.55;vv;NF_Vy;3000;0.87639;No;N/A;N/A;1
37;3;20;1;6000;1.7;1.5;io;F_Vx;3000;0.25111;No;N/A;N/A;1
37;3;21;4;24000;0.35;0;io;F_Vx;3000;0.0663;No;N/A;N/A;1
37;3;22;2;18000;2.6;0.65;io;F_Vx;3000;0.12185;No;N/A;N/A;1
37;3;23;2;18000;2.8;1.1;iv;F_Vy;3000;0.12542;No;N/A;N/A;1
37;3;24;2;18000;1.65;0;ia;F_Vz;3000;0.07907;No;N/A;N/A;1
37;3;25;2;21000;1.6;0;io;F_Vx;3000;0.12381;No;N/A;N/A;1
37;3;26;2;21000;2.4;0;iv;F_Vy;3000;0.05154;No;N/A;N/A;1
37;3;27;2;21000;1.75;0;ia;F_Vz;3000;0.06495;No;N/A;N/A;1
37;3;28;2;24000;1.85;0;iv;F_Vy;3000;0.05154;No;N/A;N/A;1
37;3;29;2;27000;0.9;0;ia;F_Vz;3000;0.05391;No;N/A;N/A;1
37;3;30;2;34000;0.55;0;io;F_Vx;3000;0.07071;No;N/A;N/A;1
37;3;31;2;37000;1;0;iv;F_Vy;3000;0.05644;No;N/A;N/A;1
37;3;32;3;3000;0.65;0;io;F_Vx;3000;0.15289;No;N/A;N/A;1
